ssid,disab,index
14895668,60,1
14896834,60,1
14900033,60,1
14900548,60,1
14905205,60,1
14905981,60,1
14910152,60,1
14910802,60,1
14916622,60,1
14920999,60,1
14928361,60,1
14931516,60,1
14932954,60,1
14933071,60,1
14941597,60,1
14942135,60,1
14945266,60,1
14949245,60,1
14950170,60,1
14951908,60,1
14956039,60,1
14957515,60,1
14959712,60,1
14960257,60,1
14963345,60,1
14968983,60,1
14974088,60,1
14975726,60,1
14976811,60,1
14983036,60,1
14983370,60,1
14987600,60,1
14989379,60,1
14994232,60,1
15003353,60,1
15003620,60,1
15008851,60,1
15019152,60,1
15023222,60,1
15025845,60,1
15027465,60,1
15027910,60,1
15029751,60,1
15029867,60,1
15030873,60,1
15032000,60,1
15036073,60,1
15037673,60,1
15037886,60,1
15041247,60,1
15044122,60,1
15044262,60,1
15044769,60,1
15045544,60,1
15046869,60,1
15047415,60,1
15049248,60,1
15050092,60,1
15050564,60,1
15051986,60,1
15060047,60,1
15060969,60,1
15063100,60,1
15063569,60,1
15064395,60,1
15077462,60,1
15081915,60,1
15085031,60,1
15086259,60,1
15087689,60,1
15089568,60,1
15098303,60,1
15103323,60,1
15108252,60,1
15108481,60,1
15111067,60,1
15118886,60,1
15119319,60,1
15120031,60,1
15122875,60,1
15127060,60,1
15132919,60,1
15135012,60,1
15135926,60,1
15137171,60,1
15141918,60,1
15143287,60,1
15144399,60,1
15144992,60,1
15149757,60,1
15153479,60,1
15156672,60,1
15156680,60,1
15157504,60,1
15159795,60,1
15161323,60,1
15162117,60,1
15162265,60,1
15165140,60,1
15165590,60,1
15167453,60,1
15168921,60,1
15170330,60,1
15171590,60,1
15172872,60,1
15176207,60,1
15179052,60,1
15187284,60,1
15187527,60,1
15197387,60,1
15200620,60,1
15200698,60,1
15201538,60,1
15203867,60,1
15206300,60,1
15206815,60,1
15211606,60,1
15211878,60,1
15211940,60,1
15213897,60,1
15215229,60,1
15216489,60,1
15217086,60,1
15217825,60,1
15218945,60,1
15219194,60,1
15220311,60,1
15221318,60,1
15221733,60,1
15222012,60,1
15222861,60,1
15224686,60,1
15225887,60,1
15227499,60,1
15227596,60,1
15229556,60,1
15230236,60,1
15232212,60,1
15235491,60,1
15237060,60,1
15237346,60,1
15237443,60,1
15237761,60,1
15243575,60,1
15254038,60,1
15258424,60,1
15259617,60,1
15259668,60,1
15259838,60,1
15260887,60,1
15261808,60,1
15270203,60,1
15274500,60,1
15276287,60,1
15278891,60,1
15278972,60,1
15279049,60,1
15279731,60,1
15280055,60,1
15280055,60,2
15282562,60,1
15284689,60,1
15285049,60,1
15285227,60,1
15286509,60,1
15287068,60,1
15287270,60,1
15288587,60,1
15289087,60,1
15291006,60,1
15291928,60,1
15305511,60,1
15305562,60,1
15305724,60,1
15308464,60,1
15311821,60,1
15313298,60,1
15314758,60,1
15316610,60,1
15328554,60,1
15330559,60,1
15333361,60,1
15341933,60,1
15343189,60,1
15363112,60,1
15363740,60,1
15363759,60,1
15368815,60,1
15369056,60,1
15370895,60,1
15372960,60,1
15378470,60,1
15381900,60,1
15382885,60,1
15383415,60,1
15384004,60,1
15384454,60,1
15384950,60,1
15387933,60,1
15391817,60,1
15392058,60,1
15394190,60,1
15394336,60,1
15394751,60,1
15397114,60,1
15398374,60,1
15401545,60,1
15405494,60,1
15408523,60,1
15418693,60,1
15420248,60,1
15421376,60,1
15421856,60,1
15421988,60,1
15423328,60,1
15423689,60,1
15427455,60,1
15427544,60,1
15428192,60,1
15428524,60,1
15428958,60,1
15429016,60,1
15430383,60,1
15430405,60,1
15432645,60,1
15438074,60,1
15439283,60,1
15442772,60,1
15446565,60,1
15447529,60,1
15448436,60,1
15448908,60,1
15451844,60,1
15452980,60,1
15460215,60,1
15460223,60,1
15479250,60,1
15480321,60,1
15480925,60,1
15485463,60,1
15492664,60,1
15494497,60,1
15499596,60,1
15500845,60,1
15500896,60,1
15501418,60,1
15504425,60,1
15512355,60,1
15513106,60,1
15513211,60,1
15516865,60,1
15518515,60,1
15529010,60,1
15532119,60,1
15540278,60,1
15543757,60,1
15545350,60,1
15547582,60,1
15550575,60,1
15552284,60,1
15553086,60,1
15554104,60,1
15561623,60,1
15566935,60,1
15568458,60,1
15568997,60,1
15577007,60,1
15578283,60,1
15579344,60,1
15580601,60,1
15580695,60,1
15583155,60,1
15587347,60,1
15592480,60,1
15593894,60,1
15594351,60,1
15595366,60,1
15595838,60,1
15596117,60,1
15596443,60,1
15601722,60,1
15604837,60,1
15605884,60,1
15608131,60,1
15619427,60,1
15621324,60,1
15623599,60,1
15625176,60,1
15628795,60,1
15630781,60,1
15633748,60,1
15640914,60,1
15642194,60,1
15646378,60,1
15656918,60,1
15667812,60,1
15672212,60,1
15673758,60,1
15676749,60,1
15687112,60,1
15693198,60,1
15695395,60,1
15699625,60,1
15700070,60,1
15703851,60,1
15704823,60,1
15705668,60,1
15715043,60,1
15721205,60,1
15721612,60,1
15723879,60,1
15727351,60,1
15732665,60,1
15732991,60,1
15739473,60,1
15748057,60,1
15753123,60,1
15753220,60,1
15753859,60,1
15755037,60,1
15756157,60,1
15757226,60,1
15757889,60,1
15758680,60,1
15759202,60,1
15766063,60,1
15771938,60,1
15772888,60,1
15776603,60,1
15777766,60,1
15778797,60,1
15780864,60,1
15784606,60,1
15786102,60,1
15789578,60,1
15792145,60,1
15792218,60,1
15792773,60,1
15794350,60,1
15796809,60,1
15797341,60,1
15798356,60,1
15798429,60,1
15801063,60,1
15801640,60,1
15804232,60,1
15806685,60,1
15809528,60,1
15811344,60,1
15816044,60,1
15816516,60,1
15822443,60,1
15822745,60,1
15827003,60,1
15831833,60,1
15832120,60,1
15832430,60,1
15836088,60,1
15838366,60,1
15839168,60,1
15839192,60,1
15839206,60,1
15839982,60,1
15840646,60,1
15843645,60,1
15844366,60,1
15844633,60,1
15846059,60,1
15846334,60,1
15858510,60,1
15860450,60,1
15867544,60,1
15871525,60,1
15872181,60,1
15873145,60,1
15874532,60,1
15875237,60,1
15878872,60,1
15887669,60,1
15889114,60,1
15891151,60,1
15894924,60,1
15899829,60,1
15899934,60,1
15903389,60,1
15905853,60,1
15912477,60,1
15912736,60,1
15913570,60,1
15913791,60,1
15924289,60,1
15940012,60,1
15942554,60,1
15943569,60,1
15945987,60,1
15949206,60,1
15950913,60,1
15958981,60,1
15962385,60,1
15965465,60,1
15968340,60,1
15968839,60,1
15969991,60,1
15970507,60,1
15970663,60,1
15974057,60,1
15974324,60,1
15974618,60,1
15982076,60,1
15982777,60,1
15996344,60,1
15997197,60,1
15999246,60,1
16001672,60,1
16002970,60,1
16004248,60,1
16005996,60,1
16007530,60,1
16010051,60,1
16010825,60,1
16011058,60,1
16011112,60,1
16013077,60,1
16016769,60,1
16021711,60,1
16022629,60,1
16023463,60,1
16025105,60,1
16027817,60,1
16028554,60,1
16029003,60,1
16030265,60,1
16030591,60,1
16030753,60,1
16032209,60,1
16032829,60,1
16034082,60,1
16034481,60,1
16034643,60,1
16050673,60,1
16051688,60,1
16061314,60,1
16061977,60,1
16062663,60,1
16064585,60,1
16065077,60,1
16065875,60,1
16067959,60,1
16070739,60,1
16073789,60,1
16075471,60,1
16078063,60,1
16083148,60,1
16083431,60,1
16084233,60,1
16085108,60,1
16086562,60,1
16087437,60,1
16090527,60,1
16090829,60,1
16091515,60,1
16094182,60,1
16095235,60,1
16095561,60,1
16098668,60,1
16105192,60,1
16106423,60,1
16111257,60,1
16111818,60,1
16113721,60,1
16119118,60,1
16120779,60,1
16133226,60,1
16133730,60,1
16138147,60,1
16139771,60,1
16143914,60,1
16144341,60,1
16144376,60,1
16145682,60,1
16146298,60,1
16149254,60,1
16151763,60,1
16151925,60,1
16153189,60,1
16155173,60,1
16156919,60,1
16159535,60,1
16160088,60,1
16164024,60,1
16164067,60,1
16168364,60,1
16176022,60,1
16183533,60,1
16188101,60,1
16188195,60,1
16191412,60,1
16195752,60,1
16196996,60,1
16206770,60,1
16206908,60,1
16207335,60,1
16207394,60,1
16210395,60,1
16213483,60,1
16213939,60,1
16214064,60,1
16224337,60,1
16226208,60,1
16230590,60,1
16234308,60,1
16239377,60,1
16242777,60,1
16246136,60,1
16251458,60,1
16251687,60,1
16253973,60,1
16260163,60,1
16261550,60,1
16267346,60,1
16269314,60,1
16271793,60,1
16275152,60,1
16275691,60,1
16277791,60,1
16277864,60,1
16285638,60,1
16286332,60,1
16287045,60,1
16292855,60,1
16298012,60,1
16298411,60,1
16299876,60,1
16300653,60,1
16308085,60,1
16316061,60,1
16316169,60,1
16320182,60,1
16323351,60,1
16328051,60,1
16331311,60,1
16337697,60,1
16340507,60,1
16352327,60,1
16353315,60,1
16359879,60,1
16362837,60,1
16373251,60,1
16374827,60,1
16376900,60,1
16384849,60,1
16386434,60,1
16386957,60,1
16393414,60,1
16398211,60,1
16405234,60,1
16415906,60,1
16418441,60,1
16429338,60,1
16438604,60,1
16439082,60,1
16441893,60,1
16458567,60,1
16462955,60,1
16463102,60,1
16464559,60,1
16465997,60,1
16469518,60,1
16471121,60,1
16498399,60,1
16499565,60,1
16511689,60,1
16516451,60,1
16535286,60,1
16538749,60,1
16542711,60,1
16544692,60,1
16547438,60,1
16548272,60,1
16553047,60,1
16561740,60,1
16562860,60,1
16562917,60,1
16565924,60,1
16570804,60,1
16571339,60,1
16584279,60,1
16596129,60,1
16597559,60,1
16597729,60,1
16606973,60,1
16618564,60,1
16618599,60,1
16619706,60,1
16620526,60,1
16621905,60,1
16624718,60,1
16626141,60,1
16627903,60,1
16629949,60,1
16634187,60,1
16634829,60,1
16644328,60,1
16646770,60,1
16649362,60,1
16650786,60,1
16652185,60,1
16657578,60,1
16659465,60,1
16660889,60,1
16661192,60,1
16664574,60,1
16669495,60,1
16673530,60,1
16684486,60,1
16684737,60,1
16685229,60,1
16688538,60,1
16691555,60,1
16696786,60,1
16711750,60,1
16719824,60,1
16731816,60,1
16733428,60,1
16735706,60,1
16747666,60,1
16749367,60,1
16752422,60,1
16754085,60,1
16758706,60,1
16763688,60,1
16763920,60,1
16766962,60,1
16772962,60,1
16773152,60,1
16775198,60,1
16778723,60,1
16781953,60,1
16782674,60,1
16784596,60,1
16786580,60,1
16797582,60,1
16800834,60,1
16800931,60,1
16805100,60,1
16809335,60,1
16813529,60,1
16814622,60,1
16820576,60,1
16821092,60,1
16821289,60,1
16826124,60,1
16831373,60,1
16833058,60,1
16833791,60,1
16834585,60,1
16836537,60,1
16838777,60,1
16839471,60,1
16841093,60,1
16845412,60,1
16846303,60,1
16847466,60,1
16848128,60,1
16848861,60,1
16849094,60,1
16849124,60,1
16851307,60,1
16851358,60,1
16851412,60,1
16852087,60,1
16852680,60,1
16853830,60,1
16854004,60,1
16854470,60,1
16859162,60,1
16859723,60,1
16861787,60,1
16863038,60,1
16864328,60,1
16864352,60,1
16864735,60,1
16866142,60,1
16867319,60,1
16869559,60,1
16870883,60,1
16871626,60,1
16872088,60,1
16872282,60,1
16872606,60,1
16872665,60,1
16872843,60,1
16873785,60,1
16880854,60,1
16882660,60,1
16890582,60,1
16894898,60,1
16896165,60,1
16910419,60,1
16913892,60,1
16915542,60,1
16916190,60,1
16917626,60,1
16919645,60,1
16921771,60,1
16927125,60,1
16928423,60,1
16936655,60,1
16939026,60,1
16944038,60,1
16944275,60,1
16948742,60,1
16949900,60,1
16954378,60,1
16957342,60,1
16960645,60,1
16961323,60,1
16971884,60,1
16973461,60,1
16974603,60,1
16977114,60,1
16988132,60,1
16988256,60,1
16994183,60,1
16995058,60,1
16995678,60,1
16998340,60,1
17003733,60,1
17004020,60,1
17013259,60,1
17031060,60,1
17034817,60,1
17034914,60,1
17035007,60,1
17036224,60,1
17044936,60,1
17083540,60,1
17088690,60,1
17088763,60,1
17091233,60,1
17098408,60,1
17112923,60,1
17122171,60,1
17142040,60,1
17142954,60,1
17144736,60,1
17168309,60,1
17168724,60,1
17173604,60,1
17181763,60,1
17190045,60,1
17192811,60,1
17193893,60,1
17199107,60,1
17202345,60,1
17205018,60,1
17212782,60,1
17213398,60,1
17220300,60,1
17222672,60,1
17301033,60,1
17324203,60,1
17343968,60,1
17351332,60,1
17365104,60,1
17373611,60,1
17379040,60,1
17400597,60,1
17413842,60,1
17415365,60,1
17419670,60,1
17442389,60,1
17442532,60,1
17443717,60,1
17452236,60,1
17478170,60,1
17478189,60,1
17478499,60,1
17518709,60,1
17532892,60,1
17538734,60,1
17546710,60,1
17546826,60,1
17570816,60,1
17575400,60,1
17614880,60,1
17615607,60,1
17638585,60,1
17681421,60,1
17696038,60,1
17697301,60,1
17698103,60,1
17702054,60,1
17709415,60,1
17710847,60,1
17714982,60,1
17732352,60,1
17734843,60,1
17754496,60,1
17761735,60,1
17771625,60,1
17775299,60,1
17783291,60,1
17789699,60,1
17821991,60,1
17851009,60,1
17869714,60,1
17874335,60,1
17880130,60,1
17884918,60,1
17896606,60,1
17896649,60,1
17900603,60,1
17906792,60,1
17907233,60,1
17911001,60,1
17934702,60,1
17934834,60,1
17936578,60,1
17948320,60,1
17949548,60,1
17961203,60,1
17964369,60,1
17968550,60,1
18007279,60,1
18020003,60,1
18023916,60,1
18025676,60,1
18032303,60,1
18035116,60,1
18036619,60,1
18047327,60,1
18049265,60,1
18049575,60,1
18049745,60,1
18051995,60,1
18060390,60,1
18062210,60,1
18064698,60,1
18064779,60,1
18066011,60,1
18095186,60,1
18098177,60,1
18101151,60,1
18194230,60,1
18242774,60,1
18271510,60,1
18279910,60,1
18287476,60,1
18288251,60,1
18322107,60,1
18334598,60,1
18338526,60,1
18342167,60,1
18361161,60,1
18382584,60,1
18398588,60,1
18433103,60,1
18454224,60,1
18479162,60,1
18483801,60,1
18551157,60,1
18553397,60,1
18557244,60,1
18576168,60,1
18580378,60,1
18583504,60,1
18587941,60,1
18595006,60,1
18610803,60,1
18624561,60,1
18625533,60,1
18625584,60,1
18627641,60,1
18628753,60,1
18630324,60,1
18635512,60,1
18650805,60,1
18653332,60,1
18664814,60,1
18678513,60,1
18680151,60,1
18702201,60,1
18712320,60,1
18712452,60,1
18712819,60,1
18719791,60,1
18737226,60,1
18749240,60,1
18762077,60,1
18771025,60,1
18780229,60,1
18790607,60,1
18793673,60,1
18812058,60,1
18813437,60,1
18826350,60,1
18829376,60,1
18843115,60,1
18844111,60,1
18846718,60,1
18871992,60,1
18877230,60,1
18894771,60,1
18906672,60,1
18913466,60,1
18948642,60,1
18948642,60,2
19085958,60,1
19088205,60,1
19088469,60,1
19121857,60,1
19126050,60,1
19163029,60,1
19189311,60,1
19207174,60,1
19210329,60,1
19211791,60,1
19234104,60,1
19243227,60,1
19243421,60,1
19277237,60,1
19277598,60,1
19277733,60,1
19286562,60,1
19292309,60,1
19323026,60,1
19349793,60,1
19354193,60,1
19360363,60,1
19361319,60,1
19373015,60,1
19377401,60,1
19426348,60,1
19431503,60,1
19440308,60,1
19442351,60,1
19445083,60,1
19446101,60,1
19454716,60,1
19557248,60,1
19604165,60,1
19605153,60,1
19609590,60,1
2790599,70,1
2923467,70,1
2969521,70,1
3077322,70,1
6705731,70,1
7609698,70,1
7610165,70,1
7610998,70,1
7611854,70,1
7613490,70,1
7615531,70,1
7621892,70,1
7627165,70,1
7632266,70,1
7633394,70,1
7634501,70,1
7634668,70,1
7635540,70,1
7636008,70,1
7643004,70,1
7644701,70,1
7645562,70,1
7649614,70,1
7653352,70,1
7664354,70,1
7666608,70,1
7673957,70,1
7677685,70,1
7685033,70,1
8615535,70,1
9092129,70,1
9134298,70,1
9156208,70,1
9179399,70,1
9179615,70,1
9217886,70,1
9223932,70,1
9355510,70,1
9429697,70,1
9456252,70,1
9535950,70,1
9896619,70,1
9928499,70,1
9965408,70,1
10082123,70,1
10125841,70,1
10125981,70,1
10134689,70,1
10140123,70,1
10141162,70,1
10141243,70,1
10141529,70,1
10142045,70,1
10142940,70,1
10143548,70,1
10147489,70,1
10150420,70,1
10150684,70,1
10150706,70,1
10151516,70,1
10153438,70,1
10154493,70,1
10155538,70,1
10155694,70,1
10161880,70,1
10164936,70,1
10166211,70,1
10167781,70,1
10169938,70,1
10170774,70,1
10186522,70,1
10187510,70,1
10187839,70,1
10188622,70,1
10189750,70,1
10189866,70,1
10197230,70,1
10197486,70,1
10198067,70,1
10202218,70,1
10206787,70,1
10207236,70,1
10208550,70,1
10208844,70,1
10209026,70,1
10209190,70,1
10210121,70,1
10210342,70,1
10210660,70,1
10210962,70,1
10211470,70,1
10211551,70,1
10216502,70,1
10218858,70,1
10219528,70,1
10219889,70,1
10221506,70,1
10222987,70,1
10227113,70,1
10227687,70,1
10228535,70,1
10231374,70,1
10232370,70,1
10232842,70,1
10235973,70,1
10266453,70,1
10266607,70,1
10273131,70,1
10276025,70,1
10287655,70,1
10287663,70,1
10288406,70,1
10288902,70,1
10291547,70,1
10293116,70,1
10293973,70,1
10294880,70,1
10295208,70,1
10295259,70,1
10378073,70,1
10380493,70,1
10383336,70,1
10426086,70,1
10440259,70,1
10454837,70,1
10461795,70,1
10467351,70,1
10475214,70,1
10476709,70,1
10491236,70,1
10500189,70,1
10515526,70,1
10530738,70,1
10534342,70,1
10648178,70,1
10872655,70,1
11090839,70,1
11115777,70,1
11128313,70,1
11165731,70,1
11166843,70,1
11210974,70,1
11212748,70,1
11247983,70,1
11249366,70,1
11254726,70,1
11255692,70,1
11257075,70,1
11259752,70,1
11264284,70,1
11265078,70,1
11265108,70,1
11267607,70,1
11268417,70,1
11275553,70,1
11276479,70,1
11289007,70,1
11304073,70,1
11315512,70,1
11319356,70,1
11339179,70,1
11339489,70,1
11360232,70,1
11380764,70,1
11412259,70,1
11421509,70,1
11453966,70,1
11459212,70,1
11487828,70,1
11487860,70,1
11499192,70,1
11500417,70,1
11521538,70,1
11601175,70,1
11759801,70,1
11761296,70,1
11777095,70,1
11923539,70,1
11923660,70,1
11927100,70,1
11981369,70,1
12028436,70,1
12068683,70,1
12103276,70,1
12122556,70,1
12146927,70,1
12164402,70,1
12164518,70,1
12170917,70,1
12218243,70,1
12234516,70,1
12249882,70,1
12252980,70,1
12253944,70,1
12256412,70,1
12269840,70,1
12290955,70,1
12294330,70,1
12297151,70,1
12302538,70,1
12305367,70,1
12306983,70,1
12316547,70,1
12340111,70,1
12348538,70,1
12360279,70,1
12361291,70,1
12364525,70,1
12392618,70,1
12432504,70,1
12432903,70,1
12488887,70,1
12494798,70,1
12504939,70,1
12542210,70,1
12648671,70,1
12694592,70,1
12698113,70,1
12828025,70,1
12887757,70,1
12889288,70,1
12914932,70,1
12943169,70,1
12943207,70,1
12993824,70,1
12998117,70,1
13001981,70,1
13014757,70,1
13021079,70,1
13021087,70,1
13027166,70,1
13029762,70,1
13039571,70,1
13041142,70,1
13073818,70,1
13086359,70,1
13097474,70,1
13104667,70,1
13105493,70,1
13119095,70,1
13132474,70,1
13132555,70,1
13132741,70,1
13154230,70,1
13175580,70,1
13177826,70,1
13182536,70,1
13194526,70,1
13198424,70,1
13200550,70,1
13211986,70,1
13528998,70,1
13539523,70,1
13726234,70,1
13853899,70,1
13887947,70,1
13953311,70,1
14018268,70,1
14027755,70,1
14110245,70,1
14189178,70,1
14541475,70,1
14654458,70,1
14748401,70,1
14759071,70,1
14786508,70,1
14790025,70,1
15061574,70,1
15095304,70,1
15197662,70,1
15296083,70,1
15310442,70,1
15366138,70,1
15368904,70,1
15376729,70,1
15447464,70,1
15505995,70,1
15724557,70,1
15845885,70,1
16219651,70,1
16232798,70,1
16232925,70,1
16258495,70,1
16690826,70,1
16712226,70,1
16902769,70,1
17111404,70,1
17126843,70,1
17181569,70,1
17232228,70,1
17751969,70,1
17930480,70,1
17958466,70,1
17977312,70,1
17977975,70,1
18059236,70,1
18092063,70,1
18279570,70,1
18693504,70,1
18720633,70,1
18720641,70,1
18730191,70,1
19159374,70,1
19162898,70,1
19330154,70,1
19448120,70,1
7610718,74,1
7620470,74,1
7622384,74,1
7679882,74,1
8823138,74,1
9284141,74,1
9315217,74,1
9337075,74,1
9399844,74,1
9435980,74,1
9536663,74,1
9575545,74,1
9716904,74,1
9721495,74,1
9747745,74,1
9750029,74,1
9847626,74,1
9871160,74,1
9902112,74,1
9920234,74,1
9924582,74,1
9946721,74,1
10020306,74,1
10143122,74,1
10201475,74,1
10213112,74,1
10221743,74,1
10225145,74,1
10261966,74,1
10268308,74,1
10279555,74,1
10283625,74,1
10294082,74,1
10384014,74,1
10423508,74,1
10509062,74,1
10654585,74,1
10721673,74,1
11095407,74,1
11097108,74,1
11111364,74,1
11379944,74,1
11424036,74,1
11498927,74,1
11759216,74,1
11798327,74,1
11890258,74,1
11922389,74,1
11985453,74,1
12023299,74,1
12099023,74,1
12149985,74,1
12152978,74,1
12184403,74,1
12203823,74,1
12212873,74,1
12213373,74,1
12237388,74,1
12250759,74,1
12262854,74,1
12264466,74,1
12276545,74,1
12279099,74,1
12293415,74,1
12308668,74,1
12328189,74,1
12365114,74,1
12444308,74,1
12546755,74,1
12609080,74,1
12785296,74,1
12929085,74,1
12944394,74,1
12970417,74,1
12972444,74,1
13173960,74,1
13178032,74,1
13193236,74,1
13206532,74,1
13217674,74,1
13225901,74,1
13388932,74,1
13713116,74,1
13715259,74,1
13717707,74,1
13720457,74,1
13777475,74,1
13849514,74,1
13911929,74,1
13963953,74,1
13989715,74,1
14039184,74,1
14377659,74,1
14388057,74,1
14416379,74,1
14449641,74,1
14486997,74,1
14501422,74,1
14684039,74,1
14691663,74,1
14874105,74,1
15045803,74,1
15078809,74,1
15222993,74,1
15282244,74,1
15291022,74,1
15548414,74,1
15644308,74,1
15789381,74,1
15795721,74,1
15861902,74,1
15969835,74,1
16001567,74,1
16026489,74,1
16190971,74,1
16247485,74,1
16335414,74,1
16494059,74,1
16606868,74,1
16635590,74,1
16691385,74,1
16796101,74,1
16819551,74,1
17089042,74,1
17101905,74,1
17111226,74,1
17621178,74,1
18571263,74,1
18825427,74,1
18827632,74,1
2749300,80,1
2750325,80,1
2816482,80,1
2826542,80,1
2854066,80,1
2857812,80,1
2884941,80,1
3067491,80,1
3113000,80,1
3149994,80,1
3234738,80,1
5621909,80,1
5631793,80,1
6422004,80,1
6450008,80,1
6691498,80,1
6692273,80,1
6705960,80,1
6709265,80,1
7163533,80,1
7295332,80,1
7295820,80,1
7336365,80,1
7336640,80,1
7467001,80,1
7607474,80,1
7607601,80,1
7608810,80,1
7610823,80,1
7610831,80,1
7611374,80,1
7612702,80,1
7612850,80,1
7612877,80,1
7613350,80,1
7613482,80,1
7615841,80,1
7616066,80,1
7616694,80,1
7618069,80,1
7622090,80,1
7622279,80,1
7622430,80,1
7622635,80,1
7624352,80,1
7624530,80,1
7625898,80,1
7626126,80,1
7626770,80,1
7628102,80,1
7628455,80,1
7628978,80,1
7631901,80,1
7632924,80,1
7634293,80,1
7634617,80,1
7634773,80,1
7634943,80,1
7635362,80,1
7635451,80,1
7635478,80,1
7637837,80,1
7637950,80,1
7638760,80,1
7640757,80,1
7640854,80,1
7641389,80,1
7643586,80,1
7646216,80,1
7646801,80,1
7646917,80,1
7646976,80,1
7647034,80,1
7647182,80,1
7648189,80,1
7649053,80,1
7649347,80,1
7650698,80,1
7650876,80,1
7651201,80,1
7652070,80,1
7654278,80,1
7654456,80,1
7654979,80,1
7655169,80,1
7655304,80,1
7655320,80,1
7656076,80,1
7657102,80,1
7657110,80,1
7658125,80,1
7658265,80,1
7658273,80,1
7658370,80,1
7660316,80,1
7662254,80,1
7662408,80,1
7664729,80,1
7665466,80,1
7665563,80,1
7667515,80,1
7669100,80,1
7669747,80,1
7670265,80,1
7671199,80,1
7671261,80,1
7672284,80,1
7673590,80,1
7674236,80,1
7674309,80,1
7674783,80,1
7675267,80,1
7676115,80,1
7679017,80,1
7680414,80,1
7680864,80,1
7680872,80,1
7681631,80,1
7682778,80,1
7683251,80,1
7683561,80,1
7684185,80,1
7684231,80,1
7687478,80,1
7688520,80,1
8000859,80,1
8131465,80,1
8259917,80,1
8301646,80,1
8364540,80,1
8419191,80,1
8457581,80,1
8462313,80,1
8528802,80,1
8544085,80,1
8569126,80,1
8570019,80,1
8575754,80,1
8576238,80,1
8577579,80,1
8584117,80,1
8585202,80,1
8586160,80,1
8605106,80,1
8606048,80,1
8611378,80,1
8622663,80,1
8633657,80,1
8638462,80,1
8640068,80,1
8646791,80,1
8660069,80,1
8664935,80,1
8695717,80,1
8700125,80,1
8702845,80,1
8712743,80,1
8720118,80,1
8730954,80,1
8738203,80,1
8739331,80,1
8740704,80,1
8759480,80,1
8769443,80,1
8772444,80,1
8774889,80,1
8785104,80,1
8786178,80,1
8790841,80,1
8815070,80,1
8823316,80,1
8825467,80,1
8834911,80,1
8837414,80,1
8858403,80,1
8865361,80,1
8868824,80,1
8874255,80,1
8875383,80,1
8877602,80,1
8886318,80,1
8888108,80,1
8891427,80,1
8892261,80,1
8904766,80,1
8907188,80,1
8927979,80,1
8928541,80,1
8948968,80,1
8960690,80,1
8961379,80,1
8964084,80,1
8964270,80,1
8964726,80,1
8964831,80,1
8968810,80,1
8969639,80,1
8970572,80,1
8970815,80,1
8971331,80,1
8972796,80,1
8976155,80,1
8978263,80,1
8989583,80,1
8989583,80,2
8990050,80,1
8994544,80,1
8996288,80,1
9002758,80,1
9002928,80,1
9011455,80,1
9013814,80,1
9014969,80,1
9017968,80,1
9017968,80,2
9020667,80,1
9028536,80,1
9030530,80,1
9042326,80,1
9044175,80,1
9061584,80,1
9066020,80,1
9068333,80,1
9071113,80,1
9073329,80,1
9073329,80,2
9078517,80,1
9088989,80,1
9089462,80,1
9102310,80,1
9102655,80,1
9107754,80,1
9115919,80,1
9118896,80,1
9123148,80,1
9123156,80,1
9131930,80,1
9133461,80,1
9133763,80,1
9134050,80,1
9135057,80,1
9135502,80,1
9147799,80,1
9148647,80,1
9148787,80,1
9148825,80,1
9149473,80,1
9150285,80,1
9155058,80,1
9156097,80,1
9163786,80,1
9172114,80,1
9179232,80,1
9182527,80,1
9184244,80,1
9186352,80,1
9190589,80,1
9191372,80,1
9196137,80,1
9196730,80,1
9198377,80,1
9203613,80,1
9214682,80,1
9216871,80,1
9223150,80,1
9223347,80,1
9225080,80,1
9225625,80,1
9225714,80,1
9225900,80,1
9225935,80,1
9225986,80,1
9226605,80,1
9226656,80,1
9236996,80,1
9241051,80,1
9242686,80,1
9244905,80,1
9245243,80,1
9245553,80,1
9246371,80,1
9250549,80,1
9255141,80,1
9259724,80,1
9265570,80,1
9284222,80,1
9284249,80,1
9284338,80,1
9288848,80,1
9289399,80,1
9290508,80,1
9290737,80,1
9291547,80,1
9291806,80,1
9292128,80,1
9297200,80,1
9301739,80,1
9302433,80,1
9302700,80,1
9302840,80,1
9309349,80,1
9332642,80,1
9333274,80,1
9333401,80,1
9335005,80,1
9343849,80,1
9353453,80,1
9360824,80,1
9383336,80,1
9384707,80,1
9386432,80,1
9387056,80,1
9389776,80,1
9392548,80,1
9393625,80,1
9405895,80,1
9406662,80,1
9406700,80,1
9409742,80,1
9411046,80,1
9417508,80,1
9422919,80,1
9427155,80,1
9431896,80,1
9432019,80,1
9436626,80,1
9436669,80,1
9440712,80,1
9443231,80,1
9445803,80,1
9447636,80,1
9447725,80,1
9448985,80,1
9454705,80,1
9458921,80,1
9469583,80,1
9471065,80,1
9471154,80,1
9471847,80,1
9471928,80,1
9472819,80,1
9473297,80,1
9473912,80,2
9474838,80,1
9475672,80,1
9475737,80,1
9475818,80,1
9476989,80,1
9477292,80,1
9477845,80,1
9477896,80,1
9478280,80,1
9481575,80,1
9482253,80,1
9482717,80,1
9483705,80,1
9485716,80,1
9485724,80,1
9485740,80,1
9486208,80,1
9486445,80,1
9487867,80,1
9489002,80,1
9491880,80,1
9492283,80,1
9492380,80,1
9492569,80,1
9492682,80,1
