"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
20,1.4,1,605,315,0.1,1.1,1.91,1.07,0.62,0,0.55,1,73.9,76.5,0.58,0.42,1.4,1," R"," ."," S05PHS1.4H8"
21,1.48,2,605,328,0.1,0.97,-0.53,0.93,-0.54,-0.21,0.59,1,78.9,76.4,0.58,0.4,1.48,1," R"," ."," S05ESS1.1M12"
22,0.73,1,605,375,0.11,0.93,-1.39,0.83,-1.51,0,0.64,1,80.8,78.7,0.61,0.37,0.73,1," R"," ."," S05PHS1.3H8"
23,0.23,2,605,387,0.11,0.9,-1.64,0.74,-2.01,0.36,0.69,1,82.7,81.2,0.62,0.34,0.23,1," R"," ."," S05LFS1.1L19"
24,2,1,605,258,0.1,1.74,9.9,2.07,5.84,0,0.27,1,55.8,75.8,0.55,0.53,2,1," R"," ."," S05ESS1.2H7"
25,0.53,2,605,353,0.11,1.01,0.22,1.06,0.55,0.45,0.64,1,79.3,79.6,0.61,0.38,0.53,1," R"," ."," S05ETS1.2H32"
26,1.85,1,605,273,0.1,1.22,4.25,1.14,1.08,0,0.49,1,67.7,75.9,0.56,0.45,1.85,1," R"," ."," S05LFS1.1M13"
27,0.92,2,605,351,0.11,0.94,-1.13,0.83,-1.51,0.09,0.63,1,79.1,77.9,0.6,0.38,0.92,1," R"," ."," S05PHS1.3H16"
28,-0.05,1,605,436,0.12,0.78,-3.69,0.63,-2.74,0,0.7,1,87.6,82.9,0.63,0.31,-0.05,1," R"," ."," S05ETS1.2H7"
29,1.65,2,605,341,0.1,0.9,-2.06,0.81,-1.59,-0.51,0.64,1,79.8,76.1,0.57,0.38,1.65,1," R"," ."," S05ESS3.1H14"
30,2.96,1,605,170,0.11,1.16,2.98,1.7,3.15,0,0.4,1,78.1,77.9,0.48,0.41,2.96,1," R"," ."," S05PHS1.1H14"
31,0.39,2,605,309,0.11,1.59,8.55,1.57,3.81,1.08,0.55,1,65.8,80.3,0.62,0.47,0.39,1," R"," ."," S05LFS1.1H8"
32,0.16,1,605,421,0.12,0.91,-1.42,0.71,-2.26,0,0.66,1,84.5,81.6,0.62,0.34,0.16,1," R"," ."," S05ESS2.1H16"
33,-0.32,2,605,376,0.13,1.33,4.24,1.29,1.57,1.04,0.68,1,77.9,84.6,0.63,0.38,-0.32,1," R"," ."," S05ETS1.1L2"
34,-0.37,1,605,457,0.13,0.8,-2.89,0.64,-2.24,0,0.69,1,87,84.9,0.63,0.3,-0.36,1," R"," ."," S05LFS1.1M29"
35,0.92,2,605,383,0.11,0.93,-1.34,0.88,-1.02,-0.28,0.62,1,81.5,77.9,0.6,0.38,0.92,1," R"," ."," S05PHS1.3M27"
36,0.16,1,605,421,0.12,0.82,-3.08,0.9,-0.65,0,0.68,1,85.1,81.6,0.62,0.32,0.16,1," R"," ."," S05ESS1.2H24"
37,1.69,2,605,296,0.1,1.13,2.65,1.05,0.41,-0.08,0.53,1,71,76.1,0.57,0.43,1.69,1," R"," ."," S05ESS3.1H24"
38,0.52,1,605,393,0.11,0.94,-1.13,0.97,-0.21,0,0.63,1,81.3,79.7,0.62,0.36,0.52,1," R"," ."," S05PHS1.4H22"
39,0.86,2,605,381,0.11,0.92,-1.62,0.81,-1.69,-0.19,0.63,1,80.1,78.1,0.61,0.37,0.86,1," R"," ."," S05LFS2.1M12"
40,2.07,2,605,199,0.1,1.41,7.7,1.42,2.56,0.56,0.36,1,62.9,75.8,0.55,0.48,2.07,1," R"," ."," S05ESS2.1M5"
41,-0.29,2,605,406,0.12,1.09,1.23,0.79,-1.21,0.64,0.7,1,81,84.4,0.63,0.35,-0.29,1," R"," ."," S05LFS1.1M20"
42,1.1,2,605,352,0.11,0.79,-4.34,0.67,-3.25,-0.1,0.67,1,83.4,77.3,0.6,0.35,1.1,1," R"," ."," S05LFS2.1M5"
43,1.05,2,605,367,0.11,1.03,0.53,0.86,-1.3,-0.22,0.6,1,73.6,77.4,0.6,0.4,1.05,1," R"," ."," S05PHS2.1H15"
44,-0.08,2,605,413,0.12,0.93,-1.05,0.73,-1.88,0.34,0.69,1,83.6,83.1,0.63,0.33,-0.08,1," R"," ."," S05LFS2.1L25"
45,0.66,2,605,334,0.11,1.21,3.65,1.16,1.29,0.53,0.58,1,72.7,79,0.61,0.42,0.66,1," R"," ."," S05ESS1.1H14"
46,1.87,2,605,309,0.1,0.82,-3.97,0.77,-1.84,-0.38,0.65,1,82.7,75.8,0.56,0.37,1.87,1," R"," ."," S05LFS1.1H32"
47,1.2,2,605,375,0.1,1.11,2.12,1.08,0.68,-0.45,0.56,1,74.6,77,0.59,0.42,1.2,1," R"," ."," S05PHS2.1L17"
48,2.68,2,605,309,0.11,1.16,3.15,1.18,1.04,-1.11,0.65,1,74.6,76.5,0.5,0.42,2.68,1," R"," ."," S05ESS3.1Lsample"
