"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PostHocDiscrim","Group","Model","ItemID"
28,1.05,2,159,97,0.22,1.16,1.34,1.04,0.24,0.04,0.62,1,72.2,78.4,0.82,1,"R ","S05PHS2.1H15"
29,0.17,2,159,113,0.25,0.96,-0.24,0.97,-0.03,0.06,0.68,1,85,83.1,1.04,1,"R ","S05ESS1.1L10"
30,0.17,2,159,113,0.25,0.88,-0.84,0.78,-0.74,0.06,0.7,1,85,83.1,1.13,1,"R ","S05ESS1.1M11"
31,0.66,2,159,104,0.23,1.24,1.85,1.2,0.85,0.07,0.61,1,74.4,80.4,0.72,1,"R ","S05ESS1.1H14"
32,-0.67,2,159,124,0.28,0.66,-2.18,0.58,-1.04,0.15,0.74,1,91.7,87.3,1.27,1,"R ","S05ESS2.1L25"
33,-0.25,2,159,119,0.26,1.01,0.12,0.99,0.1,0.09,0.68,1,85.7,85.4,1,1,"R ","S05ESS2.1Msample"
34,2.68,2,159,63,0.22,0.99,-0.03,0.89,-0.17,0.01,0.61,1,74.4,75.8,1.01,1,"R ","S05ESS3.1Lsample"
35,1.28,2,159,93,0.22,0.81,-1.8,0.99,0.05,0.01,0.69,1,86.5,77.5,1.23,1,"R ","S05ESS3.1M4"
36,1.18,2,159,95,0.22,1.27,2.3,1.34,1.42,0.01,0.58,1,69.9,77.9,0.6,1,"R ","S05ESS3.1H32"
37,-1.37,2,159,130,0.32,0.74,-1.33,0.87,-0.03,0.36,0.74,1,93.2,90.3,1.18,1,"R ","S05ETS1.2L1"
38,-0.66,2,159,123,0.28,0.88,-0.66,0.6,-0.96,0.21,0.72,1,88,87.3,1.13,1,"R ","S05ETS1.2M29"
39,-0.48,2,159,121,0.27,0.68,-2.14,0.38,-2.01,0.18,0.76,1,91,86.5,1.31,1,"R ","S05ETS1.2H24"
40,0.84,2,159,101,0.23,1.09,0.74,0.94,-0.17,0.05,0.65,1,76.7,79.5,0.92,1,"R ","S05ETS1.1M3"
41,0.17,2,159,113,0.25,0.94,-0.36,0.73,-0.96,0.06,0.69,1,82,83.1,1.1,1,"R ","S05ETS1.1H23"
6,-0.98,2,145,120,0.31,0.87,-0.65,0.94,0.08,0.34,0.67,1,90.2,89.7,1.1,1,"R ","S05PHS3.1L9"
7,0.27,2,145,110,0.25,1,0.03,1.23,0.83,-0.15,0.6,1,84.1,83.7,0.96,1,"R ","S05PHS3.1M12"
8,1.66,2,145,86,0.22,1.51,4.23,2.37,4.08,-0.2,0.42,1,68.2,76.7,0.03,1,"R ","S05PHS3.1H6"
9,-0.51,2,145,125,0.29,1.14,0.82,0.8,-0.36,-0.6,0.5,1,82.6,87.5,0.93,1,"R ","S05ESS1.1L18"
10,0.11,2,145,109,0.26,1.05,0.4,1.37,1.16,0.07,0.6,1,84.1,84.6,0.9,1,"R ","S05ESS1.1M29"
11,-1.45,2,145,129,0.34,0.91,-0.33,0.38,-0.93,-0.1,0.59,1,89.4,91.6,1.13,1,"R ","S05LFS2.1L9"
12,-1.35,2,145,129,0.34,0.74,-1.27,0.51,-0.69,-0.2,0.61,1,92.4,91.2,1.2,1,"R ","S05LFS2.1M13"
13,-0.23,2,145,116,0.27,0.83,-1.06,0.51,-1.47,-0.08,0.67,1,86.4,86.2,1.2,1,"R ","S05LFS2.1H32"
14,-0.3,2,145,117,0.28,0.77,-1.45,0.45,-1.66,-0.09,0.68,1,89.4,86.5,1.24,1,"R ","S05LFS1.1L1"
15,0.39,2,145,106,0.25,1.24,1.66,1.33,1.14,-0.01,0.55,1,77.3,83,0.73,1,"R ","S05LFS1.1H8"
16,-0.95,2,145,125,0.31,0.86,-0.71,0.61,-0.66,-0.15,0.61,1,90.2,89.6,1.13,1,"R ","S05LFS2.1Msample"
17,0.16,2,145,110,0.26,1.12,0.86,0.93,-0.14,-0.04,0.59,1,79.5,84.3,0.92,1,"R ","S05LFS1.1L3"
18,-0.72,2,145,120,0.3,0.66,-2.01,0.44,-1.34,0.08,0.7,1,92.4,88.5,1.27,1,"R ","S05LFS1.1M4"
19,-0.63,2,145,119,0.29,0.85,-0.81,0.54,-1.06,0.07,0.66,1,89.4,88.1,1.15,1,"R ","S05LFS1.1H31"
20,0.29,2,145,107,0.25,0.9,-0.65,0.78,-0.71,0.02,0.66,1,83.3,83.6,1.12,1,"R ","S05PHS3.1L26"
21,-0.12,2,145,112,0.27,0.85,-0.94,0.7,-0.84,0.1,0.68,1,89.4,85.6,1.15,1,"R ","S05PHS3.1M03"
22,0.41,2,145,104,0.25,0.83,-1.3,0.61,-1.52,0.08,0.7,1,86.4,82.9,1.22,1,"R ","S05PHS3.1H16"
23,-0.31,2,145,114,0.28,0.89,-0.62,0.57,-1.19,0.15,0.68,1,87.1,86.6,1.14,1,"R ","S05PHS1.3L18"
24,0.59,2,145,102,0.24,0.8,-1.56,0.74,-0.99,0.02,0.69,1,86.4,81.7,1.22,1,"R ","S05PHS1.3M20"
25,0.48,2,145,103,0.24,1.16,1.2,1.1,0.43,0.07,0.59,1,78,82.5,0.84,1,"R ","S05PHS1.3H7"
26,0.76,2,145,99,0.24,0.9,-0.76,0.77,-0.89,0.02,0.67,1,83.3,80.7,1.14,1,"R ","S05PHS2.1L10"
27,0.54,2,145,102,0.24,0.95,-0.32,0.78,-0.82,0.07,0.66,1,81.8,82.1,1.09,1,"R ","S05PHS2.1M12"
28,-0.58,2,145,118,0.29,0.74,-1.53,0.44,-1.46,0.11,0.7,1,90.2,87.8,1.24,1,"R ","S05ESS2.1L17"
29,2.07,2,145,74,0.22,1.4,3.52,1.39,1.29,-0.04,0.49,1,64.4,76.4,0.33,1,"R ","S05ESS2.1M5"
30,1.09,2,145,93,0.23,1.31,2.49,1.29,1.2,0.01,0.53,1,70.5,78.7,0.59,1,"R ","S05ESS2.1H30"
31,-0.74,2,145,120,0.3,0.81,-1.01,0.49,-1.13,0.1,0.67,1,90.9,88.6,1.17,1,"R ","S05ESS2.2M3"
32,1.74,2,145,80,0.22,0.91,-0.86,0.78,-0.84,0.01,0.66,1,75.8,76.6,1.17,1,"R ","S05ESS3.1L17"
33,0.65,2,145,101,0.24,0.75,-2.09,0.54,-2.09,0.02,0.72,1,85.6,81.4,1.32,1,"R ","S05ESS3.1M21"
34,1.69,2,145,81,0.22,1.29,2.55,1.26,1.05,0.01,0.53,1,67.4,76.7,0.55,1,"R ","S05ESS3.1H24"
35,-0.89,2,145,121,0.31,0.89,-0.53,0.6,-0.72,0.16,0.65,1,91.7,89.3,1.11,1,"R ","S05ETS1.2L2"
36,-0.89,2,145,121,0.31,0.79,-1.1,0.46,-1.12,0.16,0.68,1,91.7,89.3,1.18,1,"R ","S05ETS1.2M27"
37,0.53,2,145,103,0.24,0.98,-0.1,1.03,0.18,0.02,0.64,1,81.1,82.1,1.02,1,"R ","S05ETS1.2H32"
38,-0.32,2,145,115,0.28,1,0.06,0.79,-0.44,0.08,0.63,1,84.8,86.6,1.03,1,"R ","S05ETS1.1L2"
39,-0.01,2,145,111,0.26,1.3,1.83,1.42,1.21,0.05,0.54,1,77.3,85.1,0.73,1,"R ","S05ETS1.1M30"
40,0.47,2,145,104,0.25,1.25,1.77,1.04,0.23,0.03,0.57,1,75.8,82.6,0.78,1,"R ","S05ETS1.1H24"
6,-0.82,2,146,112,0.29,0.98,-0.07,0.58,-0.96,0.3,0.71,1,83.9,86.7,1.08,1,"R ","S05LFS2.1L1"
7,-0.86,2,146,116,0.29,0.81,-1.17,0.61,-0.83,0.02,0.71,1,88.7,87,1.19,1,"R ","S05LFS2.1M28"
8,-0.21,2,146,108,0.26,1.46,2.76,1.54,1.52,-0.02,0.56,1,75,83.5,0.54,1,"R ","S05LFS2.1H16"
9,1.09,2,146,96,0.23,1.48,3.5,2.03,3.77,-0.52,0.51,1,66.1,78.9,0.27,1,"R ","S05ESS3.1L1"
10,0.43,2,146,98,0.25,1.19,1.36,1.03,0.22,-0.01,0.62,1,74.2,81.5,0.82,1,"R ","S05ESS3.1M28"
11,1.65,2,146,81,0.22,1.11,0.99,1.47,1.8,-0.28,0.6,1,75,76.1,0.77,1,"R ","S05ESS3.1H14"
12,-0.83,2,146,117,0.29,1.11,0.67,1.02,0.2,-0.11,0.64,1,83.1,86.8,0.95,1,"R ","S05LFS2.1L10"
13,-0.59,2,146,115,0.28,0.74,-1.76,0.41,-1.79,-0.18,0.72,1,86.3,85.4,1.29,1,"R ","S05LFS2.1M14"
14,-0.15,2,146,109,0.26,0.54,-3.77,0.3,-2.96,-0.15,0.77,1,90.3,83.3,1.49,1,"R ","S05LFS1.1L10"
15,-0.29,2,146,111,0.27,1.23,1.5,0.99,0.08,-0.16,0.62,1,79,83.9,0.82,1,"R ","S05LFS1.1M20"
16,-1.01,2,146,120,0.3,0.76,-1.46,0.5,-1.07,-0.21,0.71,1,91.1,87.8,1.23,1,"R ","S05LFS1.1H14"
17,-1.3,2,146,123,0.32,0.63,-2.2,0.38,-1.24,-0.24,0.72,1,94.4,89.3,1.3,1,"R ","S05LFS2.1L17"
18,0.18,2,146,104,0.25,1.03,0.26,0.83,-0.57,-0.13,0.66,1,78.2,82.2,1.01,1,"R ","S05LFS2.1M30"
19,-0.57,2,146,111,0.28,0.88,-0.75,0.75,-0.57,0.13,0.71,1,84.7,85.3,1.12,1,"R ","S05LFS2.1H23"
20,-0.24,2,146,107,0.27,0.8,-1.37,1.23,0.74,0.09,0.71,1,87.1,83.6,1.15,1,"R ","S05LFS1.1M5"
21,1.87,2,146,71,0.22,1.09,0.88,0.98,0,-0.01,0.6,1,70.2,75.3,0.88,1,"R ","S05LFS1.1H32"
22,-0.9,2,146,113,0.3,0.9,-0.58,1.13,0.41,0.3,0.71,1,86.3,87.2,1.08,1,"R ","S05PHS1.3L17"
23,0.92,2,146,89,0.23,0.96,-0.28,1.04,0.23,0.01,0.66,1,81.5,79.7,1.03,1,"R ","S05PHS1.3M27"
24,0.92,2,146,89,0.23,1.15,1.19,1.24,1.08,0.01,0.61,1,73.4,79.7,0.8,1,"R ","S05PHS1.3H16"
25,1.2,2,146,84,0.23,1.1,0.88,1.12,0.59,0,0.62,1,76.6,78.4,0.85,1,"R ","S05PHS2.1L17"
26,-0.19,2,146,106,0.26,0.99,-0.02,1.01,0.14,0.1,0.68,1,84.7,83.4,1,1,"R ","S05PHS2.1H7"
27,-0.7,2,146,112,0.29,0.84,-0.96,0.62,-0.9,0.18,0.72,1,87.1,86,1.16,1,"R ","S05ESS2.1L2"
28,-0.7,2,146,112,0.29,0.76,-1.57,0.59,-1.01,0.18,0.74,1,87.1,86,1.24,1,"R ","S05ESS2.1M12"
29,-0.19,2,146,106,0.26,0.9,-0.69,0.77,-0.67,0.1,0.71,1,83.1,83.4,1.13,1,"R ","S05ESS2.1H8"
30,-0.7,2,146,111,0.29,0.84,-1.02,0.91,-0.07,0.26,0.72,1,87.9,86,1.14,1,"R ","S05ESS2.2L9"
31,-0.52,2,146,110,0.28,0.84,-1.02,0.58,-1.15,0.15,0.72,1,87.1,85,1.18,1,"R ","S05ESS2.2M5"
32,0.03,2,146,103,0.26,1.1,0.75,1.03,0.2,0.08,0.65,1,77.4,82.7,0.91,1,"R ","S05ESS2.2H15"
33,1.57,2,146,77,0.22,1.21,1.83,1.19,0.84,-0.01,0.58,1,67.7,76.6,0.68,1,"R ","S05ESS3.1L18"
34,0.57,2,146,95,0.24,0.89,-0.78,0.77,-1,0.03,0.69,1,83.1,81,1.15,1,"R ","S05ESS3.1M29"
35,-1,2,146,114,0.3,0.97,-0.13,0.64,-0.66,0.33,0.71,1,86.3,87.8,1.07,1,"R ","S05ETS1.2M21"
36,-0.89,2,146,113,0.29,0.92,-0.4,0.66,-0.67,0.3,0.72,1,86.3,87.2,1.09,1,"R ","S05ETS1.2H15"
37,0.69,2,146,93,0.24,1.2,1.48,1.23,1.03,0.03,0.61,1,73.4,80.6,0.77,1,"R ","S05ETS1.1M29"
7,-0.45,2,153,122,0.29,0.69,-2.09,0.44,-1.66,-0.14,0.75,1,91,84.5,1.32,1,"R ","S05ESS2.1L18"
8,-1.4,2,153,133,0.35,0.97,-0.06,2.08,1.49,-0.41,0.65,1,91.9,89.9,0.95,1,"R ","S05ESS2.1M13"
9,-0.62,2,153,128,0.3,1.02,0.18,1.3,0.77,-0.57,0.66,1,82.9,85.2,0.98,1,"R ","S05ESS2.1H7"
10,0.33,2,153,109,0.26,1.08,0.58,1.27,0.98,0.1,0.68,1,82,82.6,0.87,1,"R ","S05PHS2.1L3"
11,0.53,2,153,106,0.26,1.2,1.31,1.38,1.36,0.09,0.66,1,79.3,82.1,0.74,1,"R ","S05PHS2.1M20"
12,1.48,2,153,89,0.24,1.27,2.17,1.47,1.63,0.16,0.62,1,72.1,77.1,0.53,1,"R ","S05PHS2.1H14"
13,-0.27,2,153,120,0.28,0.7,-2.04,0.61,-1.11,-0.14,0.75,1,91.9,83.9,1.29,1,"R ","S05LFS2.1L18"
14,-0.36,2,153,121,0.29,0.66,-2.39,0.4,-1.95,-0.14,0.76,1,91,84.2,1.36,1,"R ","S05LFS2.1M4"
15,-0.6,2,153,123,0.3,0.77,-1.45,0.39,-1.71,-0.07,0.74,1,87.4,85,1.27,1,"R ","S05LFS2.1H7"
16,-1.33,2,153,130,0.34,0.87,-0.64,0.54,-0.67,-0.06,0.71,1,90.1,89.5,1.14,1,"R ","S05LFS1.1L17"
17,0.19,2,153,114,0.27,1.3,1.84,1.02,0.17,-0.12,0.65,1,74.8,83,0.75,1,"R ","S05LFS1.1M21"
18,-0.9,2,153,127,0.31,0.71,-1.82,0.31,-1.74,-0.16,0.74,1,91.9,86.8,1.31,1,"R ","S05LFS1.1L2"
19,-0.04,2,153,117,0.28,0.82,-1.14,0.68,-0.97,-0.13,0.73,1,86.5,83.3,1.2,1,"R ","S05LFS1.1M28"
20,-0.31,2,153,119,0.29,0.79,-1.41,1.01,0.16,-0.01,0.73,1,91,84,1.18,1,"R ","S05PHS3.1L18"
21,-0.14,2,153,116,0.28,0.75,-1.7,0.69,-0.89,0.05,0.75,1,89.2,83.5,1.24,1,"R ","S05PHS3.1M28"
22,0.62,2,153,106,0.26,1.15,1.03,1.15,0.64,0,0.67,1,79.3,81.8,0.83,1,"R ","S05PHS3.1H24"
23,-0.89,2,153,123,0.31,0.92,-0.39,0.68,-0.56,0.23,0.73,1,88.3,86.7,1.1,1,"R ","S05PHS1.3L25"
24,0.13,2,153,113,0.27,0.71,-2.05,0.48,-2.01,0.01,0.76,1,88.3,83.1,1.33,1,"R ","S05PHS1.3M4"
25,0.78,2,153,104,0.25,1.29,1.89,1.27,1.09,-0.02,0.64,1,76.6,81.2,0.67,1,"R ","S05PHS1.3H24"
26,-0.46,2,153,119,0.29,0.8,-1.3,0.55,-1.21,0.14,0.75,1,90.1,84.5,1.22,1,"R ","S05PHS1.3M5"
27,0.39,2,153,107,0.26,1.15,0.98,1.29,1.05,0.17,0.67,1,80.2,82.5,0.8,1,"R ","S05PHS1.3H30"
28,-0.46,2,153,119,0.29,0.77,-1.5,0.47,-1.52,0.14,0.76,1,86.5,84.5,1.26,1,"R ","S05ESS1.1L19"
29,-0.01,2,153,114,0.28,0.79,-1.42,0.85,-0.37,0.08,0.74,1,85.6,83.3,1.21,1,"R ","S05ESS1.1M20"
30,-0.27,2,153,117,0.28,1.06,0.44,0.87,-0.25,0.11,0.7,1,80.2,83.9,0.97,1,"R ","S05ESS2.1L1"
31,-0.27,2,153,117,0.28,0.8,-1.31,0.5,-1.57,0.11,0.75,1,87.4,83.9,1.24,1,"R ","S05ESS2.1M20"
32,0.39,2,153,109,0.26,1.11,0.77,1.16,0.64,0.04,0.68,1,80.2,82.5,0.87,1,"R ","S05ESS2.1H15"
33,-0.27,2,153,116,0.28,0.65,-2.49,0.46,-1.76,0.19,0.78,1,90.1,83.9,1.36,1,"R ","S05ESS2.2L2"
34,-0.56,2,153,120,0.3,1.03,0.26,0.8,-0.37,0.15,0.71,1,79.3,84.8,1.01,1,"R ","S05ETS1.2M20"
35,0.15,2,153,112,0.27,1.11,0.74,1.07,0.31,0.06,0.68,1,82,83.1,0.89,1,"R ","S05ETS1.1L17"
36,0.25,2,153,110,0.27,1.16,1.02,1.08,0.37,0.11,0.68,1,78.4,82.8,0.87,1,"R ","S05ETS1.1M20"
37,-0.73,2,153,121,0.3,0.91,-0.48,0.7,-0.57,0.24,0.73,1,85.6,85.8,1.11,1,"R ","S05ETS1.1H31"
12,-0.08,2,161,123,0.28,0.99,0.01,0.66,-0.91,-0.07,0.72,1,86.5,85.8,1.05,1,"R ","S05LFS2.1L25"
13,0.08,2,161,121,0.27,1.45,2.52,1.25,0.79,-0.07,0.64,1,77.8,85.5,0.63,1,"R ","S05LFS2.1M29"
14,-0.77,2,161,130,0.3,0.93,-0.35,0.55,-0.85,0.03,0.73,1,90.5,87.6,1.1,1,"R ","S05LFS2.1H8"
15,0.23,2,161,119,0.27,0.85,-0.89,0.99,0.07,-0.07,0.74,1,88.1,85.2,1.11,1,"R ","S05LFS1.1L19"
16,-0.24,2,161,125,0.28,0.91,-0.51,0.95,0.01,-0.07,0.73,1,87.3,86.1,1.07,1,"R ","S05LFS1.1H23"
17,0.15,2,161,120,0.27,0.79,-1.38,0.6,-1.3,-0.07,0.76,1,89.7,85.3,1.22,1,"R ","S05LFS2.1M20"
18,-0.57,2,161,128,0.3,0.98,-0.1,0.64,-0.71,0.01,0.73,1,82.5,86.9,1.08,1,"R ","S05LFS2.1H24"
19,-0.86,2,161,131,0.31,1.02,0.19,1.4,0.83,0.02,0.71,1,85.7,87.9,0.99,1,"R ","S05LFS1.1L26"
20,-0.48,2,161,127,0.29,0.53,-3.46,0.24,-2.33,0,0.8,1,92.9,86.6,1.44,1,"R ","S05LFS1.1M6"
21,-0.21,2,161,123,0.28,0.78,-1.43,0.48,-1.48,0.06,0.77,1,88.9,86.1,1.23,1,"R ","S05LFS1.1H16"
22,-0.04,2,161,121,0.28,0.72,-1.89,0.85,-0.32,0.05,0.77,1,90.5,85.8,1.24,1,"R ","S05PHS3.1L10"
23,0.12,2,161,119,0.27,0.68,-2.18,0.58,-1.34,0.04,0.78,1,92.1,85.4,1.29,1,"R ","S05PHS3.1M19"
24,0.77,2,161,110,0.26,1.14,0.92,1.24,0.95,0.01,0.68,1,83.3,84,0.85,1,"R ","S05PHS3.1H15"
25,-0.38,2,161,125,0.29,0.76,-1.54,0.44,-1.49,0.07,0.77,1,87.3,86.3,1.25,1,"R ","S05PHS1.1L25"
26,0.2,2,161,118,0.27,0.97,-0.16,0.79,-0.57,0.04,0.73,1,84.9,85.2,1.05,1,"R ","S05PHS2.1L25"
27,0.27,2,161,117,0.27,1.03,0.24,0.88,-0.27,0.03,0.72,1,83.3,85.1,0.99,1,"R ","S05PHS2.1M29"
28,0.04,2,161,120,0.28,0.77,-1.49,0.6,-1.22,0.05,0.77,1,88.1,85.6,1.23,1,"R ","S05ESS1.1L25"
29,0.7,2,161,110,0.26,1.23,1.39,1.27,1.02,0.08,0.67,1,81.7,84.2,0.78,1,"R ","S05ESS1.1M28"
30,-0.39,2,161,125,0.29,0.59,-2.92,0.27,-2.27,0.09,0.8,1,92.1,86.4,1.4,1,"R ","S05ESS2.2L10"
31,-0.77,2,161,129,0.3,1,0.08,0.55,-0.83,0.12,0.73,1,84.9,87.6,1.06,1,"R ","S05ESS2.2M14"
32,1.35,2,161,100,0.24,0.99,-0.02,1.21,0.94,0.05,0.69,1,83.3,81.4,0.96,1,"R ","S05ESS3.1L25"
33,0.7,2,161,111,0.26,1.06,0.41,0.9,-0.3,0.02,0.71,1,84.1,84.2,0.97,1,"R ","S05ESS3.1H7"
34,-0.67,2,161,128,0.3,0.65,-2.44,0.31,-1.74,0.11,0.78,1,93.7,87.2,1.35,1,"R ","S05ETS1.2L26"
35,-1.44,2,161,135,0.34,0.86,-0.74,0.78,-0.07,0.22,0.74,1,90.5,90.3,1.12,1,"R ","S05ETS1.2M13"
36,-0.67,2,161,128,0.3,0.62,-2.61,0.4,-1.4,0.11,0.78,1,92.1,87.2,1.34,1,"R ","S05ETS1.2H31"
37,1.16,2,161,104,0.25,1.18,1.23,1.08,0.42,0,0.67,1,76.2,82.4,0.84,1,"R ","S05ETS1.1M19"
38,1.57,2,161,97,0.24,1.27,1.97,1.25,1.1,0,0.64,1,74.6,80.2,0.68,1,"R ","S05ETS1.1H32"
