"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
14,0.11,2,578,991,0.13,1.22,2.77,1.36,1.74,0.4,0.61,1,81.3,84.5,0.63,0.37,0.11,1," R"," ."," S11LFS3.2H9"
15,0.14,2,578,1011,0.13,1.23,2.94,1.28,1.41,0.05,0.58,1,78,84.3,0.63,0.37,0.14,1," R"," ."," S11ESS3.1H10"
16,1.02,1,578,954,0.12,1.02,0.36,0.9,-0.81,0,0.62,1,79,79.7,0.62,0.38,1.03,1," R"," ."," S11ESS2.1H20"
17,0.17,2,578,1023,0.13,0.71,-4.52,0.47,-3.54,-0.19,0.7,1,88.3,84.2,0.63,0.28,0.17,1," R"," ."," S11LFS1.2H10"
18,0.2,1,578,1010,0.13,0.79,-3.06,0.64,-2.21,0,0.69,1,87.7,84,0.63,0.3,0.2,1," R"," ."," S11ETS1.1MSAMPLE"
19,0.2,2,578,1019,0.13,0.76,-3.7,0.78,-1.25,-0.15,0.68,1,89,84,0.63,0.29,0.2,1," R"," ."," S11PHS3.4H15"
20,0.55,1,578,988,0.12,1.3,4.14,1.18,1.14,0,0.55,1,75.2,82.2,0.63,0.41,0.55,1," R"," ."," S11LFS1.7H20"
21,0.31,2,578,965,0.13,1.16,2.26,1.16,0.95,0.57,0.65,1,79.5,83.4,0.63,0.37,0.31,1," R"," ."," S11PHS4.1L11"
22,-0.44,1,578,1045,0.14,0.9,-1.13,1.31,1.19,0,0.65,1,89,87.6,0.63,0.29,-0.44,1," R"," ."," S11ETS1.1M7"
23,0.33,2,578,1034,0.13,0.67,-5.35,0.46,-3.92,-0.56,0.69,1,90.3,83.3,0.63,0.28,0.33,1," R"," ."," S11PHS1.7L1"
24,2.98,1,578,791,0.11,1.22,3.96,1.38,2.22,0,0.48,1,70.6,76.8,0.55,0.44,2.98,1," R"," ."," S11PHS1.2M03"
25,0.44,2,578,1006,0.12,0.75,-4.06,0.57,-3.1,-0.17,0.69,1,87.9,82.7,0.63,0.3,0.44,1," R"," ."," S11LFS2.2L1"
26,0.68,1,578,979,0.12,1.07,1.14,1.1,0.73,0,0.6,1,80.3,81.5,0.63,0.38,0.68,1," R"," ."," S11LFS1.2H5"
27,0.56,2,578,957,0.12,0.98,-0.33,0.94,-0.33,0.43,0.67,1,81.8,82.1,0.63,0.35,0.56,1," R"," ."," S11ESS3.1L1"
28,0.28,1,578,1005,0.13,0.73,-4.16,0.55,-3.04,0,0.71,1,88.1,83.6,0.63,0.29,0.29,1," R"," ."," S11ESS3.4M3"
29,0.57,2,578,960,0.12,1.13,1.86,1.25,1.56,0.38,0.63,1,78.2,82,0.63,0.38,0.57,1," R"," ."," S11LFS4.3L1"
30,0.49,1,578,992,0.12,0.79,-3.31,0.6,-2.86,0,0.69,1,84.8,82.5,0.63,0.31,0.49,1," R"," ."," S11ETS1.1M12"
31,0.65,2,578,947,0.12,1.06,0.99,1.05,0.36,0.47,0.65,1,79.9,81.6,0.63,0.37,0.65,1," R"," ."," S11ESS3.1L16"
32,1.06,1,578,951,0.11,1.3,4.7,1.21,1.66,0,0.54,1,71.6,79.5,0.62,0.43,1.06,1," R"," ."," S11LFS2.2HSAMPLE"
33,0.68,2,578,988,0.12,1.26,3.84,1.16,1.09,-0.13,0.55,1,74.1,81.4,0.63,0.41,0.68,1," R"," ."," S11LFS4.4H15"
34,1.9,1,578,883,0.11,1.24,4.36,1.39,3.13,0,0.52,1,71.8,76.3,0.6,0.45,1.9,1," R"," ."," S11ESS2.5M13"
35,0.73,2,578,999,0.12,1.18,2.77,1.06,0.48,-0.35,0.56,1,76.1,81.2,0.63,0.4,0.73,1," R"," ."," S11PHS1.3H14"
36,1.95,1,578,879,0.11,0.98,-0.37,0.96,-0.34,0,0.6,1,77.5,76.3,0.6,0.4,1.95,1," R"," ."," S11ESS3.4H5"
37,0.86,2,578,969,0.12,1.08,1.23,1.09,0.67,-0.04,0.6,1,79.5,80.5,0.62,0.38,0.86,1," R"," ."," S11ESS1.4L2"
38,2.54,1,578,828,0.11,1.8,9.9,2.76,9.18,0,0.29,1,56.4,75.9,0.57,0.54,2.54,1," R"," ."," S11PHS1.7H20"
39,1.7,2,578,922,0.11,1.44,7.31,1.62,4.75,-0.26,0.47,1,65.3,76.8,0.61,0.48,1.7,1," R"," ."," S11ESS3.4H10"
40,0.55,1,578,988,0.12,0.84,-2.61,0.61,-2.92,0,0.68,1,84.7,82.2,0.63,0.33,0.55,1," R"," ."," S11LFS4.3M8"
41,0.65,1,578,981,0.12,0.85,-2.44,0.69,-2.31,0,0.67,1,85.6,81.6,0.63,0.33,0.65,1," R"," ."," S11ESS1.4H15"
42,1.22,2,578,912,0.11,0.92,-1.49,0.71,-2.74,0.34,0.67,1,78.6,78.7,0.62,0.37,1.22,1," R"," ."," S11ESS2.5L2"
43,1.39,2,578,924,0.11,1,0.09,1,0.01,0.02,0.61,1,77.1,78,0.61,0.39,1.39,1," R"," ."," S11PHS2.1M12"
44,0.39,1,578,998,0.12,0.83,-2.6,0.74,-1.67,0,0.68,1,87.3,83,0.63,0.32,0.4,1," R"," ."," S11PHS1.3H15"
45,1.41,2,578,925,0.11,0.93,-1.2,0.77,-2.15,-0.01,0.64,1,78.4,77.9,0.61,0.38,1.41,1," R"," ."," S11LFS2.2H9"
46,1.55,2,578,926,0.11,0.94,-1.06,0.87,-1.16,-0.16,0.63,1,78,77.3,0.61,0.38,1.55,1," R"," ."," S11LFS2.2H20"
47,1.56,2,578,959,0.11,0.86,-2.8,0.69,-3.07,-0.59,0.66,1,78.6,77.3,0.61,0.36,1.56,1," R"," ."," S11LFS3.2H5"
48,0.62,1,578,983,0.12,0.96,-0.67,0.82,-1.25,0,0.65,1,81.8,81.8,0.63,0.35,0.62,1," R"," ."," S11PHS2.1L6"
