"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
23,0.66,2,496,340,0.14,0.97,-0.34,1.12,0.67,0.19,0.69,1,85.4,82.9,0.68,0.34,0.66,1," R"," ."," E11RI5H12"
24,1.39,1,496,310,0.13,0.7,-4.79,0.59,-2.92,0,0.74,1,87.6,80.2,0.67,0.31,1.39,1," R"," ."," E11WR4HSAMPLE"
25,0.66,2,496,329,0.14,1.31,3.67,1.22,1.2,0.39,0.64,1,75.4,82.9,0.68,0.4,0.66,1," R"," ."," E11RI1H11"
26,-0.03,1,496,381,0.15,0.71,-3.74,0.41,-3.05,0,0.75,1,89.5,85.5,0.68,0.27,-0.02,1," R"," ."," E11RL1H12"
27,0.7,2,496,349,0.14,1.13,1.65,0.9,-0.5,-0.03,0.66,1,77.9,82.8,0.68,0.37,0.7,1," R"," ."," E11RI9H12"
28,1.42,1,496,308,0.13,1,0.03,0.92,-0.45,0,0.67,1,78.3,80.1,0.67,0.38,1.42,1," R"," ."," E11RI4M08"
29,0.7,2,496,360,0.14,0.98,-0.23,1,0.06,-0.25,0.67,1,82.5,82.8,0.68,0.35,0.7,1," R"," ."," E11RL3M06"
30,1.64,1,496,295,0.13,1.5,6.53,1.75,3.69,0,0.55,1,68.4,79.3,0.66,0.47,1.64,1," R"," ."," E11RI4H12"
31,0.76,2,496,359,0.14,0.78,-3.13,0.7,-1.86,-0.29,0.72,1,85.6,82.6,0.68,0.31,0.76,1," R"," ."," E11RI3H12"
32,0.69,1,496,348,0.14,0.89,-1.44,0.68,-1.92,0,0.71,1,83.5,82.8,0.68,0.33,0.69,1," R"," ."," E11RL2H11"
33,0.89,2,496,359,0.14,0.9,-1.34,0.68,-2.04,-0.42,0.7,1,83,82.1,0.68,0.34,0.89,1," R"," ."," E11WR1M07"
34,1.34,1,496,313,0.13,0.73,-4.14,0.64,-2.47,0,0.73,1,86.4,80.4,0.67,0.32,1.34,1," R"," ."," E11WR4H13"
35,0.88,2,496,336,0.14,0.97,-0.39,0.85,-0.89,0.04,0.69,1,83.7,82.1,0.68,0.35,0.88,1," R"," ."," E11RL6H10"
36,0.57,1,496,354,0.14,0.9,-1.29,0.99,0,0,0.7,1,85.2,83.2,0.68,0.33,0.57,1," R"," ."," E11RI1H10"
37,0.92,2,496,319,0.14,1.3,3.71,1.25,1.4,0.31,0.63,1,76.2,82,0.68,0.41,0.92,1," R"," ."," E11WR5M07"
38,0.88,1,496,338,0.14,0.83,-2.45,0.62,-2.5,0,0.72,1,85.6,82.1,0.68,0.33,0.88,1," R"," ."," E11RL6MSAMPLE"
39,0.96,2,496,335,0.14,0.85,-2.13,0.64,-2.37,-0.02,0.71,1,83.9,81.8,0.68,0.33,0.96,1," R"," ."," E11LA4H12"
40,0.56,2,496,338,0.14,0.72,-3.88,0.54,-2.86,0.32,0.76,1,90,83.3,0.68,0.29,0.56,1," R"," ."," E11WR4H12"
41,1.12,2,496,330,0.13,1.24,3.08,1.34,1.9,-0.08,0.62,1,75.2,81.2,0.67,0.41,1.12,1," R"," ."," E11LA1M05"
42,1.14,2,496,339,0.13,0.96,-0.52,0.74,-1.69,-0.27,0.69,1,79.3,81.1,0.67,0.36,1.14,1," R"," ."," E11WR2H11"
43,1.15,2,496,324,0.13,1,-0.02,0.92,-0.41,-0.01,0.68,1,81,81.1,0.67,0.37,1.15,1," R"," ."," E11RL6H12"
44,1.35,2,496,313,0.13,1.06,0.89,0.9,-0.61,-0.01,0.66,1,78.6,80.3,0.67,0.39,1.35,1," R"," ."," E11LA1H10"
45,1.17,2,496,349,0.13,0.91,-1.31,0.79,-1.31,-0.49,0.69,1,83.2,81,0.67,0.35,1.17,1," R"," ."," E11RL6L04"
46,1.46,2,496,327,0.13,0.93,-1.01,0.8,-1.25,-0.36,0.69,1,81.5,79.9,0.67,0.36,1.46,1," R"," ."," E11WR1H12"
47,0.86,2,496,327,0.14,0.69,-4.68,0.49,-3.59,0.23,0.75,1,88.3,82.2,0.68,0.3,0.86,1," R"," ."," E11WR4H11"
48,1.6,2,496,291,0.13,1.08,1.14,1.03,0.24,0.11,0.65,1,79.6,79.5,0.67,0.4,1.6,1," R"," ."," E11RL4H09"
