"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PostHocDiscrim","Group","Model","ItemID"
1,0.46,2,237,196,0.25,1.29,1.8,1.16,0.6,-0.05,0.64,1,81.1,86.1,0.79,1,"R ","E06RI9L02"
2,-1.31,2,237,214,0.37,0.98,-0.02,0.51,-0.59,0.19,0.71,1,94.3,93.8,1.04,1,"R ","E06RI9M08"
3,-0.24,2,237,200,0.29,1.07,0.44,1.11,0.38,0.37,0.72,1,88.1,89.8,0.95,1,"R ","E06RI9H09"
4,-1.27,2,237,215,0.36,1.12,0.57,0.68,-0.28,0.01,0.68,1,93.7,93.7,0.96,1,"R ","E06RL3L04"
5,0.62,2,237,195,0.24,1.26,1.69,1.25,0.96,-0.16,0.63,1,81.8,85.2,0.78,1,"R ","E06RL3M08"
6,1.64,2,237,175,0.21,1.55,4.28,2.27,5.05,-0.14,0.53,1,63.5,79.4,0.21,1,"R ","E06RL3H12"
13,-1.38,2,237,215,0.37,0.85,-0.54,0.57,-0.44,0.12,0.72,1,95,94.1,1.09,1,"R ","E06WR5L01"
14,-0.43,2,237,207,0.3,0.65,-2.07,0.28,-2.1,0.02,0.77,1,93.1,90.7,1.28,1,"R ","E06WR5M05"
15,0.51,2,237,194,0.25,1.38,2.33,1.47,1.54,0.02,0.62,1,78.6,85.8,0.67,1,"R ","E06WR5H12"
16,0.05,2,237,201,0.27,0.87,-0.77,0.81,-0.45,0.02,0.72,1,89.9,88.3,1.1,1,"R ","E06RI6L01"
17,0.28,2,237,197,0.26,1.15,0.96,0.99,0.08,0.05,0.68,1,82.4,87,0.92,1,"R ","E06RI6M06"
18,1.47,2,237,175,0.21,1.08,0.72,1,0.07,0.02,0.67,1,78,80.5,0.93,1,"R ","E06RI6H10"
19,0.52,2,237,193,0.25,1.03,0.28,0.92,-0.18,0.06,0.7,1,84.3,85.8,0.99,1,"R ","E06RL2M06"
20,1.09,2,237,183,0.22,0.78,-1.8,0.74,-1.24,0.03,0.74,1,89.3,82.7,1.22,1,"R ","E06RL2H12"
21,0.93,2,237,186,0.23,0.79,-1.62,0.76,-1.06,0.04,0.74,1,87.4,83.6,1.2,1,"R ","E06LA4M06"
22,0.99,2,237,185,0.23,0.8,-1.58,0.87,-0.51,0.04,0.73,1,88.1,83.3,1.18,1,"R ","E06LA4H09"
23,-0.01,2,237,201,0.27,0.86,-0.79,0.79,-0.5,0.08,0.73,1,89.9,88.6,1.12,1,"R ","E06RI1M07"
24,1.88,2,237,165,0.2,1.08,0.78,1.07,0.41,0.03,0.66,1,78,77.8,0.89,1,"R ","E06RI1H12"
25,0.6,2,237,192,0.24,0.78,-1.57,0.89,-0.32,0.05,0.74,1,89.9,85.4,1.16,1,"R ","E06RL1H10"
26,1.37,2,237,177,0.21,1,0.05,1.11,0.59,0.03,0.68,1,82.4,81.1,0.97,1,"R ","E06WR1M05"
27,0.34,2,237,196,0.25,0.92,-0.5,0.88,-0.29,0.06,0.72,1,88.1,86.7,1.07,1,"R ","E06WR1H10"
28,0.07,2,237,200,0.27,0.89,-0.6,0.94,-0.05,0.07,0.72,1,90.6,88.2,1.07,1,"R ","E06LA2M08"
29,0.65,2,237,191,0.24,1.13,0.91,1.15,0.64,0.04,0.67,1,83,85.1,0.87,1,"R ","E06LA2H12"
7,0.02,2,257,210,0.22,1.09,0.74,1.21,0.78,-0.13,0.61,1,83.5,85.1,0.9,1,"R ","E06RI1L01"
8,0.45,2,257,204,0.21,0.89,-0.92,0.68,-1.4,-0.27,0.68,1,85.1,83.3,1.14,1,"R ","E06RI1MSAMPLE"
9,1.77,2,257,160,0.19,1.53,4.84,3.45,6.58,0.1,0.53,1,68.6,78.4,0.07,1,"R ","E06RI1H11"
10,-0.79,2,257,225,0.25,0.6,-3.13,0.26,-2.39,-0.17,0.68,1,91.8,88.5,1.36,1,"R ","E06WR4L03"
11,-0.15,2,257,212,0.22,0.62,-3.4,0.61,-1.32,-0.06,0.72,1,93.3,85.7,1.35,1,"R ","E06WR4M08"
12,0.66,2,257,190,0.2,0.8,-1.84,0.62,-1.86,0.12,0.74,1,85.6,82.5,1.24,1,"R ","E06WR4HSAMPLE"
13,-1.52,2,257,230,0.29,0.85,-0.81,0.51,-0.74,0.21,0.62,1,93.3,91.6,1.12,1,"R ","E06WR3L01"
14,-0.47,2,257,216,0.24,0.93,-0.47,0.6,-1.14,0.05,0.66,1,86.6,87.1,1.1,1,"R ","E06WR3M05"
15,1.05,2,257,183,0.2,1.2,1.78,1.15,0.76,0.01,0.64,1,76.8,81.2,0.78,1,"R ","E06WR3HSAMPLE"
16,-1.31,2,257,227,0.27,0.8,-1.22,0.35,-1.37,0.22,0.66,1,91.2,90.7,1.19,1,"R ","E06RI8L01"
17,-0.41,2,257,215,0.23,0.93,-0.52,0.71,-0.78,0.05,0.66,1,88.1,86.8,1.09,1,"R ","E06RI8M08"
18,1.01,2,257,184,0.2,1.27,2.33,1.32,1.45,0,0.62,1,75.3,81.3,0.69,1,"R ","E06RI8H09"
19,-0.11,2,257,209,0.22,0.95,-0.35,0.91,-0.2,0.05,0.66,1,86.1,85.5,1.05,1,"R ","E06RI5L02"
20,-0.38,2,257,214,0.23,0.94,-0.38,0.92,-0.12,0.07,0.65,1,86.1,86.7,1.04,1,"R ","E06RI5M05"
21,0.15,2,257,204,0.22,0.69,-2.81,0.4,-2.77,0.03,0.74,1,90.2,84.6,1.34,1,"R ","E06RI5H10"
22,-0.3,2,257,213,0.23,0.98,-0.11,0.83,-0.43,0.04,0.64,1,86.6,86.3,1.02,1,"R ","E06LA4L04"
23,0.62,2,257,193,0.2,1.16,1.35,1.02,0.14,0.04,0.65,1,76.8,82.7,0.87,1,"R ","E06LA4M07"
24,-0.45,2,257,215,0.23,0.82,-1.36,0.62,-1.09,0.08,0.68,1,90.2,87,1.18,1,"R ","E06RI2L01"
25,0.21,2,257,202,0.21,0.85,-1.23,0.51,-2.18,0.06,0.71,1,84,84.3,1.21,1,"R ","E06RI2H11"
26,-0.22,2,257,211,0.23,0.8,-1.65,0.46,-2.01,0.06,0.7,1,88.7,86,1.23,1,"R ","E06RL2L01"
27,0.55,2,257,195,0.21,0.92,-0.67,0.94,-0.18,0.03,0.69,1,83.5,83,1.08,1,"R ","E06RL2MSAMPLE"
28,0.45,2,257,196,0.21,0.93,-0.58,0.85,-0.56,0.08,0.7,1,84,83.3,1.08,1,"R ","E06RL2H09"
29,-0.53,2,257,215,0.24,0.8,-1.5,0.92,-0.09,0.17,0.68,1,91.2,87.4,1.16,1,"R ","E06RL4L03"
30,1.12,2,257,181,0.19,1.22,2,1.21,1.02,0.02,0.63,1,76.8,80.9,0.74,1,"R ","E06RL4H09"
31,-0.73,2,257,219,0.25,0.88,-0.8,0.67,-0.75,0.15,0.66,1,88.7,88.2,1.12,1,"R ","E06WR2L04"
32,1.09,2,257,182,0.19,1.02,0.24,0.93,-0.26,0.01,0.69,1,79.4,81,0.99,1,"R ","E06WR2M06"
33,1.45,2,257,172,0.19,0.92,-0.8,0.87,-0.55,0.01,0.71,1,81.4,79.5,1.1,1,"R ","E06WR2H12"
13,0.49,2,249,190,0.24,0.75,-1.91,0.61,-1.79,0.34,0.81,1,89.5,83,1.26,1,"R ","E06RL9M07"
14,-0.33,2,249,200,0.26,1.11,0.76,0.98,0.06,0.61,0.75,1,81.1,85.3,0.92,1,"R ","E06RL9H09"
15,1,2,249,182,0.23,0.81,-1.53,0.78,-1.07,0.23,0.79,1,88.8,81.6,1.2,1,"R ","E06RI2H15"
16,0.09,2,249,195,0.25,0.92,-0.53,0.69,-1.11,0.47,0.78,1,85.3,84,1.11,1,"R ","E06RI4M05"
17,1.68,2,249,169,0.22,0.86,-1.21,0.86,-0.58,0.17,0.78,1,83.2,79.1,1.17,1,"R ","E06RI4H11"
18,0.99,2,249,182,0.23,0.84,-1.28,0.87,-0.59,0.24,0.79,1,86,81.6,1.16,1,"R ","E06RI3M05"
19,0.6,2,249,188,0.24,0.82,-1.33,0.7,-1.37,0.32,0.79,1,88.1,82.8,1.19,1,"R ","E06RI3H09"
20,0.39,2,249,191,0.24,1.26,1.77,1.49,1.79,0.38,0.71,1,78.3,83.3,0.71,1,"R ","E06WR2H11"
21,0.07,2,249,195,0.25,0.82,-1.33,0.85,-0.47,0.49,0.79,1,88.1,84.1,1.16,1,"R ","E06WR1L01"
22,0.87,2,249,184,0.23,1.16,1.2,1.16,0.76,0.27,0.73,1,77.6,82,0.84,1,"R ","E06WR1M07"
23,0.53,2,249,189,0.24,0.78,-1.72,0.74,-1.1,0.34,0.8,1,88.8,83,1.22,1,"R ","E06WR1H09"
