"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
1,-1.16,2,506,940,0.2,1.17,1.22,0.62,-1.06,-0.18,0.66,1,90,92.9,0.68,0.26,-1.15,1," R"," ."," E08LA3L01"
2,-0.72,2,506,947,0.18,0.77,-2.08,0.43,-2.19,-0.92,0.68,1,93,91.3,0.68,0.23,-0.71,1," R"," ."," E08LA1L04"
3,-0.53,2,506,927,0.17,0.66,-3.35,0.36,-2.8,-0.32,0.73,1,93.7,90.4,0.68,0.23,-0.52,1," R"," ."," E08WR4L01"
4,-0.49,2,506,930,0.17,0.63,-3.86,0.34,-2.98,-0.46,0.73,1,93.9,90.2,0.68,0.22,-0.48,1," R"," ."," E08WR4L02"
5,-0.43,2,506,899,0.17,1.32,2.72,0.84,-0.48,0.34,0.66,1,83.9,89.8,0.67,0.32,-0.42,1," R"," ."," E08RL2L01"
6,2.04,2,506,768,0.12,1.2,3.53,1.7,4,0.02,0.53,1,71.5,76.1,0.6,0.44,2.04,1," R"," ."," E08RL2H11"
7,0.16,2,506,887,0.15,0.79,-2.59,0.59,-2.09,0.02,0.72,1,88.7,86,0.66,0.29,0.16,1," R"," ."," E08WR4M08"
8,0.3,2,506,873,0.14,0.96,-0.5,0.63,-1.99,0.16,0.69,1,85.2,85,0.66,0.32,0.3,1," R"," ."," E08RL1H11"
9,0.31,2,506,871,0.14,1.12,1.42,0.89,-0.49,0.18,0.65,1,81.7,84.9,0.66,0.35,0.31,1," R"," ."," E08RL1H09"
10,0.34,2,506,885,0.14,0.7,-4.22,0.5,-2.96,-0.12,0.73,1,90,84.7,0.66,0.28,0.34,1," R"," ."," E08WR4M07"
11,0.64,2,506,867,0.13,0.89,-1.52,0.81,-1.08,-0.07,0.67,1,86.1,82.5,0.65,0.33,0.64,1," R"," ."," E08WR2L02"
12,0.87,2,506,844,0.13,0.92,-1.15,0.93,-0.42,0.09,0.67,1,82.8,81,0.64,0.35,0.87,1," R"," ."," E08RI1M06"
13,1.04,2,506,809,0.13,1.11,1.75,0.96,-0.25,0.45,0.64,1,74.7,79.9,0.64,0.39,1.04,1," R"," ."," E08RL1H12"
14,1.97,2,506,777,0.12,0.89,-2.01,0.88,-0.81,-0.03,0.63,1,79.7,76.2,0.6,0.38,1.97,1," R"," ."," E08RI1H09"
15,1.16,2,506,785,0.12,1.37,5.38,1.41,2.5,0.66,0.58,1,69.5,79.3,0.63,0.44,1.16,1," R"," ."," E08RI1H10"
16,2.19,1,506,758,0.12,0.98,-0.42,1.01,0.08,0,0.6,1,77.8,75.8,0.59,0.4,2.19,1," R"," ."," E08RL3HSAMPLE"
17,1.18,2,506,814,0.12,0.82,-3.06,0.67,-2.54,0.24,0.69,1,83.2,79.2,0.63,0.34,1.18,1," R"," ."," E08WR4H09"
18,-0.13,1,506,901,0.15,0.79,-2.36,0.53,-2.14,0,0.72,1,90.2,88,0.67,0.27,-0.13,1," R"," ."," E08WR4L04"
19,1.23,2,506,858,0.12,1.02,0.27,0.9,-0.67,-0.49,0.62,1,78.2,78.9,0.63,0.38,1.23,1," R"," ."," E08RI4M05"
20,1.8,1,506,787,0.12,1.18,3.17,1.26,1.74,0,0.56,1,71.7,76.6,0.61,0.43,1.8,1," R"," ."," E08RI2H11"
21,1.97,2,506,773,0.12,0.86,-2.75,0.85,-1.07,0.02,0.64,1,81.5,76.2,0.6,0.37,1.97,1," R"," ."," E08WR4H13"
22,1.39,1,506,816,0.12,0.89,-1.97,0.69,-2.39,0,0.66,1,80,78.1,0.63,0.36,1.39,1," R"," ."," E08LA4H09"
23,1.12,1,506,834,0.12,1.11,1.8,1.14,0.97,0,0.6,1,76.3,79.5,0.63,0.4,1.12,1," R"," ."," E08RI3M07"
24,0.64,1,506,863,0.13,0.76,-3.56,0.58,-2.75,0,0.71,1,88.2,82.6,0.65,0.31,0.64,1," R"," ."," E08WR4M06"
25,1.97,2,506,756,0.12,0.93,-1.22,0.92,-0.55,0.24,0.62,1,78.6,76.2,0.6,0.39,1.97,1," R"," ."," E08WR4H12"
26,2.36,1,506,745,0.12,1.24,4.21,1.27,1.6,0,0.52,1,67.5,75.6,0.59,0.45,2.36,1," R"," ."," E08RI8MSAMPLE"
27,1.65,2,506,804,0.12,1.15,2.56,1,0.06,-0.09,0.58,1,72.1,77,0.62,0.42,1.65,1," R"," ."," E08WR9M05"
28,1.04,1,506,839,0.13,0.93,-1.14,0.81,-1.27,0,0.66,1,81.3,79.9,0.64,0.36,1.04,1," R"," ."," E08RL9H10"
29,1.65,2,506,793,0.12,0.91,-1.6,0.84,-1.2,0.07,0.64,1,78,77,0.62,0.38,1.65,1," R"," ."," E08RL4H11"
30,2,1,506,772,0.12,1.06,1.18,0.98,-0.12,0,0.59,1,74.1,76.1,0.6,0.42,2,1," R"," ."," E08RI6H11"
31,1.66,2,506,814,0.12,1.02,0.38,0.93,-0.48,-0.24,0.61,1,75.6,76.9,0.62,0.4,1.66,1," R"," ."," E08RI6M07"
32,1.6,1,506,801,0.12,0.74,-4.97,0.61,-3.21,0,0.69,1,85.4,77.1,0.62,0.34,1.6,1," R"," ."," E08RL2H12"
33,1.69,2,506,776,0.12,1.06,0.99,0.98,-0.08,0.26,0.6,1,76,76.8,0.61,0.41,1.69,1," R"," ."," E08RL4M08"
34,2.2,1,506,757,0.12,1.19,3.33,1.11,0.77,0,0.54,1,70.6,75.8,0.59,0.44,2.2,1," R"," ."," E08WR5H10"
35,2.47,2,506,734,0.12,1.19,3.48,1.24,1.39,0.04,0.52,1,69.9,75.5,0.58,0.44,2.47,1," R"," ."," E08RL6H10"
36,0.99,1,506,842,0.13,0.84,-2.6,0.75,-1.74,0,0.68,1,84.7,80.2,0.64,0.34,0.99,1," R"," ."," E08RL9H09"
37,1.72,2,506,784,0.12,1.04,0.78,1.11,0.79,0.12,0.6,1,76.5,76.8,0.61,0.4,1.72,1," R"," ."," E08RI9H10"
38,1.12,1,506,834,0.12,0.91,-1.47,0.69,-2.3,0,0.67,1,79.3,79.5,0.63,0.36,1.12,1," R"," ."," E08RI2H12"
39,1.76,2,506,800,0.12,1.08,1.36,1.01,0.14,-0.14,0.59,1,74.3,76.7,0.61,0.41,1.76,1," R"," ."," E08LA4H12"
40,1.78,2,506,779,0.12,1.02,0.31,0.98,-0.13,0.13,0.61,1,75.4,76.6,0.61,0.4,1.78,1," R"," ."," E08LA3H10"
41,1.81,2,506,803,0.12,1.16,2.79,1.15,1.04,-0.23,0.57,1,72.1,76.6,0.61,0.43,1.81,1," R"," ."," E08RI2L01"
42,1.81,2,506,783,0.12,1.04,0.68,0.95,-0.34,0.04,0.6,1,75.2,76.6,0.61,0.41,1.81,1," R"," ."," E08WR9H10"
43,1.88,2,506,779,0.12,1.12,2.16,1.03,0.27,0.03,0.58,1,72.1,76.4,0.61,0.42,1.88,1," R"," ."," E08RI3H12"
44,1.93,2,506,805,0.12,1.03,0.62,1.01,0.14,-0.37,0.6,1,74.5,76.3,0.6,0.41,1.93,1," R"," ."," E08RL6L02"
45,1.95,2,506,787,0.12,0.99,-0.23,0.9,-0.69,-0.15,0.61,1,75.8,76.2,0.6,0.4,1.95,1," R"," ."," E08WR2M08"
46,2.09,2,506,757,0.12,1.05,0.86,1,0.06,0.11,0.58,1,75.2,76,0.6,0.41,2.09,1," R"," ."," E08WR5M07"
47,2.21,2,506,777,0.12,0.97,-0.57,0.87,-0.84,-0.27,0.62,1,77.3,75.8,0.59,0.4,2.21,1," R"," ."," E08RL6M07"
48,2.26,2,506,762,0.12,1.25,4.45,1.24,1.45,-0.12,0.52,1,68.4,75.7,0.59,0.45,2.26,1," R"," ."," E08RI6H10"
