"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
1,-2.01,2,585,1125,0.21,1.06,0.49,1.95,1.84,-0.97,0.57,1,93.2,94.2,0.64,0.22,-2,1," R"," ."," E11LA2L04"
2,-1.75,2,585,1099,0.2,1.11,0.81,0.53,-1.17,0.14,0.66,1,92.6,93.6,0.65,0.23,-1.74,1," R"," ."," E11RL1M08"
3,-1.42,2,585,1088,0.19,1.16,1.27,0.62,-0.96,0.2,0.66,1,90.6,92.7,0.66,0.26,-1.41,1," R"," ."," E11RL1L01"
4,-1.24,2,585,1096,0.18,0.79,-1.85,0.32,-2.27,-0.26,0.68,1,92.6,92,0.66,0.22,-1.23,1," R"," ."," E11WR4L01"
5,-1.13,2,585,1090,0.18,0.84,-1.45,0.43,-1.75,-0.16,0.68,1,91.8,91.6,0.66,0.23,-1.12,1," R"," ."," E11WR4L02"
6,-0.9,2,585,1068,0.17,1.14,1.28,1.18,0.61,0.25,0.67,1,88.6,90.6,0.66,0.28,-0.89,1," R"," ."," E11RL1H09"
7,-0.64,2,585,1052,0.16,1.25,2.43,0.84,-0.45,0.37,0.67,1,84.5,89.5,0.67,0.31,-0.64,1," R"," ."," E11RL1H10"
8,-0.39,2,585,1066,0.15,0.61,-4.98,0.33,-3.3,-0.21,0.74,1,92.6,88.3,0.67,0.23,-0.39,1," R"," ."," E11WR4M06"
9,1.42,2,585,963,0.12,1.2,2.93,2.28,6.36,-0.11,0.61,1,75.7,80.5,0.67,0.41,1.42,1," R"," ."," E11RI4M08"
10,1.02,1,585,982,0.13,1.41,5.46,1.96,4.91,0,0.57,1,73.9,81.8,0.67,0.42,1.02,1," R"," ."," E11RI6H09"
11,-0.11,2,585,1064,0.15,0.62,-5.19,0.51,-2.42,-0.44,0.72,1,93,86.8,0.67,0.24,-0.11,1," R"," ."," E11WR4M05"
12,-0.07,2,585,1036,0.14,1.03,0.36,1.16,0.72,0.14,0.68,1,86.5,86.6,0.67,0.31,-0.07,1," R"," ."," E11RL3H10"
13,0.22,2,585,1010,0.14,1.19,2.37,1.1,0.53,0.34,0.67,1,81.1,85.3,0.68,0.35,0.22,1," R"," ."," E11RI1M06"
14,0.45,2,585,1009,0.13,1.38,4.66,2.09,4.53,0.12,0.59,1,77.9,84.2,0.68,0.39,0.45,1," R"," ."," E11RI9M05"
15,1.42,2,585,962,0.12,0.84,-2.63,0.71,-2.1,-0.09,0.71,1,83.9,80.5,0.67,0.34,1.42,1," R"," ."," E11WR4H09"
16,0.09,1,585,1035,0.14,0.85,-1.93,0.55,-2.4,0,0.71,1,87.8,85.9,0.68,0.29,0.09,1," R"," ."," E11RI5H09"
17,0.56,2,585,973,0.13,1.01,0.16,0.93,-0.32,0.6,0.72,1,82.9,83.7,0.68,0.34,0.56,1," R"," ."," E11WR4H12"
18,-0.2,1,585,1049,0.15,0.65,-4.59,0.38,-3.22,0,0.75,1,92.4,87.3,0.67,0.24,-0.2,1," R"," ."," E11WR4M07"
19,0.59,2,585,1028,0.13,0.86,-1.98,0.56,-2.95,-0.36,0.7,1,85.1,83.6,0.68,0.32,0.59,1," R"," ."," E11WR2L03"
20,0.03,1,585,1038,0.14,0.97,-0.32,0.78,-0.98,0,0.69,1,85.9,86.1,0.67,0.31,0.03,1," R"," ."," E11RL2H10"
21,0.61,2,585,989,0.13,1.03,0.49,1.04,0.29,0.3,0.69,1,84.1,83.5,0.68,0.35,0.61,1," R"," ."," E11RI4H10"
22,1.22,1,585,969,0.12,1,0.04,0.99,0,0,0.67,1,81.3,81.2,0.67,0.36,1.22,1," R"," ."," E11LA1H12"
23,0.63,2,585,1029,0.13,0.84,-2.4,0.56,-2.93,-0.42,0.7,1,85.3,83.4,0.68,0.31,0.63,1," R"," ."," E11RI5M07"
24,1.64,1,585,940,0.12,0.94,-1.03,0.83,-1.12,0,0.68,1,81.3,79.8,0.67,0.36,1.64,1," R"," ."," E11WR5H09"
25,0.66,2,585,993,0.13,0.95,-0.63,0.94,-0.27,0.18,0.7,1,83.3,83.3,0.68,0.34,0.66,1," R"," ."," E11RI5H12"
26,0.94,1,585,987,0.13,1.26,3.6,1.49,2.74,0,0.61,1,76.7,82.1,0.68,0.4,0.94,1," R"," ."," E11RL3H12"
27,0.66,2,585,970,0.13,1.31,4.05,1.44,2.3,0.54,0.65,1,77.9,83.3,0.68,0.39,0.66,1," R"," ."," E11RI1H11"
28,1.09,1,585,977,0.12,1.02,0.39,0.96,-0.19,0,0.67,1,81.1,81.6,0.67,0.36,1.1,1," R"," ."," E11RI2M08"
29,0.7,2,585,1012,0.13,1.17,2.34,1,0.03,-0.18,0.64,1,78.7,83.1,0.68,0.37,0.7,1," R"," ."," E11RI9H12"
30,0.52,1,585,1012,0.13,0.79,-3.1,0.55,-2.94,0,0.73,1,87.1,83.9,0.68,0.3,0.52,1," R"," ."," E11RI1M07"
31,0.7,2,585,1007,0.13,1.02,0.33,1.28,1.59,-0.09,0.66,1,83.7,83.1,0.68,0.35,0.7,1," R"," ."," E11RL3M06"
32,1.35,1,585,960,0.12,1.28,4.03,1.4,2.41,0,0.6,1,74.3,80.7,0.67,0.42,1.35,1," R"," ."," E11RL9M06"
33,0.76,2,585,1013,0.13,0.77,-3.52,0.58,-2.94,-0.25,0.72,1,88.2,82.8,0.68,0.31,0.76,1," R"," ."," E11RI3H12"
34,-0.18,1,585,1048,0.15,0.64,-4.82,0.39,-3.13,0,0.75,1,93,87.2,0.67,0.24,-0.18,1," R"," ."," E11WR4L04"
35,0.86,2,585,994,0.13,0.72,-4.56,0.51,-3.7,-0.03,0.74,1,87.8,82.4,0.68,0.3,0.86,1," R"," ."," E11WR4H11"
36,0.48,1,585,1014,0.13,0.93,-0.98,0.75,-1.44,0,0.7,1,84.7,84,0.68,0.32,0.49,1," R"," ."," E11RI4M06"
37,0.88,2,585,980,0.13,1.05,0.75,1.17,1.03,0.17,0.67,1,81.3,82.4,0.68,0.36,0.88,1," R"," ."," E11RL6H10"
38,0.9,1,585,989,0.13,1.33,4.43,1.48,2.65,0,0.6,1,74.7,82.3,0.68,0.41,0.91,1," R"," ."," E11RL6H09"
39,1.39,2,585,944,0.12,0.83,-2.8,0.63,-2.77,0.19,0.72,1,83.9,80.6,0.67,0.34,1.39,1," R"," ."," E11WR4HSAMPLE"
40,1.34,2,585,948,0.12,0.88,-1.93,0.84,-1.1,0.19,0.7,1,83.7,80.8,0.67,0.35,1.34,1," R"," ."," E11WR4H13"
41,2.02,2,585,916,0.12,1.11,1.86,1.02,0.19,-0.04,0.64,1,74.5,78.7,0.66,0.41,2.02,1," R"," ."," E11LA1H09"
42,1.12,2,585,978,0.12,1.25,3.53,1.13,0.87,-0.04,0.62,1,74.9,81.5,0.67,0.4,1.12,1," R"," ."," E11LA1M05"
43,1.14,2,585,991,0.12,1.11,1.57,1.05,0.38,-0.26,0.65,1,77.7,81.4,0.67,0.38,1.14,1," R"," ."," E11WR2H11"
44,1.15,2,585,981,0.12,0.87,-2.02,0.72,-1.97,-0.11,0.7,1,83.7,81.4,0.67,0.34,1.15,1," R"," ."," E11RL6H12"
45,1.17,2,585,980,0.12,0.9,-1.54,0.71,-2.1,-0.12,0.7,1,81.5,81.3,0.67,0.34,1.17,1," R"," ."," E11RL6L04"
46,1.35,2,585,938,0.12,1.03,0.51,0.91,-0.59,0.32,0.68,1,79.5,80.7,0.67,0.37,1.35,1," R"," ."," E11LA1H10"
47,1.46,2,585,1005,0.12,1.09,1.35,0.95,-0.26,-0.79,0.65,1,77.5,80.3,0.67,0.39,1.46,1," R"," ."," E11WR1H12"
48,1.6,2,585,938,0.12,1.17,2.65,1.18,1.15,0.07,0.63,1,76.5,80,0.67,0.41,1.6,1," R"," ."," E11RL4H09"
