"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
1,-1.99,2,615,548,0.18,1,0.01,0.94,-0.02,-0.15,0.59,1,92.5,92.9,0.6,0.23,-1.98,1," R"," ."," E05RL7L01"
2,-2.02,2,615,534,0.18,1.34,2.61,0.94,-0.04,0.34,0.59,1,90.9,93,0.6,0.26,-2.01,1," R"," ."," E05RL7L02"
3,-1.9,2,615,550,0.18,0.81,-1.72,0.47,-1.63,-0.32,0.61,1,93.2,92.7,0.6,0.21,-1.89,1," R"," ."," E05RF3L01"
4,-1.56,2,615,539,0.17,0.91,-0.79,0.46,-1.87,-0.29,0.61,1,91.6,91.8,0.62,0.24,-1.55,1," R"," ."," E05LA2LSAMPLE"
5,-1.22,2,615,507,0.16,0.99,-0.03,0.53,-1.71,0.22,0.67,1,89.3,90.7,0.62,0.27,-1.22,1," R"," ."," E05WR4L01"
6,-1.13,2,615,505,0.15,1,-0.01,0.55,-1.65,0.17,0.66,1,89.5,90.3,0.63,0.27,-1.13,1," R"," ."," E05WR4L04"
7,-0.02,2,615,479,0.13,1.1,1.35,1.18,0.92,-0.42,0.59,1,83.2,84.6,0.64,0.35,-0.02,1," R"," ."," E05RI1L03"
8,-0.17,2,615,492,0.13,0.76,-3.53,0.53,-2.6,-0.52,0.67,1,89.5,85.3,0.64,0.28,-0.17,1," R"," ."," E05RF3M05"
9,-0.07,2,615,460,0.13,1.03,0.38,0.85,-0.71,-0.04,0.64,1,83,84.8,0.64,0.33,-0.07,1," R"," ."," E05RF4M05"
10,0.82,2,615,454,0.11,1.01,0.14,1.06,0.46,-0.83,0.62,1,81.1,80.8,0.64,0.37,0.82,1," R"," ."," E05RI3M07"
11,-0.48,2,615,462,0.14,0.91,-1.16,0.69,-1.33,0.34,0.7,1,86.9,87,0.64,0.29,-0.48,1," R"," ."," E05WR4M08"
12,-0.37,2,615,458,0.13,0.91,-1.21,0.56,-2.13,0.29,0.7,1,85.7,86.4,0.64,0.3,-0.37,1," R"," ."," E05WR4M05"
13,0.85,2,615,448,0.11,0.96,-0.67,1.02,0.18,-0.76,0.64,1,81.5,80.7,0.64,0.36,0.85,1," R"," ."," E05RL3M05"
14,0.79,2,615,391,0.11,1.31,4.75,1.67,3.87,0.09,0.56,1,75.2,81,0.65,0.42,0.79,1," R"," ."," E05WR2M08"
15,-0.24,2,615,448,0.13,0.9,-1.4,0.69,-1.49,0.32,0.7,1,86.7,85.7,0.64,0.3,-0.24,1," R"," ."," E05WR4M06"
16,1.87,1,615,310,0.11,1.42,6.96,1.75,4.11,0,0.5,1,68.5,78.5,0.63,0.46,1.87,1," R"," ."," E05RF3H10"
17,-0.8,2,615,452,0.14,1.26,2.73,0.81,-0.62,0.82,0.7,1,83.6,88.8,0.63,0.33,-0.8,1," R"," ."," E05RL1H09"
18,1.86,1,615,311,0.11,1,0.11,1.08,0.56,0,0.62,1,78.5,78.5,0.63,0.39,1.86,1," R"," ."," E05RI2HSAMPLE"
19,0.96,2,615,381,0.11,0.96,-0.65,0.87,-0.88,0.05,0.66,1,80.8,80.3,0.64,0.36,0.96,1," R"," ."," E05WR9M05"
20,1.74,1,615,321,0.11,0.81,-3.79,0.74,-1.93,0,0.68,1,82.9,78.6,0.63,0.35,1.74,1," R"," ."," E05WR4H11"
21,-0.27,2,615,448,0.13,0.97,-0.39,0.64,-1.75,0.35,0.7,1,85,85.9,0.64,0.31,-0.27,1," R"," ."," E05RL1H10"
22,2,1,615,299,0.11,1.1,1.87,1.03,0.23,0,0.6,1,76.2,78.4,0.62,0.41,2,1," R"," ."," E05RL6H10"
23,0.96,2,615,411,0.11,0.87,-2.24,0.83,-1.27,-0.34,0.67,1,83.9,80.3,0.64,0.35,0.96,1," R"," ."," E05RI1M06"
24,2.71,1,615,238,0.11,1.35,6.02,1.78,3.53,0,0.48,1,69.2,78.4,0.59,0.45,2.71,1," R"," ."," E05RI5HSAMPLE"
25,1.01,2,615,338,0.11,1.26,4.19,1.4,2.58,0.53,0.6,1,75.3,80.1,0.64,0.42,1.01,1," R"," ."," E05RL6H11"
26,1.69,1,615,325,0.11,0.78,-4.46,0.59,-3.28,0,0.7,1,83.2,78.6,0.63,0.34,1.69,1," R"," ."," E05WR4H13"
27,1.06,2,615,412,0.11,1,0.04,1,0.04,-0.45,0.63,1,79.5,79.9,0.64,0.37,1.06,1," R"," ."," E05RI1M05"
28,0.92,1,615,388,0.11,1.11,1.77,1.06,0.49,0,0.62,1,77.1,80.4,0.64,0.39,0.92,1," R"," ."," E05LA4H09"
29,1.23,2,615,340,0.11,1.07,1.22,0.96,-0.26,0.28,0.63,1,77.8,79.5,0.64,0.39,1.23,1," R"," ."," E05RL2H12"
30,1.2,1,615,366,0.11,0.93,-1.33,0.76,-1.88,0,0.67,1,80.2,79.5,0.64,0.36,1.2,1," R"," ."," E05RI8H10"
31,1.17,2,615,364,0.11,0.95,-0.88,0.89,-0.8,0.05,0.66,1,81.6,79.6,0.64,0.37,1.17,1," R"," ."," E05LA5MSAMPLE"
32,1.13,1,615,371,0.11,0.93,-1.28,0.73,-2.1,0,0.67,1,80.1,79.7,0.64,0.36,1.13,1," R"," ."," E05RL9H10"
33,1.31,2,615,367,0.11,1.15,2.62,1.18,1.3,-0.12,0.6,1,73.8,79.3,0.64,0.41,1.31,1," R"," ."," E05WR2H12"
34,-0.13,1,615,461,0.13,0.82,-2.59,0.56,-2.47,0,0.69,1,86.5,85.1,0.64,0.3,-0.13,1," R"," ."," E05RI4H11"
35,1.33,2,615,390,0.11,0.98,-0.29,0.91,-0.63,-0.42,0.64,1,79.5,79.2,0.64,0.38,1.33,1," R"," ."," E05LA4H10"
36,1.94,1,615,304,0.11,0.78,-4.34,0.61,-2.96,0,0.69,1,83,78.4,0.62,0.34,1.94,1," R"," ."," E05WR4H14"
37,1.57,2,615,361,0.11,1.42,6.84,1.68,4.04,-0.3,0.51,1,68.9,78.8,0.63,0.46,1.57,1," R"," ."," E05RI3H11"
38,0.94,1,615,386,0.11,0.95,-0.81,0.85,-1.1,0,0.66,1,81.6,80.3,0.64,0.36,0.95,1," R"," ."," E05RL4H10"
39,1.54,2,615,303,0.11,1.19,3.36,1.19,1.33,0.41,0.59,1,73.4,78.8,0.63,0.42,1.54,1," R"," ."," E05RI1H11"
40,1.67,2,615,369,0.11,1.03,0.61,0.91,-0.59,-0.49,0.64,1,77.3,78.6,0.63,0.39,1.67,1," R"," ."," E05RF4H10"
41,0.62,2,615,370,0.12,0.83,-2.89,0.63,-2.75,0.53,0.73,1,84.8,81.6,0.65,0.33,0.62,1," R"," ."," E05WR4H12"
42,1.66,2,615,338,0.11,1.09,1.55,1.02,0.2,-0.12,0.61,1,76.4,78.6,0.63,0.4,1.66,1," R"," ."," E05RI1H12"
43,0.86,2,615,310,0.11,1.05,0.92,0.98,-0.12,1.01,0.7,1,79,80.7,0.64,0.38,0.86,1," R"," ."," E05WR4HSAMPLE"
44,1.86,2,615,316,0.11,1.1,1.8,1.05,0.35,-0.06,0.6,1,75.5,78.5,0.63,0.4,1.86,1," R"," ."," E05LA1MSAMPLE"
45,1.86,2,615,323,0.11,1.08,1.41,1,0.02,-0.14,0.61,1,77.8,78.5,0.63,0.4,1.86,1," R"," ."," E05RI4H09"
46,1.91,2,615,299,0.11,1.28,4.88,1.36,2.19,0.09,0.54,1,72,78.4,0.62,0.44,1.91,1," R"," ."," E05WR2L01"
47,2.68,2,615,315,0.11,1.33,5.68,1.52,2.5,-0.8,0.58,1,72.6,78.4,0.59,0.44,2.68,1," R"," ."," E05RL2H09"
48,1.22,2,615,308,0.11,0.95,-0.97,0.9,-0.74,0.67,0.68,1,82.7,79.5,0.64,0.37,1.22,1," R"," ."," E05WR4H09"
