"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PostHocDiscrim","Group","Model","ItemID"
19,0.2,2,235,173,0.19,0.97,-0.29,0.8,-0.8,0.02,0.62,1,81.2,80.4,1.06,1,"R ","E03RF4H11"
20,-0.42,2,235,187,0.21,1.02,0.23,1,0.11,0.08,0.59,1,83.2,84.5,0.97,1,"R ","E03RI5L01"
21,0.46,2,235,166,0.19,0.92,-0.87,0.75,-1.21,0.01,0.64,1,79.2,79,1.14,1,"R ","E03RI5M08"
22,1.07,2,235,148,0.18,1.04,0.49,0.99,0.01,0,0.62,1,75.7,77.1,0.95,1,"R ","E03RI5H11"
23,0.74,2,235,158,0.18,1.09,1.08,1.15,0.77,0,0.59,1,74.3,77.8,0.85,1,"R ","E03LA4L01"
24,0.08,2,235,176,0.2,1.14,1.35,1.07,0.36,0.02,0.57,1,76.7,81.1,0.86,1,"R ","E03LA4M06"
25,1.95,2,235,120,0.18,1.17,1.83,1.13,0.7,-0.01,0.58,1,72.8,77.5,0.75,1,"R ","E03LA4H09"
26,-0.54,2,235,190,0.22,0.88,-0.99,0.59,-1.33,0.07,0.64,1,85.1,85.4,1.16,1,"R ","E03WR1L04"
27,-0.16,2,235,182,0.2,0.83,-1.67,0.64,-1.4,0.03,0.65,1,83.7,82.7,1.22,1,"R ","E03WR1M08"
28,0.31,2,235,170,0.19,0.95,-0.55,0.72,-1.27,0.01,0.64,1,78.7,79.8,1.12,1,"R ","E03WR1H12"
29,-0.62,2,235,191,0.22,0.88,-0.97,1.12,0.43,0.1,0.62,1,86.1,85.9,1.1,1,"R ","E03RI4L02"
30,-0.25,2,235,184,0.21,0.91,-0.81,0.64,-1.31,0.04,0.63,1,85.1,83.3,1.14,1,"R ","E03RI4M05"
31,0.7,2,235,159,0.18,0.98,-0.25,0.95,-0.18,0.01,0.63,1,78.7,77.9,1.04,1,"R ","E03RI4H09"
32,-0.67,2,235,193,0.22,0.93,-0.5,0.62,-1.08,0.06,0.62,1,88.1,86.3,1.1,1,"R ","E03LA3H12"
33,0,2,235,178,0.2,1.15,1.41,0.77,-0.86,0.03,0.58,1,75.7,81.7,0.91,1,"R ","E03RL6L01"
34,-0.12,2,235,181,0.2,1.04,0.44,0.86,-0.45,0.03,0.6,1,79.2,82.5,0.99,1,"R ","E03RI6M08"
35,-0.16,2,235,182,0.2,1.1,0.93,1.01,0.14,0.03,0.58,1,77.7,82.7,0.92,1,"R ","E03RI6H12"
1,-2.44,2,244,218,0.34,1.07,0.38,0.64,-0.36,-0.17,0.66,1,93.5,94.7,0.98,1,"R ","E03RF4L01"
2,-0.57,2,244,192,0.22,1.2,1.55,0.93,-0.09,-0.08,0.64,1,80.6,85.9,0.85,1,"R ","E03RF4M07"
3,0.9,2,244,155,0.18,1.19,1.94,1.19,0.93,-0.05,0.62,1,73.6,79.2,0.75,1,"R ","E03RF4H12"
4,-1.29,2,244,208,0.26,0.82,-1.16,0.39,-1.55,-0.35,0.7,1,91.5,89.9,1.19,1,"R ","E03WR1L01"
5,0.16,2,244,175,0.2,0.93,-0.61,0.73,-1.14,-0.05,0.69,1,84.1,82.4,1.1,1,"R ","E03WR1M06"
6,0.1,2,244,172,0.2,1.16,1.39,1.18,0.77,0.13,0.65,1,79.1,82.6,0.82,1,"R ","E03WR1H09"
13,-0.17,2,244,183,0.21,1.2,1.64,1.72,2.24,-0.05,0.62,1,79.6,83.9,0.73,1,"R ","E03WR2L01"
14,-0.31,2,244,186,0.21,0.94,-0.49,0.8,-0.63,-0.06,0.69,1,83.6,84.5,1.08,1,"R ","E03WR2M08"
15,0.57,2,244,163,0.19,1.07,0.73,1.23,1.05,0,0.65,1,78.6,80.5,0.88,1,"R ","E03WR2H11"
16,-0.15,2,244,181,0.21,1.42,3.24,1.64,2.06,0.01,0.59,1,76.6,83.8,0.55,1,"R ","E03LA5L01"
17,1.19,2,244,145,0.18,1.23,2.36,1.36,1.58,-0.01,0.6,1,73.6,78.1,0.65,1,"R ","E03LA5M06"
18,0.35,2,244,169,0.19,1.03,0.28,0.83,-0.73,0,0.67,1,79.1,81.6,1.01,1,"R ","E03LA5H09"
19,0.34,2,244,169,0.2,1.18,1.67,0.99,0.05,0.01,0.64,1,77.1,81.6,0.83,1,"R ","E03RF3M06"
20,0.14,2,244,174,0.2,0.91,-0.87,1.05,0.3,0.01,0.69,1,83.6,82.4,1.09,1,"R ","E03RF3H11"
21,-1.6,2,244,206,0.28,0.82,-1.01,0.36,-1.36,0.11,0.73,1,93,91.4,1.17,1,"R ","E03RL9L01"
22,0.1,2,244,175,0.2,0.93,-0.59,0.92,-0.27,0.01,0.69,1,82.6,82.6,1.09,1,"R ","E03RL9M06"
23,-0.39,2,244,186,0.22,0.83,-1.48,0.57,-1.6,0.02,0.72,1,87.6,84.9,1.2,1,"R ","E03RL9H10"
24,-0.69,2,244,192,0.23,0.92,-0.57,0.88,-0.23,0.04,0.7,1,88.1,86.5,1.07,1,"R ","E03RI9L02"
25,-0.11,2,244,180,0.21,0.79,-1.98,0.51,-2.17,0.02,0.73,1,86.6,83.6,1.27,1,"R ","E03RI9M05"
26,0.22,2,244,172,0.2,1.11,1,1.18,0.8,0.01,0.65,1,80.6,82.1,0.87,1,"R ","E03RI9H09"
27,-0.29,2,244,184,0.21,0.86,-1.22,0.67,-1.19,0.02,0.71,1,89.6,84.5,1.15,1,"R ","E03RL1L02"
28,-0.64,2,244,191,0.23,0.74,-2.21,0.39,-2.22,0.04,0.74,1,88.6,86.3,1.28,1,"R ","E03RL1M07"
29,1.09,2,244,148,0.18,1.35,3.45,1.32,1.47,-0.01,0.58,1,66.7,78.4,0.53,1,"R ","E03RL1H11"
30,-1.6,2,244,206,0.28,1.08,0.5,1.13,0.41,0.11,0.67,1,91,91.4,0.93,1,"R ","E03RL7L03"
31,-0.53,2,244,189,0.22,1.01,0.14,1.02,0.17,0.03,0.68,1,85.1,85.7,0.98,1,"R ","E03RL7M07"
32,-0.85,2,244,195,0.23,0.79,-1.6,0.49,-1.51,0.05,0.73,1,88.6,87.4,1.21,1,"R ","E03RL7H11"
33,-0.29,2,244,184,0.21,0.77,-2.1,0.62,-1.4,0.02,0.73,1,88.6,84.5,1.24,1,"R ","E03RI2M07"
34,0.49,2,244,165,0.19,1.1,0.98,1.24,1.09,0,0.64,1,80.6,80.9,0.85,1,"R ","E03RI2H12"
35,-0.53,2,244,189,0.22,1,0.01,1.19,0.65,0.03,0.67,1,86.1,85.7,0.96,1,"R ","E03RL6L04"
36,0.74,2,244,158,0.19,1.06,0.62,0.92,-0.34,0,0.66,1,77.1,79.8,0.95,1,"R ","E03RL6M08"
37,1.07,2,244,148,0.18,0.91,-0.93,0.85,-0.68,0.01,0.68,1,82.6,78.5,1.12,1,"R ","E03RL6H12"
38,-1.26,2,244,201,0.25,0.74,-1.8,0.36,-1.67,0.11,0.74,1,92,89.7,1.24,1,"R ","E03RI4L03"
39,0.78,2,244,157,0.19,1.04,0.39,0.95,-0.16,0,0.66,1,78.6,79.7,0.97,1,"R ","E03RI4M06"
40,0.57,2,244,162,0.19,0.99,-0.06,0.89,-0.45,0.04,0.68,1,80.1,80.5,1.04,1,"R ","E03RI4H10"
13,-0.46,2,245,205,0.23,0.79,-1.63,0.62,-1.26,-0.11,0.67,1,88,85.7,1.2,1,"R ","E03WR3L03"
14,-0.15,2,245,199,0.22,0.98,-0.12,0.85,-0.46,-0.1,0.64,1,85.3,84.5,1.03,1,"R ","E03WR3M06"
15,0.5,2,245,183,0.2,1.22,1.93,1.4,1.73,-0.03,0.6,1,76.6,81.4,0.71,1,"R ","E03WR3H11"
16,-0.63,2,245,206,0.24,0.95,-0.36,0.68,-0.89,0.01,0.65,1,86.4,86.5,1.09,1,"R ","E03RI8L02"
17,-0.18,2,245,197,0.22,1.05,0.44,1.07,0.33,0.03,0.63,1,83.2,84.6,0.95,1,"R ","E03RI8M06"
18,-0.45,2,245,202,0.23,0.92,-0.59,0.63,-1.2,0.05,0.67,1,85.3,85.7,1.12,1,"R ","E03RI8H09"
19,-0.81,2,245,207,0.25,0.86,-0.97,0.57,-1.18,0.13,0.67,1,88.6,87.3,1.15,1,"R ","E03WR4M05"
20,0.54,2,245,181,0.2,0.9,-0.87,0.79,-0.99,0.01,0.69,1,82.6,81.2,1.13,1,"R ","E03WR4HSAMPLE"
21,-0.79,2,245,205,0.24,1.01,0.12,0.94,-0.02,0.23,0.64,1,88.6,87.3,0.98,1,"R ","E03RL3L01"
22,0.26,2,245,187,0.21,0.89,-0.93,0.64,-1.68,0.04,0.7,1,82.6,82.5,1.17,1,"R ","E03RL3M05"
23,0.12,2,245,190,0.21,1.12,1,1.05,0.27,0.05,0.63,1,79.3,83.2,0.89,1,"R ","E03RL3H10"
24,-0.49,2,245,202,0.23,0.73,-2.2,0.41,-2.21,0.09,0.71,1,87.5,85.9,1.29,1,"R ","E03RI1L04"
25,-0.07,2,245,194,0.22,0.72,-2.47,0.44,-2.54,0.06,0.73,1,88,84.1,1.32,1,"R ","E03RI1MSAMPLE"
26,1.21,2,245,163,0.19,1.19,1.86,1.27,1.27,0.03,0.62,1,73.9,78.1,0.72,1,"R ","E03RI1H12"
27,0.03,2,245,192,0.21,0.91,-0.73,0.88,-0.4,0.05,0.67,1,87.5,83.7,1.09,1,"R ","E03LA1L01"
28,-0.06,2,245,193,0.22,1.07,0.64,1.01,0.12,0.1,0.64,1,84.2,84.1,0.94,1,"R ","E03LA1M06"
29,0.52,2,245,180,0.2,1.16,1.4,1.05,0.32,0.07,0.63,1,77.2,81.3,0.84,1,"R ","E03LA1H09"
30,0.22,2,245,188,0.21,0.81,-1.71,0.67,-1.48,0.05,0.71,1,87,82.7,1.21,1,"R ","E03RI9M06"
31,0.87,2,245,172,0.19,1.2,1.88,1.27,1.3,0.03,0.62,1,73.9,79.5,0.73,1,"R ","E03RI9H10"
32,-0.93,2,245,209,0.25,0.82,-1.24,0.96,0.05,0.14,0.66,1,91.3,88,1.13,1,"R ","E03LA2L02"
33,-0.07,2,245,194,0.22,0.8,-1.71,0.72,-1.05,0.06,0.7,1,88,84.1,1.21,1,"R ","E03LA2H12"
34,-0.93,2,245,208,0.25,0.84,-1.1,1,0.15,0.2,0.67,1,88.6,88,1.12,1,"R ","E03RL2L03"
