"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
17,0.7,2,607,938,0.1,1.02,0.42,0.97,-0.25,0.1,0.56,1,75.4,75,0.57,0.41,0.7,1," R"," ."," E03RI4H09"
18,0.75,1,607,942,0.1,1.17,3.52,1.26,2.27,0,0.5,1,69.5,74.9,0.56,0.44,0.75,1," R"," ."," E03WR2H09"
19,0.74,2,607,916,0.1,1.14,3.08,1.34,2.93,0.28,0.51,1,72.3,74.9,0.57,0.44,0.74,1," R"," ."," E03LA4L01"
20,1.15,1,607,903,0.1,1.11,2.4,1.08,0.77,0,0.52,1,70.5,74.3,0.55,0.43,1.15,1," R"," ."," E03Rl5H12"
21,0.74,2,607,934,0.1,1,0,0.93,-0.63,0.1,0.57,1,74,74.9,0.57,0.41,0.74,1," R"," ."," E03RL6M08"
22,0.67,1,607,950,0.1,1.05,1.07,0.98,-0.14,0,0.55,1,71.9,75.1,0.57,0.42,0.67,1," R"," ."," E03Rl5HSAMPLE"
23,0.78,2,607,943,0.1,0.93,-1.55,0.87,-1.25,-0.03,0.59,1,76.9,74.8,0.56,0.39,0.78,1," R"," ."," E03RI4M06"
24,1.11,1,607,907,0.1,1.09,2.09,1.05,0.5,0,0.52,1,71.6,74.3,0.55,0.43,1.11,1," R"," ."," E03WR5H11"
25,0.78,2,607,963,0.1,0.95,-1.16,0.82,-1.73,-0.24,0.59,1,75.6,74.8,0.56,0.4,0.78,1," R"," ."," E03RF4H09"
26,1.3,1,607,888,0.1,1.01,0.33,0.93,-0.62,0,0.55,1,75.7,74.4,0.55,0.42,1.3,1," R"," ."," E03RI5H09"
27,0.87,2,607,951,0.1,0.97,-0.65,0.91,-0.85,-0.21,0.58,1,76.3,74.6,0.56,0.4,0.87,1," R"," ."," E03RI9H10"
28,2,1,607,821,0.1,1.17,3.24,1.22,1.48,0,0.45,1,73.1,76.5,0.52,0.43,2,1," R"," ."," E03RI4H11"
29,0.88,2,607,935,0.1,0.98,-0.37,0.85,-1.43,-0.05,0.57,1,73.8,74.6,0.56,0.41,0.88,1," R"," ."," E03RL2M07"
30,1.19,1,607,899,0.1,1.19,4.04,1.25,2.14,0,0.48,1,68.5,74.4,0.55,0.45,1.19,1," R"," ."," E03RL2MSAMPLE"
31,0.9,2,607,950,0.1,0.97,-0.64,0.84,-1.53,-0.22,0.58,1,74.4,74.5,0.56,0.4,0.9,1," R"," ."," E03RF4H12"
32,0.45,1,607,971,0.1,0.86,-3.02,0.7,-2.9,0,0.63,1,78,75.9,0.57,0.37,0.45,1," R"," ."," E03RF4H13"
33,2.63,2,607,779,0.11,0.88,-2.11,0.75,-1.47,-0.14,0.55,1,83.4,80.2,0.49,0.35,2.63,1," R"," ."," E03WR4H13"
34,0.77,1,607,940,0.1,1.01,0.18,1.04,0.39,0,0.56,1,72.6,74.8,0.56,0.41,0.77,1," R"," ."," E03RL4H10"
35,0.99,2,607,933,0.1,0.97,-0.76,0.87,-1.26,-0.14,0.58,1,75.9,74.4,0.56,0.4,0.99,1," R"," ."," E03LA3M06"
36,1.53,1,607,866,0.1,1.01,0.2,0.9,-0.78,0,0.54,1,73.8,74.8,0.54,0.41,1.53,1," R"," ."," E03RL6H10"
37,1.53,2,607,900,0.1,0.98,-0.37,0.88,-1,-0.34,0.58,1,74.5,74.8,0.54,0.41,1.53,1," R"," ."," E03RI6H11"
38,-0.09,1,607,1018,0.11,0.82,-3.38,0.64,-3.02,0,0.65,1,82.5,79.3,0.58,0.34,-0.09,1," R"," ."," E03LA5H10"
39,2.19,2,607,837,0.11,1.19,3.59,1.23,1.49,-0.34,0.49,1,74.7,77.5,0.51,0.43,2.19,1," R"," ."," E03RI2H14"
40,1.9,2,607,816,0.1,1.25,4.81,1.33,2.21,0.16,0.41,1,68.5,76,0.52,0.45,1.9,1," R"," ."," E03RL4M05"
41,1.19,2,607,915,0.1,1,-0.04,0.94,-0.49,-0.15,0.56,1,74.7,74.4,0.55,0.41,1.19,1," R"," ."," E03LA5M06"
42,1.2,2,607,871,0.1,1,-0.06,0.89,-0.98,0.28,0.55,1,75,74.4,0.55,0.41,1.2,1," R"," ."," E03RL1H10"
43,1.21,2,607,853,0.1,1.02,0.45,0.99,-0.01,0.46,0.53,1,74,74.4,0.55,0.42,1.21,1," R"," ."," E03RI1H12"
44,1.23,2,607,860,0.1,1.18,3.96,1.33,2.7,0.36,0.47,1,68.6,74.4,0.55,0.45,1.23,1," R"," ."," E03RL3H11"
45,1.39,2,607,844,0.1,0.78,-5.29,0.63,-3.56,0.37,0.61,1,80.2,74.5,0.54,0.36,1.39,1," R"," ."," E03WR4H10"
46,1.48,2,607,902,0.1,1.13,2.7,1.06,0.56,-0.31,0.52,1,68.6,74.7,0.54,0.44,1.48,1," R"," ."," E03WR5H10"
47,1.62,2,607,848,0.1,1.13,2.78,1.11,0.89,0.1,0.48,1,71.2,75,0.54,0.44,1.62,1," R"," ."," E03RI1H09"
48,1.95,2,607,847,0.1,1.1,2.08,1.04,0.3,-0.21,0.51,1,72.8,76.2,0.52,0.42,1.95,1," R"," ."," E03LA4H09"
