"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
16,2.04,1,608,331,0.11,1,0.08,0.95,-0.35,0,0.61,1,76.6,77.1,0.61,0.4,2.04,1," R"," ."," E08RL2H11"
17,0.3,2,608,437,0.13,0.98,-0.29,0.72,-1.38,0.38,0.7,1,84.2,85.5,0.66,0.32,0.3,1," R"," ."," E08RL1H11"
18,1.95,1,608,339,0.11,0.86,-2.88,0.8,-1.77,0,0.66,1,82.1,77.4,0.62,0.36,1.95,1," R"," ."," E08WR4H11"
19,0.31,2,608,441,0.13,0.97,-0.33,0.76,-1.17,0.31,0.7,1,85,85.4,0.66,0.32,0.31,1," R"," ."," E08RL1H09"
20,1.24,1,608,397,0.11,1.16,2.65,1.31,2.09,0,0.59,1,75.9,80.1,0.64,0.4,1.24,1," R"," ."," E08RI6H09"
21,1.04,2,608,362,0.12,1.11,1.73,1.08,0.54,0.64,0.66,1,79,81,0.64,0.38,1.04,1," R"," ."," E08RL1H12"
22,2.28,1,608,310,0.11,1.5,8.58,1.7,4.57,0,0.46,1,63.2,76.5,0.6,0.49,2.28,1," R"," ."," E08LA3H09"
23,1.16,2,608,354,0.12,1.27,4.17,1.29,1.9,0.62,0.61,1,73.7,80.4,0.64,0.41,1.16,1," R"," ."," E08RI1H10"
24,1.97,1,608,337,0.11,0.79,-4.36,0.63,-3.45,0,0.68,1,82.4,77.3,0.62,0.35,1.97,1," R"," ."," E08WR4H12"
25,1.65,2,608,406,0.11,0.86,-2.72,0.74,-2.26,-0.53,0.67,1,81.5,78.4,0.63,0.36,1.65,1," R"," ."," E08RL4H11"
26,1.09,1,608,408,0.12,0.9,-1.68,0.77,-1.68,0,0.68,1,81,80.8,0.64,0.35,1.09,1," R"," ."," E08RI8M06"
27,1.66,2,608,388,0.11,0.96,-0.63,0.83,-1.43,-0.3,0.64,1,77.9,78.4,0.63,0.38,1.66,1," R"," ."," E08RI6M07"
28,1.06,1,608,410,0.12,0.88,-1.96,0.78,-1.58,0,0.67,1,83,80.9,0.64,0.34,1.06,1," R"," ."," E08RL3H11"
29,1.69,2,608,370,0.11,0.97,-0.53,0.9,-0.77,-0.11,0.64,1,78.1,78.3,0.62,0.38,1.69,1," R"," ."," E08RL4M08"
30,0.9,1,608,422,0.12,0.79,-3.55,0.56,-3.27,0,0.71,1,85.3,81.8,0.65,0.32,0.9,1," R"," ."," E08RI1M07"
31,1.7,2,608,323,0.11,1.35,5.88,1.62,4.26,0.43,0.53,1,69.9,78.2,0.62,0.45,1.7,1," R"," ."," E08RL6H09"
32,1.6,1,608,368,0.11,0.99,-0.15,0.97,-0.19,0,0.63,1,79.3,78.6,0.63,0.38,1.6,1," R"," ."," E08RL9M08"
33,1.72,2,608,347,0.11,1.19,3.32,1.16,1.31,0.14,0.58,1,72.1,78.2,0.62,0.42,1.72,1," R"," ."," E08RI9H10"
34,1.97,1,608,337,0.11,0.78,-4.56,0.68,-2.92,0,0.68,1,83.9,77.3,0.62,0.35,1.97,1," R"," ."," E08WR4H13"
35,1.76,2,608,368,0.11,0.98,-0.45,0.85,-1.24,-0.15,0.63,1,78.4,78,0.62,0.38,1.76,1," R"," ."," E08LA4H12"
36,2.47,1,608,293,0.11,1.22,4.19,1.2,1.45,0,0.53,1,69.9,76.2,0.59,0.44,2.47,1," R"," ."," E08RL6H10"
37,1.78,2,608,347,0.11,1.02,0.38,0.89,-0.89,0.08,0.62,1,77,77.9,0.62,0.39,1.78,1," R"," ."," E08LA3H10"
38,1.97,1,608,337,0.11,0.88,-2.28,0.74,-2.31,0,0.65,1,80.6,77.3,0.62,0.37,1.97,1," R"," ."," E08RI1H09"
39,1.81,2,608,388,0.11,1.24,4.21,1.29,2.22,-0.45,0.56,1,70.3,77.8,0.62,0.44,1.81,1," R"," ."," E08RI2L01"
40,1.81,2,608,338,0.11,1.03,0.52,0.97,-0.19,0.15,0.62,1,76.4,77.8,0.62,0.4,1.81,1," R"," ."," E08WR9H10"
41,1.88,2,608,370,0.11,1,0.07,0.89,-0.85,-0.29,0.62,1,76.4,77.6,0.62,0.39,1.88,1," R"," ."," E08RI3H12"
42,1.93,2,608,345,0.11,1,0.02,0.97,-0.2,-0.05,0.62,1,77.7,77.4,0.62,0.39,1.93,1," R"," ."," E08RL6L02"
43,1.95,2,608,361,0.11,0.84,-3.24,0.7,-2.71,-0.25,0.67,1,81.3,77.4,0.62,0.36,1.95,1," R"," ."," E08WR2M08"
44,1.18,2,608,357,0.12,0.9,-1.71,0.73,-2.06,0.56,0.7,1,81.2,80.3,0.64,0.35,1.18,1," R"," ."," E08WR4H09"
45,2.09,2,608,328,0.11,1,0.04,0.97,-0.2,-0.01,0.61,1,76.6,77,0.61,0.4,2.09,1," R"," ."," E08WR5M07"
46,2.21,2,608,343,0.11,0.94,-1.14,0.84,-1.27,-0.3,0.63,1,78.3,76.7,0.61,0.39,2.21,1," R"," ."," E08RL6M07"
47,1.43,2,608,357,0.11,0.78,-4.11,0.63,-3.25,0.31,0.7,1,85,79.3,0.63,0.34,1.43,1," R"," ."," E08WR4HSAMPLE"
48,2.26,2,608,334,0.11,1.1,1.91,1,0.03,-0.24,0.59,1,71.9,76.6,0.6,0.42,2.26,1," R"," ."," E08RI6H10"
