"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PostHocDiscrim","Group","Model","ItemID"
31,0.91,2,178,125,0.22,0.71,-2.72,0.51,-2.25,0.08,0.72,1,87.5,81.1,1.37,1,"R ","E08RI8M05"
32,1.07,2,178,122,0.22,0.92,-0.65,0.94,-0.19,0.07,0.66,1,80.3,80.3,1.1,1,"R ","E08RI8H09"
33,1.93,2,178,103,0.2,1.11,1.13,0.98,-0.06,0.03,0.61,1,70.4,76.8,0.87,1,"R ","E08RL6L02"
34,2.21,2,178,96,0.2,1.2,1.95,1.3,1.51,0.03,0.56,1,73.7,76,0.65,1,"R ","E08RL6M07"
35,0.99,2,178,123,0.22,0.76,-2.24,0.66,-1.49,0.09,0.71,1,86.2,80.7,1.3,1,"R ","E08RL6H11"
36,0.86,2,178,126,0.22,0.94,-0.47,0.85,-0.53,0.08,0.66,1,82.9,81.4,1.08,1,"R ","E08LA2M08"
37,0.39,2,178,134,0.24,0.78,-1.76,0.93,-0.11,0.13,0.7,1,87.5,83.8,1.22,1,"R ","E08LA2H11"
1,1.01,2,175,128,0.24,1.21,1.55,1.06,0.31,-0.16,0.63,1,75.9,81.9,0.8,1,"R ","E08RI8M07"
2,0.24,2,175,140,0.26,1.27,1.77,1.22,0.67,-0.16,0.58,1,79.6,84.8,0.75,1,"R ","E08RI8H11"
3,0.45,2,175,136,0.25,1.3,2,1.45,1.3,-0.1,0.59,1,78.8,83.9,0.69,1,"R ","E08RL2L04"
4,1.01,2,175,123,0.24,1.32,2.24,1.58,1.98,0.12,0.61,1,76.6,81.9,0.61,1,"R ","E08RL2M07"
5,0.64,2,175,132,0.25,1.21,1.46,1.66,1.9,-0.03,0.61,1,79.6,83.1,0.72,1,"R ","E08RL2H10"
12,0.89,2,175,129,0.24,0.93,-0.5,0.77,-0.82,-0.1,0.69,1,83.2,82.2,1.1,1,"R ","E08RL9L02"
13,0.83,2,175,130,0.24,0.84,-1.22,0.93,-0.18,-0.1,0.7,1,81.8,82.4,1.16,1,"R ","E08RL9M06"
14,0.64,2,175,131,0.25,0.85,-1.08,0.76,-0.74,0.03,0.71,1,84.7,83.1,1.16,1,"R ","E08RL9H11"
15,-0.24,2,175,143,0.28,0.99,0,1.29,0.72,0.11,0.64,1,87.6,86.9,0.96,1,"R ","E08RI6L01"
16,1.66,2,175,113,0.23,1.33,2.54,1.6,2.45,0,0.6,1,71.5,80.1,0.53,1,"R ","E08RI6M07"
17,2.26,2,175,101,0.22,1.4,3.29,1.4,1.64,0,0.59,1,67.9,77.9,0.43,1,"R ","E08RI6H10"
18,0.95,2,175,126,0.24,1.03,0.24,1.02,0.18,0.02,0.67,1,82.5,82,0.98,1,"R ","E08WR2M05"
19,0.89,2,175,127,0.24,0.79,-1.67,0.86,-0.44,0.02,0.72,1,89.1,82.2,1.21,1,"R ","E08WR2H11"
20,-0.16,2,175,142,0.28,0.84,-1.04,0.43,-1.46,0.1,0.7,1,86.9,86.6,1.21,1,"R ","E08LA1L03"
21,0.76,2,175,129,0.24,1.24,1.72,1.36,1.22,0.03,0.62,1,78.1,82.6,0.73,1,"R ","E08LA1M05"
22,1.71,2,175,112,0.22,1.1,0.82,0.93,-0.26,0,0.67,1,75.2,79.9,0.92,1,"R ","E08LA1H09"
23,-0.33,2,175,144,0.28,0.96,-0.19,1.03,0.23,0.12,0.65,1,89.1,87.3,0.99,1,"R ","E08RL1L02"
24,0.3,2,175,136,0.26,0.77,-1.69,0.48,-1.7,0.05,0.72,1,84.7,84.5,1.27,1,"R ","E08RL1M06"
25,0.3,2,175,136,0.26,0.78,-1.59,0.43,-1.88,0.05,0.72,1,87.6,84.5,1.27,1,"R ","E08RL1H11"
26,0.2,2,175,137,0.26,0.68,-2.44,0.53,-1.38,0.09,0.73,1,92,85,1.32,1,"R ","E08LA5L02"
27,-0.2,2,175,142,0.28,1.08,0.52,0.68,-0.62,0.15,0.65,1,85.4,86.8,0.99,1,"R ","E08LA5M05"
28,1.05,2,175,124,0.24,1.04,0.31,0.87,-0.45,0.03,0.68,1,78.8,81.8,0.99,1,"R ","E08LA5H11"
29,1.49,2,175,116,0.23,0.97,-0.23,1.11,0.56,0.02,0.68,1,84.7,80.6,1,1,"R ","E08WR9L01"
30,1.65,2,175,113,0.23,1.28,2.17,1.35,1.53,0.01,0.62,1,71.5,80.1,0.65,1,"R ","E08WR9M05"
31,1.81,2,175,110,0.22,1.17,1.42,1.06,0.36,0.01,0.65,1,75.2,79.6,0.81,1,"R ","E08WR9H10"
32,0.74,2,175,129,0.25,1.07,0.58,1.3,1.03,0.05,0.65,1,81,82.7,0.89,1,"R ","E08RI1L01"
33,0.68,2,175,130,0.25,0.68,-2.6,0.5,-1.98,0.05,0.75,1,89.8,83,1.35,1,"R ","E08RI1M08"
34,0.2,2,175,137,0.26,0.89,-0.72,0.84,-0.31,0.09,0.69,1,87.6,85,1.1,1,"R ","E08RL4L04"
35,1.69,2,175,112,0.23,1.12,1.02,0.97,-0.06,0.03,0.66,1,76.6,80,0.88,1,"R ","E08RL4M08"
36,1.65,2,175,112,0.23,1.01,0.11,0.88,-0.5,0.06,0.69,1,76.6,80.1,1.03,1,"R ","E08RL4H11"
37,0.27,2,175,136,0.26,0.91,-0.62,1.18,0.59,0.09,0.68,1,86.1,84.7,1.07,1,"R ","E08RI2L03"
38,0.99,2,175,125,0.24,0.89,-0.83,0.75,-0.98,0.03,0.71,1,82.5,81.9,1.15,1,"R ","E08RI2M07"
6,0.27,2,183,151,0.26,1.03,0.26,0.89,-0.16,-0.45,0.64,1,86.3,84.9,0.97,1,"R ","E08RI1L04"
7,0.87,2,183,139,0.25,1.04,0.36,1.27,0.95,-0.2,0.67,1,83.5,83.2,0.92,1,"R ","E08RI1M06"
8,1.16,2,183,134,0.24,1.94,5.61,2.68,4.45,-0.18,0.47,1,66.9,82.8,-0.1,1,"R ","E08RI1H10"
9,-0.49,2,183,156,0.29,0.91,-0.52,0.64,-0.55,-0.08,0.66,1,90.6,88.5,1.1,1,"R ","E08WR4L02"
10,0.16,2,183,146,0.27,0.84,-1.15,0.55,-1.19,0.05,0.72,1,88.5,85.3,1.19,1,"R ","E08WR4M08"
11,1.18,2,183,132,0.24,1.05,0.39,1.02,0.17,-0.08,0.69,1,81.3,82.7,0.96,1,"R ","E08WR4H09"
12,0.96,2,183,138,0.24,1.3,2.07,1.26,0.94,-0.23,0.63,1,76.3,83.1,0.7,1,"R ","E08RL6L04"
13,1.07,2,183,136,0.24,0.95,-0.37,1.04,0.24,-0.22,0.7,1,84.2,83,1.03,1,"R ","E08RL6MSAMPLE"
14,0.85,2,183,137,0.25,1.3,2.04,1.6,1.82,-0.05,0.62,1,77.7,83.3,0.64,1,"R ","E08RL6H12"
15,-0.03,2,183,149,0.27,1.08,0.54,1.33,0.82,0.02,0.65,1,87.1,86.2,0.9,1,"R ","E08LA4L04"
16,0.52,2,183,142,0.26,0.88,-0.88,0.63,-1.13,-0.04,0.72,1,85.6,84,1.15,1,"R ","E08LA4M05"
17,1.76,2,183,121,0.23,1.13,1.04,1.03,0.21,-0.05,0.69,1,79.1,81.2,0.87,1,"R ","E08LA4H12"
18,1.23,2,183,129,0.24,0.96,-0.26,0.8,-0.71,0.04,0.73,1,80.6,82.6,1.08,1,"R ","E08WR3M07"
19,0.37,2,183,142,0.26,1.12,0.85,1.47,1.24,0.11,0.66,1,82.7,84.5,0.85,1,"R ","E08WR3H12"
20,0.29,2,183,143,0.26,0.91,-0.61,0.59,-1.14,0.13,0.72,1,86.3,84.8,1.13,1,"R ","E08RI2L05"
21,0.9,2,183,134,0.25,1.05,0.39,1.25,0.9,0.08,0.69,1,83.5,83.2,0.91,1,"R ","E08RI2H13"
22,0.56,2,183,139,0.25,0.91,-0.61,0.68,-0.96,0.12,0.72,1,84.9,83.9,1.12,1,"R ","E08RL1M07"
23,1.04,2,183,131,0.24,0.91,-0.67,0.74,-0.95,0.11,0.74,1,82,83,1.14,1,"R ","E08RL1H12"
24,1.23,2,183,127,0.24,1.27,1.88,1.31,1.16,0.15,0.66,1,76.3,82.6,0.71,1,"R ","E08RI4M05"
25,0.42,2,183,140,0.26,0.67,-2.59,0.4,-2.08,0.19,0.77,1,91.4,84.4,1.35,1,"R ","E08RI4H12"
26,0.64,2,183,137,0.25,0.73,-2.16,0.43,-2.17,0.16,0.77,1,87.8,83.6,1.32,1,"R ","E08WR2L02"
27,1.95,2,183,115,0.23,1.11,0.89,1.08,0.38,0.07,0.69,1,76.3,80.6,0.88,1,"R ","E08WR2M08"
28,0.27,2,183,141,0.26,1,0.01,0.82,-0.37,0.28,0.71,1,84.9,84.9,1.01,1,"R ","E08WR2H12"
29,1.46,2,183,124,0.23,1.07,0.59,1.08,0.41,0.09,0.7,1,79.9,82.1,0.91,1,"R ","E08RI3L02"
30,0.95,2,183,132,0.24,0.78,-1.76,0.58,-1.64,0.15,0.76,1,87.8,83.2,1.26,1,"R ","E08RI3M08"
31,0.12,2,183,143,0.27,0.79,-1.5,0.41,-1.71,0.3,0.76,1,87.8,85.5,1.26,1,"R ","E08RI3H09"
32,0.03,2,183,144,0.27,0.74,-1.9,0.36,-1.88,0.32,0.77,1,88.5,85.9,1.31,1,"R ","E08RL3L03"
33,0.03,2,183,144,0.27,0.98,-0.06,0.88,-0.15,0.32,0.71,1,85.6,85.9,1.02,1,"R ","E08RL3H12"
34,1.32,2,183,126,0.24,0.83,-1.32,0.65,-1.45,0.11,0.76,1,84.9,82.4,1.21,1,"R ","E08LA5L01"
35,0.12,2,183,143,0.27,0.66,-2.61,0.33,-2.08,0.3,0.78,1,89.2,85.5,1.37,1,"R ","E08LA5MSAMPLE"
13,-0.43,2,183,159,0.29,1.04,0.27,0.67,-0.58,-0.17,0.61,1,89.3,90.3,1.02,1,"R ","E08RL2L01"
14,0.16,2,183,152,0.26,1.06,0.4,0.82,-0.38,-0.17,0.61,1,85.5,87.4,0.98,1,"R ","E08RL2M05"
15,0.73,2,183,140,0.24,0.97,-0.13,0.94,-0.12,0.01,0.64,1,86.2,84.6,1.02,1,"R ","E08RL2H09"
16,-1.16,2,183,161,0.35,0.97,-0.05,0.43,-0.78,0.38,0.68,1,93.1,93.3,1.07,1,"R ","E08LA3L01"
17,1.27,2,183,130,0.22,0.95,-0.39,1.02,0.18,-0.01,0.64,1,83.6,82,1.04,1,"R ","E08LA3M06"
18,1.78,2,183,119,0.2,1.15,1.38,1.04,0.25,-0.02,0.59,1,74.2,79,0.83,1,"R ","E08LA3H10"
19,-0.26,2,183,151,0.28,0.87,-0.71,0.55,-1.01,0.32,0.71,1,90.6,89.4,1.13,1,"R ","E08WR9L04"
20,0.9,2,183,136,0.23,0.88,-0.9,0.74,-1.03,0.06,0.68,1,86.8,83.9,1.14,1,"R ","E08WR9M08"
21,0.49,2,183,143,0.25,0.99,-0.04,0.66,-1.13,0.08,0.66,1,84.9,85.8,1.07,1,"R ","E08WR9H11"
22,0.76,2,183,138,0.24,0.94,-0.36,0.85,-0.46,0.09,0.66,1,84.9,84.5,1.06,1,"R ","E08RI9M07"
23,1.72,2,183,120,0.21,1.03,0.28,1.01,0.11,-0.01,0.62,1,76.7,79.4,0.97,1,"R ","E08RI9H10"
24,0.03,2,183,150,0.27,0.84,-0.96,0.7,-0.72,0.09,0.68,1,90.6,88,1.13,1,"R ","E08RL9L01"
25,0.63,2,183,141,0.24,0.74,-1.92,0.67,-1.15,0.06,0.71,1,88.7,85.1,1.23,1,"R ","E08RL9M05"
26,0.56,2,183,142,0.24,0.91,-0.62,0.97,0.01,0.07,0.67,1,86.8,85.4,1.08,1,"R ","E08RL9H12"
27,0.22,2,183,147,0.26,0.82,-1.18,0.56,-1.33,0.11,0.7,1,89.9,87.1,1.18,1,"R ","E08RI5L02"
28,-0.05,2,183,151,0.27,0.75,-1.57,0.46,-1.51,0.11,0.71,1,90.6,88.4,1.22,1,"R ","E08RI5M07"
29,1.14,2,183,132,0.22,1.14,1.05,1.31,1.28,0.02,0.59,1,81.1,82.7,0.82,1,"R ","E08RI5H12"
30,0.29,2,183,145,0.26,0.66,-2.43,0.44,-1.92,0.16,0.74,1,89.9,86.8,1.31,1,"R ","E08WR1M08"
31,0.98,2,183,135,0.23,1.01,0.15,0.82,-0.66,0.03,0.65,1,79.9,83.5,1.03,1,"R ","E08WR1H11"
32,1.81,2,183,118,0.2,1.15,1.35,1.13,0.69,-0.02,0.58,1,77.4,78.8,0.8,1,"R ","E08RI2L01"
33,0.46,2,183,143,0.25,0.93,-0.41,0.72,-0.87,0.11,0.68,1,84.9,85.9,1.09,1,"R ","E08RI2M10"
34,0.39,2,183,144,0.25,0.94,-0.36,1.37,1.1,0.12,0.65,1,87.4,86.3,0.99,1,"R ","E08RI2H14"
35,0.63,2,183,141,0.24,0.74,-1.94,0.48,-2.1,0.06,0.72,1,88.7,85.1,1.27,1,"R ","E08RL6L01"
36,1.17,2,183,131,0.22,1.3,2.18,1.24,1.02,0.04,0.56,1,76.7,82.5,0.69,1,"R ","E08RL6M06"
37,1.7,2,183,120,0.21,1.11,0.98,0.92,-0.33,0.01,0.61,1,73,79.5,0.92,1,"R ","E08RL6H09"
38,1.57,2,183,123,0.21,1.16,1.4,1.22,1.04,0.01,0.58,1,74.8,80.4,0.79,1,"R ","E08RL3M06"
39,0.35,2,183,143,0.25,0.89,-0.72,0.81,-0.5,0.22,0.69,1,86.8,86.5,1.11,1,"R ","E08RL3H10"
