"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
16,0.88,1,665,378,0.1,1.08,1.69,1,0.03,0,0.57,1,73.3,76.8,0.59,0.41,0.88,1," R"," ."," E04RF3H11"
17,0.67,2,665,444,0.1,0.84,-3.45,0.67,-3.25,-0.49,0.65,1,80.4,77.4,0.59,0.36,0.67,1," R"," ."," E04RI6M05"
18,1.05,1,665,361,0.1,1.06,1.26,1.16,1.42,0,0.56,1,76.1,76.5,0.59,0.41,1.05,1," R"," ."," E04RI4M08"
19,0.61,2,665,406,0.1,1.08,1.58,1.08,0.7,-0.01,0.57,1,75.8,77.7,0.59,0.41,0.61,1," R"," ."," E04RF3H10"
20,0.12,2,665,378,0.11,1.14,2.47,1.19,1.31,0.77,0.63,1,75.5,79.7,0.6,0.4,0.12,1," R"," ."," E04RL1H10"
21,0.74,2,665,417,0.1,1.05,1.09,1.09,0.85,-0.26,0.57,1,76.4,77.2,0.59,0.4,0.74,1," R"," ."," E04LA3M05"
22,2.66,1,665,201,0.1,0.79,-4.35,0.62,-2.7,0,0.59,1,84.8,79,0.52,0.34,2.66,1," R"," ."," E04WR4HSAMPLE"
23,0.74,2,665,445,0.1,0.85,-3.2,0.84,-1.5,-0.57,0.64,1,82.1,77.2,0.59,0.36,0.74,1," R"," ."," E04WR5M07"
24,1.71,1,665,294,0.1,1.21,4.17,1.33,2.54,0,0.49,1,71.2,76.2,0.56,0.44,1.71,1," R"," ."," E04RL2H11"
25,0.77,2,665,376,0.1,1,-0.05,0.97,-0.22,0.14,0.6,1,77.2,77.1,0.59,0.39,0.77,1," R"," ."," E04LA1M06"
26,2.13,1,665,251,0.1,1.35,6.53,1.52,3.41,0,0.42,1,66.8,77,0.54,0.46,2.13,1," R"," ."," E04RI2HSAMPLE"
27,0.89,2,665,385,0.1,0.83,-3.73,0.65,-3.59,-0.08,0.65,1,80.4,76.8,0.59,0.36,0.89,1," R"," ."," E04RL1H09"
28,2.44,1,665,221,0.1,0.81,-4.04,0.64,-2.71,0,0.6,1,82.1,78.1,0.53,0.35,2.44,1," R"," ."," E04WR4H13"
29,0.94,2,665,328,0.1,1.13,2.74,1.18,1.63,0.44,0.56,1,71.7,76.7,0.59,0.42,0.94,1," R"," ."," E04RL1H11"
30,1.83,1,665,282,0.1,1.53,9.77,1.79,5.24,0,0.37,1,61.6,76.3,0.56,0.5,1.82,1," R"," ."," E04LA2HSAMPLE"
31,0.95,2,665,357,0.1,0.95,-1.01,0.82,-1.74,0.14,0.61,1,77.2,76.7,0.59,0.39,0.95,1," R"," ."," E04RL9H09"
32,1.37,1,665,329,0.1,1.1,2.2,1.06,0.53,0,0.54,1,72,76.1,0.58,0.42,1.37,1," R"," ."," E04RI1H10"
33,0.99,2,665,323,0.1,1.11,2.34,1.16,1.42,0.44,0.56,1,72.9,76.6,0.59,0.42,0.99,1," R"," ."," E04WR5M08"
34,1.3,1,665,336,0.1,1.02,0.39,1.12,1.13,0,0.57,1,75.9,76.2,0.58,0.41,1.3,1," R"," ."," E04RI1H12"
35,0.96,2,665,422,0.1,0.83,-3.9,0.74,-2.59,-0.53,0.65,1,82.4,76.7,0.59,0.36,0.96,1," R"," ."," E04RL1M06"
36,1.02,1,665,364,0.1,0.93,-1.54,0.79,-2.09,0,0.62,1,77.8,76.5,0.59,0.38,1.02,1," R"," ."," E04RL6H11"
37,1.02,2,665,375,0.1,1.07,1.49,1,0.03,-0.1,0.57,1,74.2,76.5,0.59,0.41,1.02,1," R"," ."," E04LA1H10"
38,3.13,1,665,160,0.11,0.83,-3.16,0.74,-1.51,0,0.54,1,85.6,81.4,0.48,0.33,3.13,1," R"," ."," E04WR4H14"
39,1.19,2,665,356,0.1,1.11,2.25,1,0.06,-0.09,0.55,1,72.6,76.3,0.58,0.42,1.19,1," R"," ."," E04RI9M08"
40,1.12,2,665,360,0.1,0.98,-0.51,0.93,-0.6,-0.06,0.59,1,77.7,76.4,0.58,0.4,1.12,1," R"," ."," E04LA4M05"
41,1.36,2,665,350,0.1,1.45,8.49,1.59,4.64,-0.19,0.43,1,62.3,76.1,0.58,0.48,1.36,1," R"," ."," E04RI4H09"
42,0.62,2,665,311,0.1,0.98,-0.38,0.88,-1.01,0.92,0.66,1,78.5,77.6,0.59,0.39,0.62,1," R"," ."," E04WR4H11"
43,1.43,2,665,329,0.1,0.95,-1.05,0.9,-0.91,-0.06,0.59,1,78.6,76.1,0.57,0.39,1.43,1," R"," ."," E04RL6M05"
44,2.28,2,665,312,0.1,1.19,3.61,1.23,1.57,-0.71,0.57,1,72.3,77.5,0.54,0.43,2.28,1," R"," ."," E04RI9H12"
45,1.7,2,665,340,0.1,1.26,5.2,1.26,2.08,-0.43,0.51,1,69.3,76.2,0.56,0.45,1.7,1," R"," ."," E04RL3H10"
46,2.64,2,665,223,0.1,1.15,2.81,1.16,1.02,-0.21,0.5,1,75.3,79,0.52,0.41,2.64,1," R"," ."," E04RI1H09"
47,1.15,2,665,247,0.1,0.94,-1.32,0.82,-1.78,1.03,0.63,1,77.2,76.3,0.58,0.39,1.15,1," R"," ."," E04WR4H10"
48,1.81,2,665,193,0.1,0.85,-3.44,0.68,-2.87,0.94,0.59,1,79.1,76.3,0.56,0.37,1.81,1," R"," ."," E04WR4H09"
