"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
1,-2.51,2,665,610,0.19,0.85,-1.14,0.55,-1.39,-0.54,0.59,1,94.8,94.3,0.6,0.19,-2.5,1," R"," ."," E04RF3L01"
2,-2.51,2,665,600,0.19,0.9,-0.74,0.84,-0.36,-0.09,0.61,1,95.4,94.3,0.6,0.2,-2.5,1," R"," ."," E04RF3L02"
3,-1.41,2,665,586,0.14,0.8,-2.36,0.48,-2.35,-0.75,0.6,1,91.8,89.8,0.61,0.25,-1.41,1," R"," ."," E04RL3L04"
4,-1.01,2,665,553,0.13,0.99,-0.15,0.89,-0.41,-0.36,0.58,1,86.6,87.4,0.61,0.31,-1.01,1," R"," ."," E04RI1L04"
5,-1.29,2,665,547,0.14,0.8,-2.47,0.39,-3.03,0.04,0.68,1,89.9,89.1,0.61,0.26,-1.29,1," R"," ."," E04WR4L02"
6,-0.81,2,665,539,0.12,0.66,-5.25,0.36,-3.97,-0.3,0.69,1,90.2,86.1,0.61,0.26,-0.81,1," R"," ."," E04WR4L03"
7,-0.32,2,665,488,0.11,0.88,-2.02,0.64,-2.34,-0.02,0.65,1,83.9,82.5,0.61,0.33,-0.32,1," R"," ."," E04RL6L01"
8,-0.02,2,665,459,0.11,1.02,0.29,0.95,-0.32,0.04,0.6,1,80.9,80.5,0.6,0.37,-0.02,1," R"," ."," E04RI2M07"
9,0.01,2,665,495,0.11,0.83,-3.25,0.71,-2.16,-0.45,0.63,1,85.4,80.3,0.6,0.33,0.01,1," R"," ."," E04WR9M08"
10,-0.62,2,665,471,0.12,0.92,-1.27,0.58,-2.42,0.5,0.7,1,83.9,84.7,0.61,0.32,-0.62,1," R"," ."," E04WR4M08"
11,-0.37,2,665,472,0.11,0.77,-4.07,0.49,-3.48,0.23,0.71,1,84.2,82.9,0.61,0.3,-0.37,1," R"," ."," E04WR4M05"
12,0.12,2,665,450,0.11,1.14,2.44,1.28,1.86,0,0.55,1,75.2,79.7,0.6,0.4,0.12,1," R"," ."," E04RI9M05"
13,0.45,2,665,439,0.1,1.07,1.46,1.09,0.78,-0.21,0.56,1,75.2,78.2,0.6,0.4,0.45,1," R"," ."," E04RF4M06"
14,0.58,2,665,458,0.1,0.88,-2.58,0.87,-1.13,-0.56,0.62,1,80.5,77.8,0.6,0.36,0.58,1," R"," ."," E04WR3M08"
15,-0.16,2,665,459,0.11,0.73,-5.1,0.54,-3.43,0.18,0.71,1,85.9,81.4,0.6,0.31,-0.16,1," R"," ."," E04WR4M07"
