"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PostHocDiscrim","Group","Model","ItemID"
1,-0.59,2,203,169,0.27,0.98,-0.05,0.87,-0.24,-0.15,0.66,1,84.3,85.3,1.02,1,"R ","E11RI2M09"
2,-0.6,2,203,167,0.27,1.3,1.88,1.38,1.02,0,0.61,1,79.9,85.3,0.71,1,"R ","E11RI2H10"
3,-1.42,2,203,179,0.3,0.85,-0.88,0.97,0.15,-0.14,0.61,1,91.8,88,1.09,1,"R ","E11RL1L01"
4,-0.45,2,203,163,0.26,0.8,-1.4,0.47,-1.77,0.13,0.74,1,86.6,84.7,1.25,1,"R ","E11RL1M07"
5,-0.9,2,203,174,0.28,1.09,0.6,0.83,-0.27,-0.23,0.61,1,84.3,86.3,0.95,1,"R ","E11RL1H09"
6,-0.2,2,203,166,0.25,1.33,2.14,1.31,1,-0.34,0.59,1,78.4,83.9,0.66,1,"R ","E11RI5L02"
7,-0.06,2,203,160,0.25,1.51,3.13,1.65,1.92,-0.07,0.59,1,74.6,83.4,0.47,1,"R ","E11RI5M05"
8,0.66,2,203,148,0.24,1.41,2.81,1.64,2.3,-0.07,0.63,1,73.9,81.6,0.5,1,"R ","E11RI5H12"
9,-1.24,2,203,179,0.29,0.78,-1.44,0.38,-1.38,-0.33,0.64,1,89.6,87.4,1.25,1,"R ","E11WR4L01"
10,-0.11,2,203,156,0.25,0.82,-1.32,0.69,-1.05,0.23,0.75,1,86.6,83.6,1.2,1,"R ","E11WR4M05"
11,0.56,2,203,144,0.24,0.97,-0.19,0.89,-0.37,0.24,0.74,1,82.1,81.9,1.04,1,"R ","E11WR4H12"
12,-0.9,2,203,172,0.28,0.69,-2.2,1.03,0.2,-0.07,0.7,1,91.8,86.3,1.27,1,"R ","E11LA1L04"
13,1.35,2,203,135,0.23,1.25,2.05,1.33,1.23,-0.06,0.68,1,73.1,79.1,0.64,1,"R ","E11LA1H10"
14,0.12,2,203,157,0.25,1.21,1.42,1.48,1.6,-0.06,0.65,1,78.4,83,0.75,1,"R ","E11RL2L03"
