"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PostHocDiscrim","Group","Model","ItemID"
1,-0.55,2,215,185,0.29,0.92,-0.42,1.62,1.18,-0.37,0.68,1,89.8,87.9,1,1,"R ","E07RI5L04"
2,-0.82,2,215,187,0.31,0.95,-0.25,0.86,-0.05,-0.3,0.69,1,92,89.3,1.03,1,"R ","E07RI5M06"
3,-0.01,2,215,178,0.27,0.85,-1.05,1.04,0.24,-0.3,0.72,1,90.5,85.4,1.11,1,"R ","E07RI5H09"
4,-0.34,2,215,181,0.28,0.88,-0.76,0.51,-1.14,-0.21,0.73,1,86.9,86.8,1.16,1,"R ","E07RL1L02"
5,0.42,2,215,168,0.25,1.02,0.17,0.89,-0.25,-0.02,0.72,1,83.2,83.9,0.99,1,"R ","E07RL1M06"
6,0.68,2,215,163,0.25,1.32,2.17,1.49,1.61,0.03,0.68,1,76.6,83.1,0.67,1,"R ","E07RL1H10"
7,-1.11,2,215,189,0.32,0.95,-0.21,0.37,-1,-0.22,0.7,1,90.5,90.7,1.12,1,"R ","E07RI3LSAMPLE"
8,1.5,2,215,152,0.23,1.03,0.27,1.29,1.28,-0.17,0.72,1,80.3,80.2,0.91,1,"R ","E07RI3H10"
9,-1,2,215,189,0.32,0.8,-1.06,0.4,-1,-0.35,0.71,1,92,90.2,1.19,1,"R ","E07WR4L01"
10,-0.05,2,215,176,0.27,0.73,-1.98,0.41,-1.8,-0.1,0.76,1,89.1,85.5,1.3,1,"R ","E07WR4M06"
11,1.01,2,215,158,0.24,0.93,-0.48,0.84,-0.62,-0.01,0.75,1,83.2,82.1,1.09,1,"R ","E07WR4H09"
12,0.6,2,215,164,0.25,0.99,-0.05,0.82,-0.58,0.05,0.74,1,84.7,83.3,1.04,1,"R ","E07WR1L01"
13,0.54,2,215,165,0.25,0.82,-1.35,0.82,-0.54,0.05,0.76,1,86.9,83.5,1.18,1,"R ","E07WR1M05"
14,2.02,2,215,137,0.22,1.36,2.92,1.58,2.21,0.05,0.66,1,72.3,78.2,0.45,1,"R ","E07WR1H09"
15,-0.64,2,215,180,0.3,0.98,-0.05,1.04,0.25,0.18,0.72,1,89.1,88.3,0.99,1,"R ","E07RL2M05"
16,0.47,2,215,166,0.25,1.22,1.51,1.31,1.02,0.05,0.69,1,78.8,83.7,0.77,1,"R ","E07RL2H11"
17,1.18,2,215,154,0.23,1.27,1.95,1.51,1.97,0.04,0.68,1,76.6,81.5,0.66,1,"R ","E07LA2H09"
18,-0.54,2,215,179,0.29,0.92,-0.47,0.65,-0.62,0.16,0.74,1,86.9,87.8,1.09,1,"R ","E07RI4L02"
19,0.01,2,215,172,0.27,0.73,-1.97,0.45,-1.7,0.13,0.78,1,90.5,85.3,1.29,1,"R ","E07RI4M06"
20,0.9,2,215,159,0.24,0.95,-0.37,0.76,-0.94,0.04,0.75,1,83.2,82.5,1.09,1,"R ","E07RI4H11"
21,-0.52,2,215,178,0.29,0.76,-1.54,0.36,-1.54,0.23,0.77,1,89.1,87.7,1.26,1,"R ","E07RL9L01"
22,1.02,2,215,157,0.24,1.26,1.84,1.15,0.65,0.04,0.7,1,75.2,82.1,0.76,1,"R ","E07RL9M06"
23,2.25,2,215,132,0.22,1.1,0.9,1.12,0.56,0.06,0.7,1,75.9,77.4,0.84,1,"R ","E07RL9H11"
24,0.34,2,215,168,0.25,1.23,1.53,1.08,0.35,0.06,0.7,1,75.9,84.2,0.8,1,"R ","E07WR3L01"
25,1.07,2,215,156,0.24,0.72,-2.29,0.64,-1.64,0.04,0.78,1,90.5,81.9,1.31,1,"R ","E07WR3M08"
