"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
16,0.03,1,597,900,0.1,1.07,1.73,1.01,0.18,0,0.49,1,65.8,70.8,0.51,0.45,0.03,1," R"," ."," M05NBT1.2_M05"
17,0.31,2,597,841,0.1,1.21,5.52,1.23,2.5,0.27,0.38,1,58.5,69.8,0.49,0.48,0.31,1," R"," ."," M05GEO2.4_H12"
18,1.62,1,597,739,0.11,1.16,2.86,1.18,1.21,0,0.3,1,73.2,77.7,0.37,0.42,1.62,1," R"," ."," M05NBT2.6_H09"
19,0.44,2,597,867,0.1,1,-0.05,0.98,-0.2,-0.09,0.48,1,69.9,69.8,0.47,0.44,0.44,1," R"," ."," M05NOF2.5BL01"
20,-0.49,1,597,953,0.1,0.79,-4.95,0.77,-2.85,0,0.64,1,82.6,74.3,0.55,0.37,-0.49,1," R"," ."," M05NOF2.4AM05"
21,0.63,2,597,820,0.1,1.03,0.7,0.94,-0.63,0.15,0.44,1,68.3,69.9,0.46,0.44,0.63,1," R"," ."," M05MED2.2_M05"
22,1.3,1,597,768,0.1,1.16,3.4,1.24,1.72,0,0.32,1,70.7,74.5,0.4,0.44,1.3,1," R"," ."," M05MED3.5BH10"
23,0.74,2,597,856,0.1,0.91,-2.57,0.81,-1.98,-0.28,0.53,1,73.3,70.3,0.45,0.41,0.74,1," R"," ."," M05NBT1.3BM05"
24,1.02,1,597,795,0.1,0.96,-0.89,0.92,-0.72,0,0.44,1,73,72.2,0.42,0.42,1.02,1," R"," ."," M05MED1.1_M05"
25,0.79,2,597,849,0.1,1.31,7.55,1.3,2.76,-0.27,0.36,1,57.6,70.6,0.44,0.5,0.79,1," R"," ."," M05MED3.4_H10"
26,1.81,1,597,723,0.11,1.23,3.73,1.31,1.83,0,0.25,1,75.5,79.8,0.36,0.42,1.81,1," R"," ."," M05NBT1.2_H12"
27,0.87,2,597,808,0.1,0.97,-0.88,0.9,-0.96,0.03,0.45,1,72.6,71.1,0.44,0.42,0.87,1," R"," ."," M05NBT1.1_H10"
28,0.77,1,597,821,0.1,0.91,-2.4,0.81,-2,0,0.49,1,72.3,70.5,0.45,0.41,0.77,1," R"," ."," M05GEO1.2_M05"
29,0.9,2,597,798,0.1,0.95,-1.18,0.88,-1.17,0.1,0.44,1,71.2,71.3,0.44,0.42,0.9,1," R"," ."," M05NOF1.1_H12"
30,0.66,1,597,833,0.1,0.99,-0.25,0.92,-0.83,0,0.46,1,69.9,70,0.46,0.43,0.66,1," R"," ."," M05OAT1.2_H09"
31,0.31,2,597,894,0.1,0.85,-4.33,0.78,-2.75,-0.21,0.57,1,75.8,69.8,0.49,0.4,0.31,1," R"," ."," M05OAT1.2_M05"
32,2.22,1,597,693,0.12,1.14,1.86,1.21,1.11,0,0.25,1,83.5,84,0.32,0.37,2.22,1," R"," ."," M05NBT2.6_H12"
33,1.9,2,597,738,0.11,1.32,4.73,1.67,3.44,-0.26,0.27,1,76,80.7,0.35,0.43,1.9,1," R"," ."," M05MED1.1_H12"
34,1.13,1,597,784,0.1,0.93,-1.67,0.87,-1.11,0,0.44,1,75,73,0.41,0.41,1.13,1," R"," ."," M05NOF2.4BH09"
35,1.16,2,597,790,0.1,1.03,0.79,0.96,-0.27,-0.08,0.42,1,71.4,73.2,0.41,0.43,1.16,1," R"," ."," M05NBT2.5_H09"
36,0.68,1,597,831,0.1,0.95,-1.41,0.87,-1.38,0,0.48,1,71.4,70.1,0.45,0.42,0.68,1," R"," ."," M05NOF2.4BH11"
37,1.64,2,597,768,0.11,1.27,4.65,1.2,1.3,-0.33,0.35,1,69.2,77.9,0.37,0.44,1.64,1," R"," ."," M05NOF1.1_L01"
38,1.45,1,597,754,0.1,1.09,1.81,1.02,0.19,0,0.35,1,74.1,76,0.39,0.42,1.45,1," R"," ."," M05MED3.5BH09"
39,1.26,2,597,813,0.1,1.08,1.73,0.98,-0.14,-0.39,0.46,1,70.8,74.2,0.4,0.43,1.26,1," R"," ."," M05OAT1.1_M07"
40,1.34,2,597,739,0.1,1.03,0.71,1.02,0.16,0.28,0.32,1,73.7,74.9,0.4,0.42,1.34,1," R"," ."," M05NBT1.4_M05"
41,1.37,2,597,779,0.1,1.02,0.34,0.96,-0.23,-0.18,0.43,1,74.4,75.2,0.39,0.41,1.37,1," R"," ."," M05NOF1.1_H11"
42,1.44,2,597,790,0.1,1.06,1.31,1.04,0.31,-0.35,0.45,1,74.1,75.9,0.39,0.42,1.44,1," R"," ."," M05OAT1.1_L03"
43,1.58,2,597,756,0.11,1.1,1.97,0.96,-0.2,-0.14,0.38,1,73.7,77.3,0.38,0.42,1.58,1," R"," ."," M05MED3.4_H09"
44,1.22,2,597,736,0.1,0.96,-0.83,0.94,-0.41,0.43,0.34,1,75.7,73.8,0.41,0.41,1.22,1," R"," ."," M05NOF2.5BM06"
45,1.69,2,597,791,0.11,1.27,4.65,1.2,1.28,-0.6,0.43,1,70.5,78.5,0.37,0.44,1.69,1," R"," ."," M05NBT2.5_M08"
46,1.06,2,597,781,0.1,0.91,-2.21,0.85,-1.36,0.11,0.44,1,77.3,72.4,0.42,0.41,1.06,1," R"," ."," M05GEO1.2_L01"
47,1.89,2,597,760,0.11,1.33,4.89,1.49,2.63,-0.48,0.36,1,73.9,80.6,0.35,0.43,1.89,1," R"," ."," M05NOF2.5BM07"
48,1.94,2,597,711,0.11,1.04,0.61,0.97,-0.12,0.03,0.32,1,81.6,81.1,0.34,0.38,1.94,1," R"," ."," M05NBT1.4_H09"
