"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PostHocDiscrim","Group","Model","ItemID"
18,1.89,2,243,72,0.16,1.26,3.66,1.22,1.17,-0.01,0.31,1,64.9,73.1,0.46,1,"R ","M06EXE2.7_H09"
19,0.75,2,243,119,0.15,1.04,0.62,0.96,-0.28,0.03,0.5,1,65.3,70.4,0.94,1,"R ","M06GEO1.1_L01"
20,1.24,2,243,99,0.15,1.01,0.23,0.99,0,0,0.47,1,72.1,69.5,0.96,1,"R ","M06GEO1.1_M05"
21,2.22,2,243,59,0.17,1.18,2.17,1.4,1.71,0.02,0.29,1,74.3,76.5,0.63,1,"R ","M06GEO1.1_H09"
22,0.75,2,243,118,0.15,0.89,-1.85,0.82,-1.65,0.04,0.56,1,76.1,70.3,1.29,1,"R ","M06TNS3.6AL01"
23,0.17,2,243,142,0.16,1.1,1.27,1,0.01,0.05,0.53,1,69.8,74.4,0.87,1,"R ","M06TNS3.6AM05"
24,0.7,2,243,121,0.15,0.85,-2.53,0.78,-2.11,0.03,0.58,1,77.9,70.6,1.38,1,"R ","M06TNS3.6AH09"
25,0.58,2,243,126,0.15,0.96,-0.55,0.95,-0.44,0.03,0.54,1,72.5,71.3,1.09,1,"R ","M06RPR1.1_L01"
26,1.17,2,243,102,0.15,0.91,-1.68,0.85,-1.17,0,0.52,1,73.9,69.4,1.27,1,"R ","M06RPR1.1_M05"
27,0.93,2,243,111,0.15,0.9,-1.82,0.85,-1.27,0.02,0.54,1,74.3,69.6,1.28,1,"R ","M06RPR1.1_H09"
28,-0.23,2,243,156,0.17,0.78,-2.71,0.71,-2.22,0.07,0.67,1,83.8,77.6,1.32,1,"R ","M06TNS3.6CL01"
29,-0.26,2,243,157,0.17,0.71,-3.57,0.56,-3.6,0.07,0.71,1,84.2,77.9,1.43,1,"R ","M06TNS3.6CM05"
30,-0.42,2,243,162,0.17,0.71,-3.38,0.54,-3.51,0.09,0.72,1,82.9,79.3,1.4,1,"R ","M06TNS3.6CH12"
31,-0.38,2,243,161,0.17,0.81,-2.15,0.75,-1.74,0.08,0.67,1,85.1,79,1.25,1,"R ","M06STP2.5CL01"
32,-1.06,2,243,179,0.2,0.82,-1.5,0.55,-2.33,0.17,0.73,1,85.1,85,1.21,1,"R ","M06STP2.5CM05"
33,-0.32,2,243,159,0.17,1.06,0.67,0.97,-0.13,0.08,0.58,1,75.2,78.5,0.95,1,"R ","M06STP2.5CH09"
34,0.98,2,243,109,0.15,0.98,-0.33,0.91,-0.76,0.02,0.5,1,68.9,69.5,1.08,1,"R ","M06EXE2.8_L01"
35,1.43,2,243,90,0.15,1.12,1.99,1.08,0.61,0.02,0.4,1,65.3,70.1,0.7,1,"R ","M06EXE2.8_M06"
36,0.79,2,243,117,0.15,1.06,0.99,1,0,0.03,0.49,1,67.6,70.2,0.88,1,"R ","M06EXE2.8_H09"
1,2.28,2,270,80,0.15,1.16,2.29,1.53,2.94,-0.13,0.29,1,72.5,75,0.62,1,"R ","M06TNS2.4_L02"
2,1.01,2,270,135,0.14,1.22,3.79,1.44,4.28,0.04,0.32,1,64.9,69.9,0.34,1,"R ","M06TNS2.4_H12"
3,-0.98,2,270,227,0.19,0.95,-0.4,0.72,-1.34,-0.28,0.51,1,84.7,85.6,1.08,1,"R ","M06TNS1.1_L02"
4,0.16,2,270,190,0.15,1.22,2.88,1.26,2.14,-0.28,0.34,1,70.6,75.6,0.63,1,"R ","M06TNS1.1_M07"
5,0.81,2,270,155,0.14,1.02,0.35,1.24,2.41,-0.15,0.44,1,72.9,70.8,0.88,1,"R ","M06TNS1.1_H12"
12,-0.51,2,270,204,0.17,0.76,-2.74,0.58,-2.94,0.02,0.66,1,85.5,81.6,1.3,1,"R ","M06STP2.5BL02"
13,-0.54,2,270,205,0.17,0.81,-2.01,0.76,-1.48,0.03,0.62,1,84.4,81.9,1.23,1,"R ","M06STP2.5BM06"
14,0.85,2,270,147,0.14,0.82,-3.36,0.78,-2.61,-0.03,0.57,1,79,70.6,1.44,1,"R ","M06STP2.5BH11"
15,1.43,2,270,117,0.14,1.23,4.03,1.42,3.7,-0.03,0.3,1,63.7,69.2,0.31,1,"R ","M06EXE2.7_L02"
16,1.33,2,270,122,0.14,1.11,1.97,1.05,0.58,-0.03,0.39,1,63.4,69.1,0.74,1,"R ","M06EXE2.7_M06"
17,2,2,270,88,0.15,1.15,2.33,1.38,2.57,-0.02,0.3,1,69.1,72.3,0.6,1,"R ","M06EXE2.7_H12"
18,-0.14,2,270,184,0.16,0.87,-1.67,0.92,-0.59,0.16,0.59,1,80.9,78.2,1.17,1,"R ","M06GEO1.1_L02"
19,0.95,2,270,136,0.14,1.17,2.98,1.15,1.59,0.08,0.37,1,61.5,70.1,0.58,1,"R ","M06GEO1.1_M06"
20,1.93,2,270,89,0.14,1.11,1.77,1.17,1.3,0.03,0.33,1,70.2,71.8,0.73,1,"R ","M06GEO1.1_H10"
21,1.17,2,270,127,0.14,1.03,0.59,1.01,0.19,0.04,0.43,1,68.3,69.4,0.92,1,"R ","M06TNS3.6AL02"
22,0.74,2,270,148,0.14,1.05,0.86,1.07,0.74,0.05,0.45,1,69.5,71.1,0.88,1,"R ","M06TNS3.6AM06"
23,0.34,2,270,166,0.15,0.99,-0.15,0.92,-0.72,0.09,0.51,1,72.1,74,1.04,1,"R ","M06TNS3.6AH10"
24,-1.07,2,270,212,0.19,0.95,-0.39,0.71,-1.31,0.35,0.65,1,85.1,86.3,1.08,1,"R ","M06RPR1.1_L02"
25,0.47,2,270,160,0.14,0.94,-0.91,0.89,-1.06,0.08,0.53,1,75.6,73,1.13,1,"R ","M06RPR1.1_M06"
26,0.45,2,270,159,0.15,1.03,0.43,1,0.04,0.12,0.49,1,72.1,73.1,0.96,1,"R ","M06RPR1.1_H10"
27,-1.16,2,270,213,0.2,0.96,-0.28,0.86,-0.55,0.41,0.66,1,86.3,87,1.06,1,"R ","M06TNS3.6CL02"
28,-0.98,2,270,210,0.19,0.85,-1.28,0.63,-1.9,0.32,0.68,1,86.6,85.6,1.16,1,"R ","M06TNS3.6CM06"
29,-1.34,2,270,218,0.21,0.98,-0.11,0.67,-1.33,0.43,0.67,1,87,88.2,1.07,1,"R ","M06TNS3.6CH11"
30,-0.64,2,270,200,0.17,0.86,-1.45,0.67,-2.03,0.27,0.66,1,84.7,82.8,1.18,1,"R ","M06STP2.5CL02"
31,-0.03,2,270,180,0.15,0.89,-1.44,0.83,-1.38,0.14,0.58,1,81.7,77.2,1.17,1,"R ","M06STP2.5CH10"
32,0.34,2,270,165,0.15,1.01,0.24,1.36,3.08,0.11,0.47,1,76.3,74,0.9,1,"R ","M06EXE2.8_M07"
6,-0.08,2,223,154,0.18,0.99,-0.12,1.01,0.11,-0.19,0.58,1,78.5,78.6,1.01,1,"R ","M06EXE1.1_L02"
7,0.55,2,223,131,0.17,0.93,-0.86,0.88,-0.79,-0.1,0.6,1,78.5,75.3,1.13,1,"R ","M06EXE1.1_M06"
8,0.1,2,223,144,0.18,0.91,-1.01,0.82,-1.05,-0.04,0.62,1,79.9,77.5,1.15,1,"R ","M06EXE1.1_H10"
9,0.5,2,223,131,0.17,0.95,-0.61,0.86,-0.92,-0.05,0.6,1,78.5,75.5,1.11,1,"R ","M06STP2.5_L02"
10,0.36,2,223,133,0.17,0.96,-0.52,0.9,-0.64,0.03,0.6,1,78,76.2,1.08,1,"R ","M06STP2.5_M06"
11,-0.24,2,223,162,0.18,0.77,-2.59,0.56,-2.56,-0.31,0.67,1,84.2,79.7,1.33,1,"R ","M06STP2.5_H10"
12,0,2,223,145,0.18,0.8,-2.43,0.68,-1.96,0.03,0.67,1,82.8,78.1,1.31,1,"R ","M06STP2.5BL03"
13,0.29,2,223,136,0.17,0.84,-2.05,0.68,-2.21,0.02,0.65,1,78.5,76.6,1.29,1,"R ","M06STP2.5BM07"
14,-0.23,2,223,152,0.18,1.04,0.48,0.88,-0.56,0.03,0.6,1,76.6,79.6,0.99,1,"R ","M06STP2.5BH09"
15,1.14,2,223,105,0.16,1.43,5.25,1.65,3.88,0.03,0.36,1,62.2,73.3,0.09,1,"R ","M06EXE2.7_L03"
16,0.8,2,223,117,0.17,0.93,-0.9,0.8,-1.47,0.04,0.6,1,77,74.3,1.17,1,"R ","M06GEO1.1_L03"
17,1.66,2,223,86,0.17,1.13,1.78,1.16,0.96,0.03,0.46,1,70.8,73.6,0.73,1,"R ","M06GEO1.1_M07"
18,0.37,2,223,133,0.17,1.32,3.56,1.25,1.54,0.02,0.47,1,65.6,76.1,0.53,1,"R ","M06TNS3.6AM07"
19,1.07,2,223,108,0.16,1.21,2.7,1.18,1.25,0.02,0.47,1,64.6,73.4,0.61,1,"R ","M06TNS3.6AH11"
20,0.74,2,223,120,0.17,1,-0.03,0.88,-0.86,0.02,0.57,1,71.8,74.5,1.05,1,"R ","M06RPR1.1_M07"
21,0.68,2,223,122,0.17,1.07,0.87,1,0.05,0.02,0.55,1,71.3,74.8,0.91,1,"R ","M06RPR1.1_H11"
22,-0.15,2,223,149,0.18,0.74,-3.07,0.61,-2.31,0.06,0.7,1,85.6,79.1,1.36,1,"R ","M06TNS3.6CL03"
23,-0.49,2,223,158,0.19,0.71,-3.11,0.52,-2.53,0.09,0.72,1,87.6,81.4,1.36,1,"R ","M06TNS3.6CM07"
24,-0.53,2,223,159,0.19,0.7,-3.15,0.48,-2.72,0.09,0.73,1,88,81.7,1.37,1,"R ","M06TNS3.6CH10"
25,-0.78,2,223,165,0.2,0.87,-1.15,0.58,-1.78,0.12,0.68,1,83.3,83.6,1.19,1,"R ","M06STP2.5CL03"
26,-0.48,2,223,157,0.19,0.68,-3.41,0.51,-2.56,0.12,0.73,1,88,81.4,1.38,1,"R ","M06STP2.5CM07"
27,-0.05,2,223,146,0.18,0.7,-3.69,0.55,-2.89,0.05,0.71,1,88,78.4,1.43,1,"R ","M06STP2.5CH12"
28,1.34,2,223,98,0.16,1.03,0.39,1.05,0.4,0.02,0.52,1,73.2,73.1,0.93,1,"R ","M06EXE2.8_L03"
29,1.28,2,223,100,0.16,1.05,0.64,0.98,-0.07,0.02,0.52,1,71.3,73.2,0.93,1,"R ","M06EXE2.8_M08"
30,1.2,2,223,103,0.16,1.14,1.9,1.14,1,0.02,0.48,1,68.9,73.2,0.72,1,"R ","M06EXE2.8_H12"
13,-0.35,2,257,183,0.16,0.79,-2.67,0.64,-2.44,-0.01,0.64,1,85.2,78.8,1.31,1,"R ","M06STP2.5BL04"
14,-0.47,2,257,186,0.17,0.77,-2.82,0.58,-2.82,0.02,0.66,1,82.4,79.8,1.33,1,"R ","M06STP2.5BM08"
15,0.76,2,257,136,0.15,0.92,-1.31,0.92,-0.71,-0.02,0.54,1,76.8,71.6,1.17,1,"R ","M06STP2.5BH12"
16,1.76,2,257,90,0.15,1.18,2.71,1.2,1.27,-0.02,0.36,1,68.8,73.1,0.61,1,"R ","M06EXE2.7_L04"
17,0.67,2,257,140,0.15,1.3,4.49,1.35,2.79,-0.02,0.35,1,60,72,0.33,1,"R ","M06EXE2.7_H11"
18,0.42,2,257,150,0.15,0.9,-1.52,0.82,-1.57,0.01,0.57,1,76,73.2,1.21,1,"R ","M06RPR1.1_L04"
19,-0.44,2,257,184,0.17,0.9,-1.21,0.89,-0.59,0.05,0.59,1,80.8,79.5,1.14,1,"R ","M06RPR1.1_M08"
20,0.45,2,257,148,0.15,0.85,-2.45,0.76,-2.19,0.02,0.6,1,76.8,73,1.33,1,"R ","M06RPR1.1_H12"
21,-0.46,2,257,185,0.17,1.15,1.68,1.17,0.97,0.04,0.46,1,75.6,79.7,0.8,1,"R ","M06GEO1.1_L04"
22,1.64,2,257,95,0.15,1.11,1.67,1.21,1.37,-0.02,0.4,1,71.2,72.6,0.73,1,"R ","M06GEO1.1_M08"
23,0.49,2,257,148,0.15,1.06,0.97,0.99,-0.08,-0.01,0.49,1,69.6,72.9,0.9,1,"R ","M06TNS3.6AL04"
24,0.46,2,257,149,0.15,0.97,-0.49,0.85,-1.31,-0.01,0.54,1,71.6,73,1.11,1,"R ","M06TNS3.6AM08"
25,0.37,2,257,153,0.15,0.98,-0.27,0.89,-0.92,0,0.53,1,72.4,73.5,1.07,1,"R ","M06TNS3.6AH12"
26,-0.32,2,257,180,0.16,0.8,-2.55,0.63,-2.56,0.03,0.64,1,83.2,78.5,1.31,1,"R ","M06TNS3.6CL04"
27,-0.78,2,257,195,0.18,0.7,-3.27,0.54,-2.6,0.07,0.69,1,87.6,82.6,1.34,1,"R ","M06TNS3.6CM08"
28,-0.84,2,257,196,0.18,0.74,-2.78,0.54,-2.53,0.1,0.68,1,86.4,83.1,1.3,1,"R ","M06TNS3.6CH09"
