"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
1,-2.81,2,664,575,0.15,0.91,-0.8,0.57,-2.12,-0.1,0.66,1,91.8,91.5,0.62,0.25,-2.8,1," R"," ."," M04NBT1.2_L02"
2,-2.55,2,664,544,0.14,1.24,2.34,0.93,-0.27,0.27,0.61,1,86.1,90.1,0.62,0.31,-2.54,1," R"," ."," M04GEO1.2_L03"
3,-1.98,2,664,543,0.12,0.81,-2.57,0.57,-3.32,-0.28,0.64,1,87.5,86.3,0.59,0.3,-1.98,1," R"," ."," M04NBT1.2_M05"
4,-1.81,2,664,524,0.12,1.01,0.15,0.97,-0.15,-0.15,0.57,1,83.3,84.8,0.58,0.34,-1.81,1," R"," ."," M04GEO1.2_M05"
5,-1.73,2,664,498,0.11,1,-0.02,0.75,-2.05,0.11,0.62,1,82.6,84.1,0.58,0.35,-1.73,1," R"," ."," M04NOF2.3DL01"
6,-1.53,2,664,477,0.11,0.96,-0.7,0.73,-2.46,0.16,0.63,1,81.1,82.2,0.57,0.36,-1.53,1," R"," ."," M04MED1.1_L01"
7,-1.1,2,664,466,0.1,0.92,-1.62,0.85,-1.62,-0.15,0.57,1,77.9,77.7,0.55,0.38,-1.1,1," R"," ."," M04MED1.2_L03"
8,-1.01,2,664,413,0.1,1.18,3.61,1.16,1.69,0.28,0.5,1,69.2,76.7,0.54,0.44,-1.01,1," R"," ."," M04NOF2.3AL01"
9,-0.91,2,664,454,0.1,1,-0.02,1.04,0.51,-0.21,0.52,1,76.7,75.7,0.54,0.41,-0.91,1," R"," ."," M04NOF1.1_M08"
10,-0.85,2,664,420,0.1,1.12,2.59,1.11,1.24,0.06,0.49,1,72.1,75.1,0.53,0.43,-0.85,1," R"," ."," M04NBT2.4_L04"
11,-0.81,2,664,377,0.1,0.98,-0.34,0.92,-0.93,0.4,0.57,1,71.3,74.6,0.53,0.41,-0.81,1," R"," ."," M04NOF2.3AH12"
12,-0.77,2,664,442,0.1,1.04,0.98,1,0.02,-0.23,0.5,1,73.7,74.2,0.53,0.42,-0.77,1," R"," ."," M04OAT3.5_H11"
13,-0.75,2,664,454,0.1,0.85,-3.63,0.75,-3.36,-0.37,0.59,1,79,74,0.53,0.38,-0.75,1," R"," ."," M04MED1.2_M06"
14,-0.74,2,664,391,0.1,0.94,-1.5,0.82,-2.4,0.21,0.58,1,73.8,74,0.53,0.4,-0.74,1," R"," ."," M04NOF2.3DL03"
15,-0.64,2,664,402,0.09,0.81,-4.92,0.71,-4.14,0.01,0.61,1,79,73,0.52,0.38,-0.64,1," R"," ."," M04GEO1.3_M05"
