"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
28,1.38,1,587,735,0.11,1.13,2.49,1.16,1.18,0,0.28,1,74.6,76.4,0.36,0.43,1.38,1," R"," ."," M04NBT2.6_H11"
29,-0.03,2,587,841,0.1,0.89,-3.14,0.8,-2.93,0.38,0.52,1,74.4,69.7,0.47,0.42,-0.03,1," R"," ."," M04OAT1.1_L02"
30,1.34,1,587,739,0.1,1.15,2.96,1.16,1.21,0,0.28,1,72.3,75.9,0.36,0.43,1.34,1," R"," ."," M04NOF2.3BH09"
31,0.02,2,587,838,0.1,0.88,-3.37,0.81,-2.86,0.35,0.52,1,73.9,69.5,0.47,0.42,0.02,1," R"," ."," M04OAT1.1_M08"
32,1.14,1,587,758,0.1,1,0.04,0.97,-0.26,0,0.38,1,72.6,74,0.38,0.42,1.14,1," R"," ."," M04NOF2.3CH11"
33,0.04,2,587,877,0.1,0.84,-4.86,0.76,-3.7,-0.01,0.55,1,78,69.5,0.47,0.4,0.04,1," R"," ."," M04NOF1.2_L02"
34,1.81,1,587,699,0.11,1.06,0.97,1.03,0.24,0,0.29,1,81,81.1,0.32,0.38,1.81,1," R"," ."," M04MED2.4_M06"
35,0.17,2,587,836,0.1,0.91,-2.51,0.85,-2.18,0.22,0.49,1,74.2,69.3,0.46,0.42,0.17,1," R"," ."," M04NOF1.2_L01"
36,1.51,1,587,724,0.11,1.18,3.15,1.12,0.9,0,0.26,1,74.1,77.7,0.35,0.43,1.5,1," R"," ."," M04MED2.4_H11"
37,0.34,2,587,872,0.1,1.12,3.15,1.05,0.65,-0.26,0.42,1,64.7,69.5,0.45,0.47,0.34,1," R"," ."," M04NBT2.4_H11"
38,-0.52,1,587,935,0.1,1.01,0.28,0.95,-0.63,0,0.51,1,69.8,72.2,0.51,0.43,-0.52,1," R"," ."," M04NBT2.6_M06"
39,0.63,2,587,846,0.1,0.99,-0.21,0.95,-0.5,-0.31,0.48,1,69.4,70.4,0.42,0.44,0.63,1," R"," ."," M04MED1.2_H09"
40,0.66,2,587,826,0.1,0.87,-3.67,0.77,-2.76,-0.17,0.52,1,75.1,70.5,0.42,0.41,0.66,1," R"," ."," M04NOF2.4AL03"
41,0.67,2,587,792,0.1,0.93,-1.95,0.84,-1.88,0.13,0.44,1,72.6,70.6,0.42,0.42,0.67,1," R"," ."," M04NOF1.1_L01"
42,0.74,2,587,779,0.1,0.96,-1.05,0.87,-1.45,0.19,0.41,1,71,71,0.41,0.43,0.74,1," R"," ."," M04MED1.3_H12"
43,0.75,2,587,779,0.1,0.86,-3.73,0.77,-2.63,0.18,0.46,1,77.1,71,0.41,0.4,0.75,1," R"," ."," M04OAT3.5_L02"
44,0.78,2,587,795,0.1,0.83,-4.55,0.74,-2.94,0,0.5,1,77.4,71.2,0.41,0.39,0.78,1," R"," ."," M04NBT1.3_L01"
45,0.93,2,587,830,0.1,0.98,-0.56,0.92,-0.74,-0.46,0.51,1,74.2,72.3,0.4,0.42,0.93,1," R"," ."," M04NBT2.4_H09"
46,0.97,2,587,757,0.1,0.92,-1.88,0.83,-1.62,0.18,0.4,1,75.1,72.6,0.39,0.41,0.97,1," R"," ."," M04NBT2.5_H10"
47,1.55,2,587,759,0.11,1.16,2.82,1.06,0.45,-0.4,0.4,1,73.5,78.2,0.34,0.42,1.55,1," R"," ."," M04NBT2.5_H09"
48,1.73,2,587,702,0.11,1.03,0.55,1.03,0.24,0.05,0.29,1,80.1,80.2,0.33,0.38,1.73,1," R"," ."," M04NOF1.1_H11"
