"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PostHocDiscrim","Group","Model","ItemID"
1,-1.73,2,219,176,0.23,1.08,0.57,0.64,-0.96,0.37,0.63,1,85.9,88.2,1,1,"R ","M04NOF2.3DL01"
2,1.82,2,219,72,0.17,1.37,4.24,5.12,9.91,0.05,0.28,1,68.9,75.4,0.09,1,"R ","M04NOF2.3DH12"
3,-0.81,2,219,165,0.19,1.2,1.89,1.14,0.63,-0.1,0.49,1,76.7,81,0.77,1,"R ","M04NOF2.4AL04"
4,0.23,2,219,129,0.17,1.58,6.07,1.86,4.66,0.03,0.33,1,58.3,75.8,-0.02,1,"R ","M04NOF2.4AM08"
5,1.27,2,219,86,0.17,1.27,3.41,1.35,1.93,0.19,0.4,1,62.6,73.8,0.46,1,"R ","M04NOF2.4AH12"
6,-0.86,2,219,166,0.19,1.22,2.01,1.4,1.56,-0.09,0.47,1,79.1,81.4,0.71,1,"R ","M04MED1.3_L02"
7,0.52,2,219,123,0.17,1.15,1.88,1.2,1.36,-0.08,0.49,1,68,74.7,0.72,1,"R ","M04MED1.3_M05"
8,0.74,2,219,113,0.17,1.08,1.09,1.18,1.22,-0.03,0.51,1,70.4,74.2,0.82,1,"R ","M04MED1.3_H12"
9,-0.01,2,219,149,0.17,0.91,-1.1,0.96,-0.2,-0.34,0.58,1,80.6,76.7,1.13,1,"R ","M04OAT3.5_L03"
10,-0.29,2,219,150,0.18,0.84,-1.91,0.67,-1.98,-0.1,0.63,1,81.6,77.8,1.27,1,"R ","M04OAT3.5_M05"
11,-0.43,2,219,151,0.18,0.98,-0.18,1.01,0.11,0.02,0.57,1,79.1,78.5,1.01,1,"R ","M04OAT3.5_H09"
12,-1.93,2,219,186,0.25,0.94,-0.34,0.85,-0.23,0.05,0.6,1,89.8,89.5,1.06,1,"R ","M04GEO1.2_L01"
13,-1.81,2,219,184,0.24,0.89,-0.68,0.66,-0.85,0.04,0.62,1,89.8,88.7,1.1,1,"R ","M04GEO1.2_M05"
14,-1.29,2,219,174,0.21,0.99,-0.08,1.17,0.64,0.01,0.56,1,83.5,84.7,0.98,1,"R ","M04GEO1.2_H09"
15,-2.81,2,219,196,0.32,0.93,-0.21,0.38,-1.22,0.21,0.65,1,94.2,94.4,1.09,1,"R ","M04NBT1.2_L02"
16,-1.98,2,219,186,0.25,0.83,-1.05,0.4,-1.67,0.1,0.66,1,89.8,89.9,1.18,1,"R ","M04NBT1.2_M05"
17,-1.85,2,219,184,0.24,0.89,-0.71,0.48,-1.46,0.08,0.64,1,90.8,89,1.14,1,"R ","M04NBT1.2_H11"
18,-0.59,2,219,155,0.19,1.14,1.44,1.26,1.23,0.04,0.51,1,76.7,79.5,0.79,1,"R ","M04OAT1.1_L01"
19,0.02,2,219,137,0.17,0.93,-0.83,0.81,-1.22,0.01,0.6,1,77.2,76.6,1.14,1,"R ","M04OAT1.1_M08"
20,-0.04,2,219,139,0.17,0.83,-2.08,0.68,-2.16,0,0.63,1,80.6,76.8,1.3,1,"R ","M04OAT1.1_H12"
21,0.92,2,219,107,0.17,1.1,1.35,1.22,1.42,-0.04,0.49,1,70.4,73.9,0.77,1,"R ","M04NOF1.1_M06"
22,0.04,2,219,137,0.17,0.83,-2.11,0.94,-0.32,-0.02,0.62,1,83,76.5,1.23,1,"R ","M04NOF1.2_L02"
