"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
30,0.31,1,614,308,0.09,0.92,-2.13,0.85,-1.96,0,0.52,1,73.5,70.2,0.48,0.42,0.31,1," R"," ."," M05OAT1.2_M05"
31,0.96,2,614,194,0.09,0.97,-0.78,0.86,-1.46,0.36,0.39,1,69.1,70.1,0.42,0.43,0.96,1," R"," ."," M05OAT1.1_M06"
32,2.14,1,614,117,0.11,1.06,0.92,1.15,0.86,0,0.27,1,81.5,81.3,0.32,0.38,2.14,1," R"," ."," M05NBT2.6_H11"
33,0.99,2,614,217,0.09,1.02,0.71,0.98,-0.14,0.12,0.39,1,70.3,70.3,0.42,0.44,0.99,1," R"," ."," M05MED3.4_M08"
34,-0.73,1,614,417,0.1,0.87,-2.42,0.76,-2.74,0,0.61,1,81.8,78.4,0.55,0.37,-0.73,1," R"," ."," M05NOF2.4AL02"
35,1.16,2,614,209,0.1,1.05,1.42,1.02,0.2,0.02,0.37,1,69.5,71.2,0.4,0.44,1.16,1," R"," ."," M05NBT2.5_H09"
36,-0.65,1,614,409,0.1,0.96,-0.72,0.97,-0.28,0,0.56,1,79.1,77.6,0.54,0.39,-0.64,1," R"," ."," M05NOF2.4BM05"
37,1.22,2,614,146,0.1,0.99,-0.27,0.93,-0.56,0.58,0.3,1,73,71.5,0.4,0.43,1.22,1," R"," ."," M05NOF2.5BM06"
38,1.9,1,614,137,0.11,1.1,1.94,1.13,0.88,0,0.28,1,77.1,78.4,0.34,0.41,1.9,1," R"," ."," M05MED1.1_H12"
39,1.26,2,614,225,0.1,0.95,-1.23,0.86,-1.19,-0.21,0.47,1,74,71.8,0.4,0.42,1.26,1," R"," ."," M05OAT1.1_M07"
40,1.34,2,614,163,0.1,1,0.08,0.99,-0.06,0.28,0.33,1,74.4,72.3,0.39,0.42,1.34,1," R"," ."," M05NBT1.4_M05"
41,1.37,2,614,223,0.1,1.09,2.15,1.09,0.72,-0.3,0.41,1,68.6,72.6,0.39,0.44,1.37,1," R"," ."," M05NOF1.1_H11"
42,1.44,2,614,219,0.1,1.02,0.52,0.92,-0.59,-0.33,0.45,1,73,73.2,0.38,0.42,1.44,1," R"," ."," M05OAT1.1_L03"
43,1.58,2,614,149,0.1,0.96,-0.96,0.87,-0.92,0.19,0.35,1,76.7,74.6,0.37,0.4,1.58,1," R"," ."," M05MED3.4_H09"
44,1.64,2,614,185,0.1,1.17,3.49,1.15,1.09,-0.22,0.34,1,70,75.3,0.36,0.44,1.64,1," R"," ."," M05NOF1.1_L01"
45,1.69,2,614,213,0.1,1.22,4.48,1.12,0.89,-0.52,0.41,1,68.3,75.9,0.36,0.45,1.69,1," R"," ."," M05NBT2.5_M08"
46,1.71,2,614,209,0.1,1.46,8.56,1.56,3.38,-0.5,0.28,1,64.1,76.1,0.36,0.48,1.71,1," R"," ."," M05GEO1.2_H12"
47,1.89,2,614,179,0.11,1.21,3.79,1.19,1.18,-0.41,0.37,1,72.7,78.3,0.34,0.43,1.89,1," R"," ."," M05NOF2.5BM07"
48,1.94,2,614,130,0.11,1.09,1.68,1.07,0.46,0.04,0.27,1,77.2,78.9,0.34,0.4,1.94,1," R"," ."," M05NBT1.4_H09"
