"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
32,1.55,1,523,687,0.11,1.1,2.22,1.11,1.05,0,0.37,1,68.8,72.9,0.42,0.44,1.55,1," R"," ."," M06GEO1.3_H10"
33,0.79,2,523,731,0.1,1.02,0.43,0.97,-0.32,0.27,0.46,1,70,70.2,0.48,0.44,0.79,1," R"," ."," M06EXE2.8_H09"
34,1.72,1,523,672,0.11,1.03,0.62,0.97,-0.18,0,0.39,1,74.6,74.4,0.4,0.42,1.72,1," R"," ."," M06STP1.2_H10"
35,0.81,2,523,715,0.1,0.95,-1.35,0.86,-1.8,0.42,0.48,1,69.6,70.2,0.48,0.43,0.81,1," R"," ."," M06TNS1.1_H12"
36,1.65,1,523,678,0.11,1.06,1.23,0.96,-0.34,0,0.39,1,70.6,73.8,0.41,0.43,1.65,1," R"," ."," M06EXE1.3_H11"
37,0.85,2,523,711,0.1,0.85,-4.1,0.75,-3.51,0.43,0.53,1,75.6,70.1,0.48,0.4,0.85,1," R"," ."," M06STP2.5BH11"
38,1.46,1,523,695,0.11,0.98,-0.55,0.93,-0.67,0,0.44,1,72.6,72.3,0.43,0.42,1.46,1," R"," ."," M06TNS2.2_M06"
39,1.89,2,523,662,0.11,1.32,5.66,1.72,4.56,-0.04,0.21,1,72,76,0.39,0.46,1.89,1," R"," ."," M06EXE1.3_M05"
40,1.51,2,523,714,0.11,0.98,-0.43,0.94,-0.56,-0.25,0.48,1,74.8,72.7,0.42,0.42,1.51,1," R"," ."," M06TNS2.2_L02"
41,1.17,2,523,722,0.1,0.99,-0.27,0.93,-0.82,-0.01,0.46,1,71,70.7,0.45,0.43,1.17,1," R"," ."," M06RPR1.1_M05"
42,1.17,2,523,773,0.1,1.07,1.74,0.98,-0.16,-0.52,0.51,1,67.1,70.7,0.45,0.45,1.17,1," R"," ."," M06TNS3.6AL02"
43,1.24,2,523,715,0.1,0.94,-1.59,0.88,-1.37,0,0.48,1,74,71,0.44,0.42,1.24,1," R"," ."," M06GEO1.1_M05"
44,1.37,2,523,674,0.1,0.95,-1.23,0.84,-1.62,0.32,0.41,1,73.6,71.7,0.43,0.42,1.37,1," R"," ."," M06EXE2.5_L01"
45,1.43,2,523,719,0.11,1.08,1.78,0.95,-0.41,-0.22,0.45,1,67.3,72.1,0.43,0.44,1.43,1," R"," ."," M06EXE2.8_M06"
46,1.66,2,523,719,0.11,1.04,0.93,0.92,-0.7,-0.44,0.5,1,70.8,73.9,0.41,0.42,1.66,1," R"," ."," M06GEO1.1_M07"
47,2.28,2,523,661,0.12,1.38,5.47,1.47,2.56,-0.4,0.31,1,74,80.2,0.35,0.44,2.28,1," R"," ."," M06TNS2.4_L02"
48,2.51,2,523,627,0.13,1.21,2.74,1.2,1.08,-0.19,0.3,1,80.4,82.7,0.33,0.39,2.51,1," R"," ."," M06EXE2.7_M05"
