"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
18,-0.25,1,585,951,0.1,0.8,-4.83,0.73,-3.41,0,0.61,1,80.5,73.4,0.51,0.38,-0.25,1," R"," ."," M11GCO1.1_H09"
19,1.52,2,585,763,0.1,1.06,1.33,1.07,0.63,0.01,0.37,1,71.9,73.8,0.41,0.43,1.52,1," R"," ."," M11GPE2.4_H10"
20,0.18,1,585,906,0.1,1.17,4.33,1.15,1.88,0,0.41,1,61.4,70.2,0.49,0.47,0.18,1," R"," ."," M11GPE2.4_H11"
21,0.1,2,585,913,0.1,0.82,-4.83,0.74,-3.67,0.02,0.58,1,78.2,70.6,0.49,0.4,0.1,1," R"," ."," M11NAQ2.4AM06"
22,0.47,1,585,875,0.1,1.01,0.32,0.99,-0.12,0,0.47,1,68.8,69.2,0.47,0.45,0.47,1," R"," ."," M11STP1.6AH09"
23,0.1,2,585,895,0.1,0.88,-3.19,0.82,-2.47,0.19,0.55,1,76,70.6,0.49,0.41,0.1,1," R"," ."," M11GRT2.5_M05"
24,0.86,1,585,833,0.1,1.18,4.72,1.28,3.28,0,0.35,1,65.6,69.4,0.45,0.48,0.86,1," R"," ."," M11ALG2.3_M06"
25,1.21,2,585,819,0.1,1.1,2.57,1.04,0.45,-0.22,0.42,1,66.5,71.2,0.43,0.45,1.21,1," R"," ."," M11STP2.6_L01"
26,-0.97,1,585,1014,0.11,0.86,-2.35,0.67,-2.94,0,0.62,1,82.3,80.9,0.55,0.35,-0.97,1," R"," ."," M11FUN1.5_M07"
27,0.22,2,585,929,0.1,0.91,-2.42,0.82,-2.48,-0.25,0.54,1,71.5,70,0.49,0.42,0.22,1," R"," ."," M11FUN3.9_L02"
28,0.45,1,585,877,0.1,0.96,-0.98,0.9,-1.35,0,0.49,1,70.6,69.2,0.47,0.44,0.45,1," R"," ."," M11FUN1.1AH10"
29,0.23,2,585,887,0.1,0.94,-1.58,0.84,-2.18,0.13,0.52,1,70.5,70,0.48,0.43,0.23,1," R"," ."," M11FUN3.7AH09"
30,0.92,1,585,826,0.1,1,-0.11,0.9,-1.18,0,0.45,1,68.3,69.7,0.44,0.44,0.92,1," R"," ."," M11STP2.6_H11"
31,0.25,2,585,891,0.1,0.91,-2.5,0.83,-2.44,0.07,0.53,1,71.5,69.9,0.48,0.42,0.25,1," R"," ."," M11GCO4.13M05"
32,1.36,1,585,780,0.1,1.1,2.4,1.13,1.26,0,0.36,1,70.8,72.4,0.42,0.45,1.36,1," R"," ."," M11FUN2.5H11"
33,0.46,2,585,852,0.1,1.07,1.92,1.04,0.59,0.22,0.43,1,65.8,69.2,0.47,0.46,0.46,1," R"," ."," M11ALG1.1AL01"
34,-0.1,1,585,936,0.1,0.84,-4.15,0.75,-3.36,0,0.58,1,77.8,72,0.5,0.39,-0.1,1," R"," ."," M11NAQ2.4AH12"
35,0.52,2,585,827,0.1,1.05,1.38,0.99,-0.15,0.39,0.44,1,66.5,69.1,0.47,0.45,0.52,1," R"," ."," M11STP1.5_H10"
36,0.92,1,585,826,0.1,1.24,6.12,1.29,3.28,0,0.32,1,61.4,69.7,0.44,0.49,0.92,1," R"," ."," M11STP2.6_M05"
37,0.66,2,585,818,0.1,0.92,-2.32,0.9,-1.36,0.33,0.48,1,72.6,69.1,0.46,0.43,0.66,1," R"," ."," M11FUN1.2_L01"
38,0.6,1,585,861,0.1,1.24,6.22,1.33,3.98,0,0.35,1,57.3,69.1,0.46,0.49,0.6,1," R"," ."," M11ALG2.3_H09"
39,0.69,2,585,827,0.1,1.01,0.39,0.98,-0.29,0.22,0.44,1,67.7,69.1,0.46,0.45,0.69,1," R"," ."," M11NAQ1.1_L01"
40,0.69,2,585,799,0.1,0.89,-3.27,0.82,-2.42,0.48,0.49,1,76.4,69.1,0.46,0.42,0.69,1," R"," ."," M11GPE2.6_L01"
41,0.79,2,585,855,0.1,0.9,-2.98,0.81,-2.55,-0.13,0.52,1,74.2,69.3,0.45,0.42,0.79,1," R"," ."," M11STP1.2_H10"
42,1.04,2,585,877,0.1,1.18,4.61,1.18,2,-0.58,0.44,1,62.2,70.2,0.44,0.48,1.04,1," R"," ."," M11FUN1.2_H11"
43,1.13,2,585,776,0.1,0.94,-1.63,0.89,-1.27,0.27,0.43,1,76.2,70.7,0.43,0.42,1.13,1," R"," ."," M11NAQ1.1_M05"
44,1.15,2,585,858,0.1,1.12,3.08,1.07,0.76,-0.51,0.46,1,65.8,70.8,0.43,0.46,1.15,1," R"," ."," M11FUN2.6_M05"
45,1.25,2,585,810,0.1,1.12,2.81,1.07,0.73,-0.18,0.4,1,65.9,71.5,0.42,0.46,1.25,1," R"," ."," M11FUN2.6_H10"
46,1.29,2,585,803,0.1,1.09,2.17,1.04,0.46,-0.15,0.41,1,67.6,71.8,0.42,0.45,1.29,1," R"," ."," M11GPE2.6_H10"
47,1.53,2,585,770,0.1,1.06,1.23,0.98,-0.11,-0.07,0.4,1,72.1,73.9,0.41,0.43,1.53,1," R"," ."," M11FUN1.2_M08"
48,1.54,2,585,746,0.1,1.02,0.4,1.02,0.18,0.17,0.36,1,77.5,74,0.41,0.42,1.54,1," R"," ."," M11STP1.2_L03"
