"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
1,0.91,1,585,827,0.1,1.17,4.34,1.2,2.29,0,0.36,1,62.3,69.6,0.45,0.48,0.91,1," R"," ."," M11GMG1.1_H10"
2,0.7,1,585,850,0.1,1.06,1.63,1.08,1.03,0,0.43,1,65,69.1,0.46,0.46,0.7,1," R"," ."," M11NAQ1.1_H11"
3,-1.25,2,585,1052,0.12,1.01,0.18,0.95,-0.29,-0.28,0.53,1,84.3,83.8,0.56,0.35,-1.25,1," R"," ."," M11STP1.1_L01"
4,-1.14,2,585,997,0.12,1.18,2.45,1.08,0.63,0.38,0.56,1,76.4,82.7,0.56,0.39,-1.14,1," R"," ."," M11GRT2.5_L03"
5,-1.08,2,585,1018,0.12,1.22,3.05,1.25,1.82,0.06,0.47,1,76.9,82.1,0.55,0.4,-1.08,1," R"," ."," M11FUN3.7AM05"
6,-1.08,2,585,1068,0.12,0.8,-3.19,0.72,-2.27,-0.74,0.57,1,85.2,82.1,0.55,0.33,-1.08,1," R"," ."," M11GMG1.1_M06"
7,-0.87,2,585,1024,0.11,0.87,-2.23,0.82,-1.58,-0.23,0.58,1,81.3,79.9,0.54,0.35,-0.87,1," R"," ."," M11GMG1.1_H09"
8,-0.82,2,585,989,0.11,1.01,0.17,1.1,0.87,0.16,0.55,1,80.5,79.4,0.54,0.39,-0.82,1," R"," ."," M11FUN3.9_L01"
9,-0.73,2,585,995,0.11,0.94,-1.02,0.88,-1.1,0,0.56,1,79.8,78.4,0.54,0.38,-0.73,1," R"," ."," M11GCO4.13H11"
10,-0.66,2,585,985,0.11,1.06,1.04,0.96,-0.35,0.04,0.52,1,72.3,77.7,0.53,0.41,-0.66,1," R"," ."," M11GRT2.5_H10"
11,-0.57,2,585,971,0.11,0.94,-1.23,0.85,-1.49,0.11,0.57,1,76.9,76.7,0.53,0.39,-0.57,1," R"," ."," M11GPE2.7_L02"
12,-0.46,2,585,950,0.1,0.89,-2.41,0.76,-2.71,0.22,0.6,1,77.5,75.6,0.52,0.38,-0.46,1," R"," ."," M11STP1.1_H12"
13,-0.29,2,585,951,0.1,0.93,-1.63,0.94,-0.72,0.04,0.55,1,76.2,73.8,0.51,0.4,-0.29,1," R"," ."," M11STP1.5_L02"
14,-0.23,2,585,984,0.1,1.02,0.56,1.05,0.58,-0.37,0.48,1,73.9,73.2,0.51,0.43,-0.23,1," R"," ."," M11ALG1.1AH10"
15,-0.17,2,585,980,0.1,0.81,-4.77,0.75,-3.26,-0.39,0.59,1,78.9,72.6,0.51,0.38,-0.17,1," R"," ."," M11GCO4.13L03"
16,0.41,1,585,882,0.1,0.92,-2.31,0.88,-1.62,0,0.51,1,73.3,69.3,0.47,0.42,0.41,1," R"," ."," M11FUN1.1AM05"
17,-0.13,2,585,924,0.1,1.09,2.13,1.01,0.18,0.14,0.48,1,65.6,72.3,0.5,0.45,-0.13,1," R"," ."," M11NAQ2.4AH11"
