"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
35,1.86,2,506,654,0.11,1.08,1.72,1.04,0.47,0.01,0.3,1,70.1,72.1,0.35,0.45,1.86,1," R"," ."," M08EXE2.6_H11"
36,1.59,1,506,680,0.1,1.1,2.52,1.07,0.81,0,0.32,1,64.4,68.8,0.37,0.47,1.58,1," R"," ."," M08FUN2.4_H09"
37,2,2,506,658,0.11,1.15,2.98,1.1,0.97,-0.17,0.31,1,69.1,74,0.34,0.45,2,1," R"," ."," M08FUN2.4_M05"
38,1.52,1,506,686,0.1,0.95,-1.43,0.87,-1.66,0,0.41,1,70.3,68.2,0.38,0.44,1.52,1," R"," ."," M08STP1.4_H12"
39,1.6,2,506,677,0.1,0.89,-3.02,0.81,-2.32,0.02,0.43,1,73.9,69,0.37,0.42,1.6,1," R"," ."," M08EXE2.5_H10"
40,1.62,2,506,740,0.1,1.1,2.49,1,0.05,-0.63,0.47,1,60.6,69.2,0.37,0.47,1.62,1," R"," ."," M08STP1.1_H12"
41,1.66,2,506,686,0.1,1.04,0.98,0.98,-0.23,-0.13,0.38,1,67.8,69.7,0.36,0.45,1.66,1," R"," ."," M08TNS1.1_L02"
42,1.73,2,506,652,0.1,1.08,1.84,1.09,0.93,0.17,0.28,1,69.5,70.5,0.36,0.45,1.73,1," R"," ."," M08GEO2.6_M06"
43,1.78,2,506,642,0.11,0.9,-2.43,0.83,-1.82,0.23,0.36,1,74.3,71.1,0.35,0.41,1.78,1," R"," ."," M08EXE2.6_M06"
44,1.91,2,506,686,0.11,1.09,1.85,1.04,0.39,-0.38,0.4,1,68,72.8,0.34,0.45,1.91,1," R"," ."," M08FUN1.2_L01"
45,2.14,2,506,664,0.11,1.19,3.43,1.17,1.39,-0.37,0.34,1,69.9,75.8,0.32,0.45,2.14,1," R"," ."," M08FUN2.5_M07"
46,2.24,2,506,670,0.11,1.28,4.54,1.18,1.44,-0.53,0.36,1,67.4,77.1,0.32,0.46,2.24,1," R"," ."," M08GEO2.6_H09"
47,2.41,2,506,598,0.12,0.99,-0.2,1.02,0.19,0.19,0.24,1,81.7,79.3,0.3,0.39,2.41,1," R"," ."," M08TNS1.2_M07"
48,2.92,2,506,604,0.14,1.36,3.75,1.35,1.89,-0.4,0.26,1,79.8,85.4,0.26,0.4,2.91,1," R"," ."," M08EXE1.1_H12"
