"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PostHocDiscrim","Group","Model","ItemID"
1,-2,2,202,180,0.27,0.88,-0.58,0.72,-0.66,-0.64,0.63,1,92.2,91.7,1.1,1,"R ","M05OAT2.3_L01"
2,-1.18,2,202,166,0.22,0.92,-0.55,0.7,-1.24,-0.35,0.61,1,85.5,85.9,1.1,1,"R ","M05OAT2.3_M05"
3,1.78,2,202,63,0.17,1.18,2.47,2.31,4.65,-0.01,0.26,1,67.9,72.5,0.42,1,"R ","M05OAT2.3_H09"
4,0.86,2,202,89,0.16,1.27,4.06,1.4,2.47,0.2,0.32,1,54.4,69.6,0.23,1,"R ","M05MED3.4_L01"
5,1.87,2,202,65,0.17,1.07,0.95,1.38,1.62,-0.14,0.35,1,74.1,73.2,0.76,1,"R ","M05MED3.4_M05"
6,1.38,2,202,78,0.16,1.03,0.56,1.01,0.11,-0.03,0.4,1,68.4,70,0.91,1,"R ","M05MED3.4_H12"
7,-1.41,2,202,165,0.23,0.78,-1.52,0.59,-1.6,-0.07,0.69,1,89.6,87.7,1.19,1,"R ","M05NOF1.2_L02"
8,-0.18,2,202,136,0.18,0.8,-2.33,0.74,-1.77,-0.09,0.62,1,81.3,76.7,1.3,1,"R ","M05NOF1.2_M06"
9,2.41,2,202,45,0.19,1.24,2.33,1.7,2.27,-0.07,0.21,1,74.6,79.4,0.59,1,"R ","M05NOF1.2_H10"
10,-1.62,2,202,173,0.25,0.92,-0.44,0.55,-1.59,-0.37,0.64,1,89.1,89.4,1.11,1,"R ","M05NBT2.7_L01"
11,-0.67,2,202,148,0.2,0.96,-0.3,0.88,-0.57,-0.03,0.59,1,81.3,81.2,1.06,1,"R ","M05NBT2.7_M05"
12,1.2,2,202,82,0.16,1.06,1.02,1.06,0.42,0.04,0.4,1,66.8,69.4,0.83,1,"R ","M05NBT2.7_H09"
13,-2.56,2,202,177,0.33,0.84,-0.63,0.39,-1.43,0.23,0.76,1,94.3,94.1,1.13,1,"R ","M05NBT1.3AL01"
14,-2.44,2,202,176,0.31,0.88,-0.47,0.39,-1.54,0.2,0.75,1,93.8,93.7,1.12,1,"R ","M05NBT1.3AM05"
15,-2.09,2,202,172,0.28,0.86,-0.65,0.57,-1.12,0.17,0.73,1,93.3,92.2,1.11,1,"R ","M05NBT1.3AH09"
16,-1.88,2,202,170,0.27,0.85,-0.75,0.48,-1.64,0.1,0.72,1,91.2,91,1.14,1,"R ","M05GEO2.4_L01"
17,-1.47,2,202,165,0.24,0.79,-1.36,0.5,-2,-0.01,0.71,1,89.6,88.2,1.19,1,"R ","M05GEO2.4_M05"
18,-1.25,2,202,161,0.22,0.87,-0.94,0.98,0,-0.02,0.65,1,87,86.4,1.1,1,"R ","M05GEO2.4_H10"
19,1.29,2,202,81,0.16,1.12,1.94,1.17,0.96,-0.01,0.36,1,65.3,69.6,0.64,1,"R ","M05NBT1.1_M05"
20,1.93,2,202,58,0.17,1.1,1.32,1.14,0.66,-0.01,0.32,1,72,74,0.78,1,"R ","M05NBT1.1_H12"
21,1.12,2,202,86,0.16,0.96,-0.57,0.89,-0.63,0.02,0.46,1,68.9,69.3,1.12,1,"R ","M05NOF1.1_L04"
22,0.88,2,202,96,0.16,1.18,2.73,1.24,1.53,0,0.37,1,62.2,69.6,0.49,1,"R ","M05NOF1.1_M07"
23,1.37,2,202,77,0.16,0.93,-1.05,0.88,-0.62,0.02,0.45,1,73.1,69.9,1.18,1,"R ","M05NOF1.1_H11"
24,-0.43,2,202,137,0.19,1.07,0.76,0.91,-0.46,0.13,0.55,1,73.6,79,0.95,1,"R ","M05NBT1.3BL02"
25,0.27,2,202,116,0.17,1.08,1.1,1.26,1.8,0.06,0.46,1,69.9,73,0.8,1,"R ","M05NBT1.3BM06"
26,0.22,2,202,119,0.17,0.94,-0.82,0.84,-1.16,0.03,0.54,1,74.6,73.4,1.15,1,"R ","M05NBT1.3BH12"
27,-0.06,2,202,128,0.18,0.81,-2.37,0.69,-2.28,0.04,0.62,1,80.3,75.7,1.34,1,"R ","M05NOF2.7AL01"
28,0.48,2,202,109,0.17,0.92,-1.17,0.82,-1.34,0.04,0.53,1,73.1,71.6,1.22,1,"R ","M05NOF2.7AM05"
29,1.7,2,202,65,0.17,1.12,1.71,1.22,1.09,0.02,0.32,1,67.9,71.7,0.68,1,"R ","M05NOF2.7AH09"
30,0.93,2,202,94,0.16,0.81,-3.35,0.72,-2.04,0,0.55,1,76.7,69.5,1.55,1,"R ","M05MED3.4_L04"
31,0.99,2,202,91,0.16,0.96,-0.59,0.93,-0.43,0.02,0.47,1,73.1,69.4,1.11,1,"R ","M05MED3.4_M08"
32,1.58,2,202,70,0.17,1.03,0.41,0.97,-0.1,0,0.39,1,66.3,71,0.95,1,"R ","M05MED3.4_H09"
33,0.9,2,202,95,0.16,1.15,2.32,1.18,1.21,0,0.38,1,63.7,69.6,0.57,1,"R ","M05OAT1.1_L01"
34,1.39,2,202,76,0.16,0.92,-1.26,0.91,-0.45,0.02,0.45,1,75.6,70,1.2,1,"R ","M05OAT1.1_M05"
35,1.17,2,202,84,0.16,0.97,-0.44,0.88,-0.71,0.03,0.45,1,69.9,69.3,1.12,1,"R ","M05OAT1.1_H09"
1,-1.75,2,183,150,0.26,0.95,-0.21,0.71,-0.77,0.03,0.66,1,88.3,89.1,1.06,1,"R ","M05OAT2.3_L02"
2,-1.03,2,183,140,0.22,0.89,-0.8,0.62,-1.71,-0.1,0.65,1,84.2,84.1,1.16,1,"R ","M05OAT2.3_M06"
3,1.32,2,183,68,0.18,1.23,3.09,1.88,3.75,0.09,0.33,1,62,70.9,0.26,1,"R ","M05OAT2.3_H12"
4,-0.23,2,183,118,0.19,0.83,-1.85,0.69,-2.01,0.03,0.63,1,80.1,77.1,1.28,1,"R ","M05NOF1.2_L03"
5,-0.11,2,183,117,0.19,1.2,2.05,1.24,1.43,-0.05,0.48,1,69,76,0.68,1,"R ","M05NOF1.2_M07"
6,0.43,2,183,97,0.18,1.01,0.15,1.3,1.92,0.07,0.51,1,71.9,72.1,0.91,1,"R ","M05NOF1.2_H11"
13,-2.73,2,183,158,0.34,0.88,-0.45,1.11,0.38,0.38,0.73,1,93,93.6,1.06,1,"R ","M05NBT1.3AL02"
14,-2.35,2,183,156,0.31,0.76,-1.14,0.47,-1.24,0.18,0.74,1,94.2,92.2,1.17,1,"R ","M05NBT1.3AM06"
15,-1.51,2,183,146,0.25,0.82,-1.17,0.51,-1.78,0.05,0.7,1,88.3,87.6,1.19,1,"R ","M05NBT1.3AH10"
16,-2.05,2,183,153,0.28,0.79,-1.1,0.5,-1.35,0.12,0.72,1,91.8,90.8,1.17,1,"R ","M05GEO2.4_L03"
17,-0.58,2,183,128,0.2,0.76,-2.34,0.57,-2.54,0,0.68,1,83.6,80.4,1.33,1,"R ","M05GEO2.4_M08"
18,-1.25,2,183,141,0.23,0.83,-1.22,0.58,-1.71,0.07,0.69,1,87.1,85.7,1.19,1,"R ","M05GEO2.4_H09"
19,-0.65,2,183,129,0.21,0.99,-0.01,1.2,1.01,0.03,0.58,1,80.1,81,0.98,1,"R ","M05MED3.4_L03"
20,0.88,2,183,86,0.18,1,0.07,0.94,-0.3,-0.03,0.5,1,71.3,70.7,1.01,1,"R ","M05MED3.4_M07"
21,0.79,2,183,89,0.18,1.13,1.81,1.15,0.96,-0.03,0.45,1,64.9,70.9,0.67,1,"R ","M05MED3.4_H10"
22,0.15,2,183,108,0.18,1.22,2.53,1.42,2.52,0,0.45,1,64.3,74,0.56,1,"R ","M05NBT1.1_L04"
23,0.7,2,183,91,0.18,0.98,-0.2,0.93,-0.42,0,0.51,1,73.1,71.2,1.05,1,"R ","M05NBT1.1_H11"
24,-0.44,2,183,124,0.2,0.87,-1.25,0.75,-1.4,0.02,0.63,1,81.3,79.1,1.2,1,"R ","M05NBT2.5_L01"
25,0.44,2,183,99,0.18,0.99,-0.12,0.97,-0.18,0,0.53,1,74.9,72,1.03,1,"R ","M05NBT2.5_M05"
26,0.6,2,183,94,0.18,0.98,-0.31,0.93,-0.4,0,0.52,1,73.1,71.4,1.06,1,"R ","M05NBT2.5_H12"
27,0.79,2,183,89,0.18,1.04,0.66,0.98,-0.1,-0.03,0.49,1,66.1,70.9,0.92,1,"R ","M05NOF2.5BL02"
28,-0.48,2,183,125,0.2,0.91,-0.87,0.83,-0.87,0.02,0.61,1,83,79.5,1.13,1,"R ","M05MED2.2_L03"
29,1.37,2,183,70,0.18,0.96,-0.53,1.3,1.46,-0.02,0.46,1,74.9,71,0.97,1,"R ","M05OAT1.1_L02"
30,0.96,2,183,82,0.18,1.18,2.58,1.18,1.09,0.02,0.41,1,64.3,70.6,0.53,1,"R ","M05OAT1.1_M06"
31,1.27,2,183,73,0.18,1.21,2.89,1.26,1.34,-0.02,0.38,1,61.4,70.7,0.45,1,"R ","M05OAT1.1_H10"
7,0.46,2,202,111,0.16,1.15,2.21,1.18,1.41,0.04,0.4,1,61.7,70.5,0.64,1,"R ","M05MED3.4_L02"
8,1.12,2,202,87,0.16,1.32,4.61,1.96,5.85,0,0.24,1,59.2,70.1,-0.01,1,"R ","M05MED3.4_M06"
9,1.31,2,202,84,0.16,1.29,4.01,1.89,5.12,-0.1,0.27,1,63.8,71,0.16,1,"R ","M05MED3.4_H11"
10,-0.94,2,202,155,0.2,0.91,-0.75,0.67,-1.5,0.07,0.6,1,81.6,83.3,1.14,1,"R ","M05NBT2.7_L02"
11,0.02,2,202,129,0.17,0.88,-1.71,0.75,-1.9,-0.02,0.57,1,76.5,73.5,1.28,1,"R ","M05NBT2.7_M06"
12,0.71,2,202,102,0.16,0.94,-0.98,0.92,-0.6,0.02,0.5,1,74,69.5,1.16,1,"R ","M05NBT2.7_H10"
13,0.22,2,202,121,0.17,0.86,-2.16,0.78,-1.75,0,0.57,1,76,71.8,1.33,1,"R ","M05NBT1.4_L01"
14,1.34,2,202,79,0.16,1.08,1.24,1.05,0.4,0,0.4,1,66.3,71.2,0.81,1,"R ","M05NBT1.4_M05"
15,1.94,2,202,58,0.18,0.97,-0.39,0.91,-0.43,0,0.42,1,79.1,76,1.06,1,"R ","M05NBT1.4_H09"
16,-1.02,2,202,157,0.21,0.93,-0.57,1.3,1.18,0.07,0.56,1,86.7,84.1,1.05,1,"R ","M05GEO2.4_L04"
17,-0.85,2,202,152,0.2,0.81,-1.75,0.68,-1.53,0.09,0.64,1,83.2,82.3,1.23,1,"R ","M05GEO2.4_M07"
18,-0.73,2,202,150,0.19,0.86,-1.34,0.83,-0.8,0.05,0.6,1,81.1,81.1,1.17,1,"R ","M05GEO2.4_H11"
19,1.19,2,202,84,0.16,1.03,0.5,0.97,-0.18,0.02,0.44,1,69.9,70.4,0.94,1,"R ","M05NBT1.1_L02"
20,1.45,2,202,75,0.17,1.13,1.77,1.13,0.91,0,0.36,1,69.9,71.9,0.7,1,"R ","M05NBT1.1_H09"
21,0.7,2,202,102,0.16,0.96,-0.69,0.88,-0.97,0.03,0.5,1,68.9,69.5,1.14,1,"R ","M05NOF1.1_L03"
22,0.23,2,202,118,0.17,1.11,1.56,1.11,0.84,0.07,0.44,1,64.3,71.7,0.77,1,"R ","M05NOF1.1_M08"
23,0.9,2,202,95,0.16,0.96,-0.61,0.95,-0.36,0.01,0.48,1,73,69.5,1.09,1,"R ","M05NOF1.1_H12"
24,0.05,2,202,125,0.17,0.88,-1.64,0.76,-1.8,0.05,0.57,1,75.5,73.1,1.27,1,"R ","M05NBT2.5_L04"
25,1.69,2,202,66,0.17,1.06,0.84,1.03,0.26,0.01,0.38,1,74,74,0.87,1,"R ","M05NBT2.5_M08"
26,1.3,2,202,80,0.16,1.07,1.09,1.03,0.24,0.01,0.41,1,70.9,71,0.84,1,"R ","M05NBT2.5_H10"
27,0.5,2,202,109,0.16,0.84,-2.56,0.79,-1.82,0.05,0.57,1,78.1,70.3,1.4,1,"R ","M05NOF2.5BL03"
28,1.22,2,202,83,0.16,0.96,-0.56,0.91,-0.61,0.01,0.47,1,71.4,70.5,1.1,1,"R ","M05NOF2.5BM06"
29,-0.19,2,202,133,0.17,0.93,-0.87,0.84,-1.03,0.07,0.56,1,75,75.4,1.15,1,"R ","M05MED2.2_L02"
30,0.63,2,202,105,0.16,0.96,-0.57,0.88,-0.95,0.03,0.5,1,71.4,69.7,1.13,1,"R ","M05MED2.2_M05"
31,1.17,2,202,84,0.16,1.24,3.47,1.47,3.17,0.03,0.3,1,60.7,70.3,0.32,1,"R ","M05MED2.2_H12"
32,1.44,2,202,75,0.17,0.94,-0.82,0.87,-0.88,0.01,0.47,1,73,71.9,1.15,1,"R ","M05OAT1.1_L03"
33,1.26,2,202,80,0.16,0.85,-2.37,0.83,-1.27,0.05,0.52,1,77,70.7,1.36,1,"R ","M05OAT1.1_M07"
34,1.69,2,202,66,0.17,1.06,0.79,1.1,0.62,0.01,0.38,1,74,74,0.85,1,"R ","M05OAT1.1_H11"
1,-1.86,2,210,185,0.26,0.67,-1.95,0.36,-2.46,-0.32,0.71,1,93.6,91.2,1.23,1,"R ","M05OAT2.3_L03"
2,0.05,2,210,134,0.17,0.89,-1.49,0.82,-1.57,-0.03,0.55,1,76.7,74.4,1.23,1,"R ","M05OAT2.3_M07"
3,-1.63,2,210,178,0.24,0.94,-0.31,0.58,-1.57,-0.05,0.65,1,89.1,89.8,1.09,1,"R ","M05NOF1.2_L01"
4,-0.06,2,210,139,0.17,0.72,-3.83,0.63,-3.27,-0.06,0.64,1,83.7,75.3,1.49,1,"R ","M05NOF1.2_M05"
5,1.5,2,210,76,0.16,1.1,1.71,1.48,2.68,0,0.3,1,68.3,68.9,0.62,1,"R ","M05NOF1.2_H09"
12,-3.02,2,210,192,0.38,0.75,-0.85,0.26,-1.66,0.11,0.76,1,97,95.8,1.15,1,"R ","M05NBT1.3AL04"
13,-2.39,2,210,187,0.31,1,0.08,0.57,-1.02,0.03,0.67,1,93.6,93.8,1.04,1,"R ","M05NBT1.3AM08"
14,-2.29,2,210,186,0.3,0.8,-0.89,0.42,-1.68,0.03,0.73,1,94.1,93.4,1.15,1,"R ","M05NBT1.3AH11"
15,1.02,2,210,95,0.16,1.09,1.6,1.05,0.44,0.01,0.37,1,63.4,68.1,0.74,1,"R ","M05GEO1.2_L03"
16,0.35,2,210,121,0.16,1.07,1.06,1.07,0.64,0.02,0.44,1,68.3,71.7,0.83,1,"R ","M05GEO1.2_M08"
17,1.71,2,210,67,0.16,1.15,2.32,1.22,1.23,0.01,0.26,1,66.8,70.5,0.59,1,"R ","M05GEO1.2_H12"
