"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PostHocDiscrim","Group","Model","ItemID"
18,-0.03,2,210,136,0.17,1.07,0.84,1.04,0.35,0,0.47,1,72.8,75.1,0.89,1,"R ","M05NBT1.1_L03"
19,2.28,2,210,47,0.18,1.08,0.94,1.28,1.13,0.02,0.23,1,76.2,77.4,0.82,1,"R ","M05NBT1.1_M07"
20,0.87,2,210,101,0.16,1.01,0.11,0.99,-0.03,0.01,0.43,1,69.3,68.5,0.98,1,"R ","M05NBT1.1_H10"
21,0.01,2,210,134,0.17,1.03,0.38,1.03,0.25,0.01,0.48,1,74.8,74.7,0.95,1,"R ","M05NOF1.1_L02"
22,0.2,2,210,127,0.16,1.15,1.98,1.16,1.33,0.01,0.41,1,68.3,73,0.7,1,"R ","M05NOF1.1_H09"
23,-1.98,2,210,181,0.27,0.84,-0.81,0.47,-1.75,0.11,0.72,1,92.6,91.9,1.14,1,"R ","M05NBT2.5_L02"
24,0.8,2,210,103,0.16,0.81,-3.49,0.73,-2.51,0.03,0.54,1,76.2,68.9,1.59,1,"R ","M05NBT2.5_M06"
25,1.16,2,210,89,0.16,0.98,-0.37,1.07,0.57,0.01,0.41,1,69.3,67.9,1.04,1,"R ","M05NBT2.5_H09"
26,0.44,2,210,118,0.16,1.08,1.16,1.09,0.82,0.01,0.43,1,69.8,71.1,0.81,1,"R ","M05NOF2.5BL01"
27,1.06,2,210,93,0.16,1.08,1.37,1.03,0.27,0.01,0.38,1,64.4,68,0.78,1,"R ","M05NOF2.5BM05"
28,-0.39,2,210,147,0.18,0.74,-2.93,0.62,-2.88,0.02,0.65,1,84.2,78.2,1.37,1,"R ","M05MED2.2_L04"
29,2.48,2,210,41,0.19,1.09,0.94,1.34,1.27,0.03,0.2,1,81.2,79.9,0.8,1,"R ","M05MED2.2_M08"
30,1.6,2,210,71,0.16,1.24,3.71,1.4,2.17,0.03,0.22,1,57.9,69.4,0.28,1,"R ","M05MED2.2_H09"
31,0.79,2,210,104,0.16,0.84,-2.76,0.79,-1.91,0.01,0.52,1,76.7,68.9,1.47,1,"R ","M05OAT1.1_L04"
32,1.41,2,210,79,0.16,0.89,-2.01,0.83,-1.16,0.02,0.44,1,73.8,68.4,1.34,1,"R ","M05OAT1.1_M08"
33,1.82,2,210,63,0.16,1.04,0.61,1.02,0.18,0.02,0.32,1,73.8,71.5,0.9,1,"R ","M05OAT1.1_H12"
12,-2.81,2,184,163,0.35,0.96,-0.06,0.44,-1.01,0.27,0.69,1,93.7,94,1.07,1,"R ","M05NBT1.3AL03"
13,-2.52,2,184,161,0.32,0.73,-1.24,0.29,-1.75,0.18,0.73,1,94.9,92.9,1.2,1,"R ","M05NBT1.3AM07"
14,-0.88,2,184,138,0.21,0.79,-1.74,1.05,0.29,-0.01,0.64,1,88,83.2,1.19,1,"R ","M05NBT1.3AH12"
15,-1.31,2,184,146,0.23,0.7,-2.16,0.59,-1.54,0.02,0.7,1,89.1,86.5,1.26,1,"R ","M05GEO2.4_L02"
16,-0.05,2,184,116,0.19,1.02,0.27,0.97,-0.17,0.01,0.53,1,76.6,75.7,0.98,1,"R ","M05GEO2.4_M06"
17,0.31,2,184,105,0.18,1.03,0.39,1.06,0.45,0.01,0.51,1,72.6,72.4,0.93,1,"R ","M05GEO2.4_H12"
18,-0.6,2,184,131,0.2,0.82,-1.64,0.79,-1.06,0,0.63,1,85.7,80.7,1.22,1,"R ","M05NBT2.7_L03"
19,-0.53,2,184,129,0.2,0.78,-2.14,0.64,-2.08,0.01,0.65,1,84.6,80.1,1.29,1,"R ","M05NBT2.7_M07"
20,0.86,2,184,87,0.17,1,-0.02,0.97,-0.12,0.01,0.49,1,70.9,70.3,1.01,1,"R ","M05NBT2.7_H12"
21,1.64,2,184,62,0.18,1.09,1.18,1.08,0.44,0,0.4,1,72.6,73.3,0.8,1,"R ","M05NOF1.1_L01"
22,0.41,2,184,103,0.18,1.11,1.48,1.05,0.36,-0.02,0.47,1,64.6,71.7,0.79,1,"R ","M05NOF1.1_M06"
23,0.49,2,184,99,0.18,1.02,0.29,1.04,0.35,0.02,0.5,1,72.6,71.2,0.94,1,"R ","M05NOF1.1_H10"
24,-1.31,2,184,144,0.23,0.79,-1.46,0.64,-1.31,0.12,0.69,1,90.3,86.5,1.19,1,"R ","M05NBT2.5_L03"
25,0.06,2,184,113,0.18,0.9,-1.26,0.74,-1.81,0,0.59,1,76.6,74.6,1.24,1,"R ","M05NBT2.5_M07"
26,0.76,2,184,90,0.17,1.25,3.45,1.24,1.55,0.02,0.39,1,59.4,70.3,0.39,1,"R ","M05NBT2.5_H11"
27,0.94,2,184,84,0.17,1,-0.05,0.96,-0.19,0.02,0.48,1,72.6,70.4,1.02,1,"R ","M05NOF2.5BL04"
28,1.89,2,184,53,0.19,1.05,0.57,1.31,1.24,0.05,0.38,1,73.7,75.2,0.85,1,"R ","M05NOF2.5BM07"
29,-0.77,2,184,133,0.21,0.83,-1.5,0.84,-0.71,0.1,0.64,1,85.1,82.3,1.18,1,"R ","M05MED2.2_L01"
30,1.59,2,184,62,0.18,1.01,0.16,1.27,1.25,0.06,0.41,1,71.4,72.9,0.9,1,"R ","M05MED2.2_M06"
31,0.22,2,184,108,0.18,0.9,-1.28,0.81,-1.31,0,0.57,1,76.6,73.2,1.22,1,"R ","M05NBT1.3BL01"
32,0.74,2,184,91,0.17,0.8,-3.11,0.7,-2.19,0.01,0.58,1,77.1,70.4,1.51,1,"R ","M05NBT1.3BM05"
33,0.39,2,184,103,0.18,1.01,0.16,0.95,-0.3,-0.01,0.51,1,71.4,71.9,0.99,1,"R ","M05NBT1.3BH10"
