"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
39,1.28,2,612,409,0.11,1.13,2.1,1.12,0.94,-0.4,0.61,1,76.9,79.5,0.65,0.4,1.28,1," R"," ."," E06LA1M05"
40,1.37,2,612,350,0.11,1.06,1.02,1.15,1.2,0.29,0.64,1,77.3,79.2,0.65,0.39,1.37,1," R"," ."," E06WR1M05"
41,1.47,2,612,355,0.11,0.94,-1.05,0.92,-0.63,0.13,0.67,1,79.5,79,0.65,0.37,1.47,1," R"," ."," E06RI6H10"
42,0.66,2,612,359,0.12,1.06,0.96,0.96,-0.19,0.89,0.71,1,80.9,81.5,0.65,0.37,0.66,1," R"," ."," E06WR4HSAMPLE"
43,1.59,2,612,381,0.11,0.95,-0.85,0.86,-1.18,-0.32,0.66,1,80.1,78.8,0.65,0.38,1.59,1," R"," ."," E06RI8MSAMPLE"
44,1.45,2,612,358,0.11,0.75,-4.68,0.59,-3.76,0.11,0.72,1,86.5,79,0.65,0.33,1.45,1," R"," ."," E06WR2H12"
45,1.68,2,612,359,0.11,0.9,-1.78,0.77,-1.97,-0.13,0.68,1,81.2,78.6,0.65,0.37,1.68,1," R"," ."," E06RI4H11"
46,1.25,2,612,320,0.11,1.07,1.25,1.08,0.65,0.78,0.67,1,78.2,79.6,0.65,0.39,1.25,1," R"," ."," E06WR4H09"
47,1.88,2,612,331,0.11,0.92,-1.42,0.8,-1.63,0.02,0.67,1,80.7,78.3,0.65,0.37,1.88,1," R"," ."," E06RI1H12"
48,2.01,2,612,314,0.11,1.17,2.85,1.21,1.56,0.09,0.6,1,74.5,78.1,0.64,0.42,2.01,1," R"," ."," E06RI1H09"
