"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
1,-3.07,2,601,1105,0.16,1.25,2.12,0.89,-0.35,0.24,0.61,1,88.9,91.2,0.63,0.29,-3.06,1," R"," ."," M03GEO1.1_H10"
2,-2.66,2,601,1100,0.14,0.97,-0.23,0.67,-1.75,-0.06,0.64,1,88.2,89.2,0.62,0.29,-2.65,1," R"," ."," M03OAT4.9_L01"
3,-2.15,2,601,1045,0.13,1.28,3.2,0.97,-0.16,0.36,0.59,1,80,86.1,0.6,0.37,-2.15,1," R"," ."," M03OAT1.3_L01"
4,-2.07,2,601,1070,0.13,0.95,-0.6,0.81,-1.3,-0.09,0.62,1,84.5,85.5,0.6,0.33,-2.07,1," R"," ."," M03OAT4.8_L02"
5,-1.89,2,601,1039,0.12,1.18,2.35,1.25,1.67,0.18,0.55,1,80.7,84,0.6,0.38,-1.89,1," R"," ."," M03MED3.5AL04"
6,-1.06,1,601,985,0.1,1.2,3.79,1.41,3.74,0,0.46,1,71.5,76.6,0.56,0.44,-1.06,1," R"," ."," M03OAT1.2_H10"
7,-1.8,2,601,1061,0.12,1.22,3.01,1.2,1.41,-0.22,0.49,1,78.8,83.3,0.59,0.39,-1.8,1," R"," ."," M03GEO1.1_L03"
8,-1.6,2,601,1006,0.11,1.16,2.47,1.09,0.72,0.3,0.57,1,76.7,81.5,0.58,0.4,-1.6,1," R"," ."," M03MED3.7DH09"
9,-0.79,2,601,957,0.1,0.92,-1.76,0.84,-1.8,0.02,0.58,1,75.5,74.3,0.54,0.4,-0.79,1," R"," ."," M03OAT4.9_H09"
10,-0.25,2,601,957,0.1,1.15,3.64,1.27,2.79,-0.5,0.47,1,66.3,71.7,0.51,0.46,-0.25,1," R"," ."," M03MED2.4_L01"
11,-0.6,2,601,945,0.1,1.02,0.37,0.97,-0.3,-0.05,0.53,1,72.3,73.1,0.53,0.42,-0.6,1," R"," ."," M03OAT4.9_L03"
12,-1.46,2,601,980,0.11,1.09,1.54,0.95,-0.37,0.45,0.6,1,75.5,80.2,0.58,0.39,-1.46,1," R"," ."," M03MED1.1_M06"
13,-1.37,2,601,999,0.11,1.12,2.04,1.1,0.91,0.15,0.54,1,75.5,79.4,0.57,0.4,-1.37,1," R"," ."," M03MED3.7DM05"
14,-1.02,2,601,952,0.1,0.94,-1.17,0.81,-2.09,0.3,0.61,1,75.7,76.3,0.56,0.39,-1.02,1," R"," ."," M03OAT1.1_H10"
15,-0.99,2,601,974,0.1,0.87,-2.86,0.79,-2.3,0.05,0.62,1,78.4,76,0.55,0.38,-0.99,1," R"," ."," M03OAT4.9_H11"
16,-1.23,1,601,1000,0.11,0.93,-1.33,0.81,-1.88,0,0.6,1,78.3,78.1,0.57,0.38,-1.23,1," R"," ."," M03OAT4.9_H10"
17,-0.59,2,601,919,0.1,0.95,-1.23,0.89,-1.3,0.19,0.56,1,73.7,73,0.53,0.41,-0.59,1," R"," ."," M03NOF1.1_M08"
18,-1.02,1,601,981,0.1,0.89,-2.38,0.95,-0.54,0,0.6,1,78.6,76.3,0.56,0.38,-1.02,1," R"," ."," M03MED2.4_M06"
19,-0.81,2,601,928,0.1,0.89,-2.43,0.83,-1.94,0.33,0.61,1,78.1,74.5,0.55,0.39,-0.81,1," R"," ."," M03GEO1.2_H11"
20,-0.92,1,601,971,0.1,0.83,-3.79,0.69,-3.72,0,0.63,1,79.3,75.3,0.55,0.37,-0.91,1," R"," ."," M03MED2.3_H10"
21,-0.49,2,601,929,0.1,0.83,-4.28,0.74,-3.18,0,0.6,1,77.6,72.5,0.53,0.39,-0.49,1," R"," ."," M03NOF1.1_L03"
22,-0.75,1,601,955,0.1,0.99,-0.1,0.96,-0.43,0,0.55,1,73.7,74,0.54,0.41,-0.75,1," R"," ."," M03OAT4.9_M08"
23,0.81,2,601,803,0.1,1.12,2.54,1.05,0.43,-0.1,0.41,1,69.6,74.4,0.44,0.44,0.81,1," R"," ."," M03NOF1.2AH12"
24,-0.14,1,601,892,0.1,1.23,5.45,1.25,2.52,0,0.41,1,64.2,71.5,0.51,0.48,-0.14,1," R"," ."," M03NOF1.3BH09"
25,-0.42,2,601,899,0.1,0.89,-2.88,0.76,-2.93,0.21,0.58,1,74.1,72.2,0.52,0.4,-0.42,1," R"," ."," M03OAT2.5_L04"
26,-0.89,1,601,969,0.1,0.82,-4.05,0.67,-4.07,0,0.63,1,79,75.2,0.55,0.37,-0.89,1," R"," ."," M03MED2.3_M05"
27,-0.24,2,601,839,0.1,0.99,-0.27,0.92,-0.88,0.6,0.51,1,71.5,71.6,0.51,0.43,-0.24,1," R"," ."," M03MED3.7BL01"
28,0.65,1,601,809,0.1,1.02,0.41,0.95,-0.39,0,0.44,1,74.1,73.3,0.45,0.42,0.65,1," R"," ."," M03NOF1.3BM06"
29,-0.18,2,601,852,0.1,0.97,-0.72,0.87,-1.43,0.41,0.51,1,72.9,71.5,0.51,0.42,-0.18,1," R"," ."," M03OAT2.5_M05"
30,0.35,1,601,840,0.1,1.32,7.47,1.31,2.57,0,0.33,1,57.7,71.9,0.47,0.49,0.35,1," R"," ."," M03NBT1.3_M06"
31,-0.01,2,601,874,0.1,0.89,-2.94,0.85,-1.6,0.04,0.54,1,76.5,71.4,0.5,0.41,-0.01,1," R"," ."," M03MED1.2_L02"
32,0.76,1,601,798,0.1,1.02,0.39,0.96,-0.22,0,0.43,1,73.9,74,0.44,0.42,0.76,1," R"," ."," M03MED4.8_M06"
33,0,2,601,857,0.1,0.92,-2.1,0.85,-1.59,0.19,0.52,1,76,71.4,0.5,0.41,0,1," R"," ."," M03OAT1.1_M06"
34,1.19,1,601,757,0.11,1.11,2.13,1.27,1.62,0,0.35,1,76,77.4,0.41,0.41,1.19,1," R"," ."," M03MED4.8_M05"
35,0.24,2,601,853,0.1,0.91,-2.35,0.82,-1.74,-0.01,0.52,1,74.6,71.6,0.48,0.41,0.24,1," R"," ."," M03OAT2.5_M08"
36,1.01,1,601,774,0.1,1.05,1.05,0.99,-0.01,0,0.4,1,75,75.8,0.42,0.41,1,1," R"," ."," M03NOF1.3BM08"
37,0.33,2,601,862,0.1,1.34,7.85,1.31,2.61,-0.18,0.35,1,57.4,71.9,0.47,0.5,0.33,1," R"," ."," M03NBT1.3_H11"
38,0.84,1,601,790,0.1,1.12,2.69,1.12,0.88,0,0.38,1,73.2,74.6,0.44,0.44,0.84,1," R"," ."," M03MED2.4_H12"
39,0.43,2,601,823,0.1,0.83,-4.61,0.73,-2.61,0.08,0.54,1,80,72.2,0.47,0.39,0.43,1," R"," ."," M03OAT4.8_H09"
40,0.5,2,601,820,0.1,1.14,3.21,1.06,0.5,0.04,0.4,1,68.2,72.5,0.46,0.45,0.5,1," R"," ."," M03OAT1.2_L02"
41,0.72,2,601,829,0.1,1.26,5.64,1.32,2.24,-0.25,0.37,1,66.8,73.8,0.45,0.47,0.72,1," R"," ."," M03NBT1.2_H11"
42,0.77,2,601,854,0.1,1.14,3.15,1.05,0.42,-0.53,0.49,1,68.3,74.1,0.44,0.44,0.77,1," R"," ."," M03MED1.2_L03"
43,0.81,2,601,851,0.1,1.28,5.83,1.27,1.83,-0.54,0.43,1,64,74.4,0.44,0.47,0.81,1," R"," ."," M03MED1.1_H11"
44,0.81,2,601,796,0.1,1.09,1.99,1,0.03,-0.03,0.41,1,69.7,74.4,0.44,0.43,0.81,1," R"," ."," M03OAT2.6_M07"
45,1.18,2,601,765,0.11,1.21,3.98,1.23,1.42,-0.07,0.33,1,72.9,77.3,0.41,0.43,1.18,1," R"," ."," M03MED2.4_H11"
46,1.05,2,601,810,0.1,1.22,4.34,1.24,1.5,-0.39,0.41,1,71.5,76.2,0.42,0.44,1.05,1," R"," ."," M03GEO1.2_H10"
47,1.47,2,601,757,0.11,1.29,4.66,1.39,2.11,-0.26,0.33,1,73.9,79.9,0.39,0.43,1.47,1," R"," ."," M03NOF1.2AL03"
48,1.56,2,601,795,0.11,1.43,6.43,1.5,2.53,-0.73,0.42,1,71,80.8,0.38,0.44,1.56,1," R"," ."," M03MED3.7BM07"
