"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
11,0.29,2,610,414,0.1,0.87,-3.29,0.83,-2.33,-0.47,0.57,1,78.4,72.8,0.52,0.4,0.29,1," R"," ."," M08GEO1.4_H12"
12,0.46,2,610,411,0.1,0.86,-3.7,0.92,-1.12,-0.61,0.57,1,78.2,71.2,0.51,0.4,0.46,1," R"," ."," M08TNS1.1_L04"
13,0.52,2,610,312,0.1,1.02,0.65,1,0.09,0.27,0.49,1,69.5,70.6,0.5,0.44,0.52,1," R"," ."," M08EXE2.5_L01"
14,0.63,2,610,254,0.09,1.17,4.31,1.18,2.46,0.67,0.42,1,60.9,69.8,0.49,0.48,0.63,1," R"," ."," M08EXE2.6_L01"
15,0.71,2,610,350,0.09,0.92,-2.44,0.92,-1.24,-0.25,0.53,1,73.5,69.2,0.49,0.42,0.71,1," R"," ."," M08EXE1.1_M05"
16,0.9,1,610,299,0.09,1.03,0.97,1,0.05,0,0.46,1,67.7,68.2,0.47,0.45,0.91,1," R"," ."," M08STP1.4_L01"
17,1.06,2,610,305,0.09,0.96,-1.09,0.93,-1.05,-0.2,0.49,1,68.8,67.9,0.46,0.44,1.06,1," R"," ."," M08GEO1.2_M08"
18,1.66,1,610,213,0.1,0.9,-2.7,0.91,-1.06,0,0.45,1,76.4,70.3,0.41,0.42,1.66,1," R"," ."," M08EXE3.7AM06"
19,1.09,2,610,331,0.09,1.03,1.03,1,-0.03,-0.45,0.49,1,66,67.9,0.46,0.46,1.09,1," R"," ."," M08TNS1.1_H12"
20,1.39,1,610,243,0.09,1.27,7.34,1.3,3.51,0,0.3,1,57.1,68.6,0.43,0.5,1.39,1," R"," ."," M08GEO3.9_H11"
21,1.11,2,610,283,0.09,1.01,0.24,0.96,-0.54,-0.06,0.46,1,67,67.9,0.45,0.45,1.11,1," R"," ."," M08FUN2.5_L02"
22,1.17,1,610,268,0.09,0.93,-2.27,0.85,-2.1,0,0.49,1,70,67.9,0.45,0.43,1.17,1," R"," ."," M08GEO3.9_L01"
23,1.28,2,610,221,0.09,0.99,-0.36,0.97,-0.32,0.31,0.41,1,69.5,68.2,0.44,0.44,1.28,1," R"," ."," M08EXE1.4_M07"
24,1.7,1,610,209,0.1,0.99,-0.2,0.91,-0.98,0,0.41,1,72.3,70.5,0.41,0.43,1.7,1," R"," ."," M08TNS1.2_SAMPLE"
25,1.39,2,610,216,0.09,0.98,-0.59,0.9,-1.36,0.25,0.42,1,67.7,68.6,0.43,0.44,1.39,1," R"," ."," M08EXE2.5_M06"
26,0.39,1,610,356,0.1,0.81,-5.12,0.72,-4.16,0,0.61,1,77.3,71.8,0.51,0.39,0.39,1," R"," ."," M08FUN1.1_SAMPLE"
27,1.46,2,610,247,0.09,1.2,5.45,1.22,2.55,-0.1,0.34,1,60.6,68.9,0.42,0.49,1.46,1," R"," ."," M08GEO2.6_L02"
28,1.86,1,610,192,0.1,1.13,3.2,1.12,1.25,0,0.33,1,66.3,72,0.39,0.46,1.86,1," R"," ."," M08EXE2.6_H11"
29,1.48,2,610,260,0.09,0.95,-1.59,0.88,-1.45,-0.23,0.49,1,71.6,69,0.42,0.43,1.48,1," R"," ."," M08EXE1.1_L01"
30,2.36,1,610,143,0.11,0.96,-0.84,0.97,-0.2,0,0.36,1,79.6,77.5,0.35,0.39,2.35,1," R"," ."," M08EXE3.7AH11"
31,1.48,2,610,213,0.09,0.99,-0.41,0.92,-0.92,0.18,0.41,1,67.9,69,0.42,0.44,1.48,1," R"," ."," M08STP1.1_L03"
32,0.92,1,610,297,0.09,0.87,-4.09,0.81,-3,0,0.53,1,72.8,68.1,0.47,0.42,0.92,1," R"," ."," M08EXE1.3_L01"
33,1.51,2,610,206,0.09,0.91,-2.55,0.84,-1.97,0.22,0.44,1,73.1,69.2,0.42,0.42,1.51,1," R"," ."," M08TNS1.1_L01"
34,1.62,1,610,217,0.1,0.94,-1.6,0.85,-1.84,0,0.44,1,70.9,70,0.41,0.43,1.62,1," R"," ."," M08STP1.4_M08"
35,1.52,2,610,201,0.09,0.87,-3.84,0.8,-2.59,0.25,0.45,1,76.4,69.2,0.42,0.41,1.52,1," R"," ."," M08EXE1.4_H10"
36,2,1,610,177,0.1,1.03,0.77,0.94,-0.5,0,0.37,1,71.6,73.5,0.38,0.43,2,1," R"," ."," M08FUN2.4_M05"
37,1.56,2,610,245,0.09,1.01,0.32,0.93,-0.8,-0.18,0.45,1,68.8,69.5,0.42,0.44,1.56,1," R"," ."," M08FUN1.2_M05"
38,2.03,1,610,174,0.1,1.06,1.37,1.03,0.28,0,0.35,1,72.6,73.8,0.38,0.43,2.03,1," R"," ."," M08STP1.4_H11"
39,1.6,2,610,195,0.1,0.99,-0.33,0.93,-0.78,0.23,0.39,1,70.2,69.8,0.41,0.44,1.6,1," R"," ."," M08EXE2.5_H10"
40,1.62,2,610,227,0.1,1.01,0.28,0.97,-0.28,-0.08,0.42,1,71.6,69.9,0.41,0.44,1.62,1," R"," ."," M08STP1.1_H12"
41,1.66,2,610,229,0.1,1.05,1.33,0.97,-0.29,-0.14,0.41,1,68.8,70.2,0.41,0.45,1.66,1," R"," ."," M08TNS1.1_L02"
42,1.73,2,610,198,0.1,1.15,3.75,1.24,2.45,0.07,0.3,1,67.9,70.8,0.4,0.47,1.73,1," R"," ."," M08GEO2.6_M06"
43,1.78,2,610,189,0.1,0.97,-0.66,0.92,-0.89,0.11,0.39,1,73.6,71.3,0.4,0.43,1.78,1," R"," ."," M08EXE2.6_M06"
44,1.91,2,610,213,0.1,1.07,1.69,1.02,0.19,-0.24,0.41,1,70.7,72.5,0.39,0.44,1.91,1," R"," ."," M08FUN1.2_L01"
45,2.14,2,610,186,0.1,1.09,1.92,1.03,0.27,-0.22,0.38,1,71.9,75,0.37,0.43,2.14,1," R"," ."," M08FUN2.5_M07"
46,2.24,2,610,193,0.1,1.23,4.32,1.23,1.78,-0.38,0.36,1,69.8,76.2,0.36,0.45,2.24,1," R"," ."," M08GEO2.6_H09"
47,2.41,2,610,132,0.11,1.03,0.5,1.01,0.1,0.08,0.31,1,79.6,78.2,0.35,0.4,2.41,1," R"," ."," M08TNS1.2_M07"
48,2.92,2,610,128,0.12,1.32,4.05,1.4,2.19,-0.38,0.29,1,79.8,83.9,0.3,0.4,2.92,1," R"," ."," M08EXE1.1_H12"
