"Entry","Difficulty","Status","Count","RawScore","SE","Infit","Infit_Z","Outfit","Outfit_Z","Displacement","PointMeasureCorr","Weight","ObservMatch","ExpectMatch","PointMeasureExpected","RMSR","WMLE","Group","Model","Recoding","ItemID"
1,-3.07,2,645,557,0.17,1.2,1.6,0.72,-1.08,-0.06,0.65,1,90.6,92.7,0.68,0.26,-3.06,1," R"," ."," M03GEO1.1_H10"
2,-2.66,2,645,547,0.15,0.9,-0.91,0.45,-3.11,-0.2,0.7,1,90.6,91.2,0.67,0.25,-2.65,1," R"," ."," M03OAT4.9_L01"
3,-2.15,2,645,496,0.13,1.08,0.87,0.87,-0.72,0.27,0.67,1,87.3,88.3,0.65,0.31,-2.15,1," R"," ."," M03OAT1.3_L01"
4,-2.07,2,645,516,0.13,0.95,-0.6,0.64,-2.5,-0.13,0.67,1,87,87.8,0.65,0.3,-2.07,1," R"," ."," M03OAT4.8_L02"
5,-1.89,2,645,466,0.12,1.33,3.78,1.4,2.42,0.44,0.59,1,80.7,86.5,0.64,0.37,-1.89,1," R"," ."," M03MED3.5AL04"
6,-1.84,2,645,472,0.12,1.25,2.93,1.51,3.07,0.31,0.58,1,81.6,86.1,0.64,0.36,-1.84,1," R"," ."," M03OAT1.2_L03"
7,-1.8,2,645,512,0.12,1.11,1.42,1.34,2.19,-0.32,0.57,1,83.9,85.8,0.64,0.35,-1.8,1," R"," ."," M03GEO1.1_L03"
8,-1.6,2,645,480,0.12,0.96,-0.55,0.79,-1.68,-0.03,0.65,1,83.4,84.2,0.62,0.34,-1.6,1," R"," ."," M03MED3.7DH09"
9,-1.58,2,645,506,0.12,0.9,-1.39,0.83,-1.36,-0.43,0.63,1,85.4,84,0.62,0.33,-1.58,1," R"," ."," M03OAT1.1_SAMPLE"
10,-1.52,2,645,493,0.12,0.78,-3.41,0.74,-2.28,-0.29,0.67,1,87.6,83.5,0.62,0.31,-1.52,1," R"," ."," M03MED1.1_H09"
11,-1.48,2,645,482,0.11,0.85,-2.38,0.71,-2.55,-0.18,0.67,1,84.9,83.1,0.62,0.33,-1.48,1," R"," ."," M03OAT1.3_L04"
12,-1.46,2,645,444,0.11,0.9,-1.57,0.75,-2.19,0.27,0.69,1,82.9,83,0.62,0.34,-1.46,1," R"," ."," M03MED1.1_M06"
13,-1.37,2,645,455,0.11,1,-0.04,0.94,-0.52,0.06,0.62,1,82.3,82.2,0.61,0.36,-1.37,1," R"," ."," M03MED3.7DM05"
14,-0.49,2,645,375,0.1,1.03,0.8,1.17,1.8,0.02,0.53,1,75,74.7,0.55,0.42,-0.49,1," R"," ."," M03NOF1.1_L03"
15,-1.02,2,645,422,0.1,0.8,-3.89,0.66,-3.83,0.08,0.67,1,82.6,79,0.59,0.34,-1.02,1," R"," ."," M03OAT1.1_H10"
16,-0.79,1,645,408,0.1,0.84,-3.4,0.7,-3.5,0,0.64,1,80.2,76.9,0.57,0.37,-0.79,1," R"," ."," M03OAT4.9_H09"
17,-0.99,2,645,418,0.1,0.79,-4.07,0.62,-4.36,0.09,0.68,1,81.6,78.7,0.58,0.34,-0.99,1," R"," ."," M03OAT4.9_H11"
18,-0.25,1,645,351,0.1,1.14,3.26,1.11,1.22,0,0.47,1,68,73,0.53,0.45,-0.25,1," R"," ."," M03MED2.4_L01"
19,-0.81,2,645,381,0.1,0.89,-2.29,0.77,-2.63,0.28,0.63,1,77.7,77.1,0.57,0.37,-0.81,1," R"," ."," M03GEO1.2_H11"
20,0.8,1,645,231,0.09,1.27,6.67,1.4,2.75,0,0.31,1,65.4,71.6,0.44,0.48,0.8,1," R"," ."," M03MED4.8_L01"
21,0.81,2,645,225,0.09,1.14,3.7,1.2,1.45,0.05,0.36,1,68,71.6,0.44,0.46,0.81,1," R"," ."," M03NOF1.2AH12"
22,-0.6,1,645,389,0.1,0.89,-2.36,0.84,-1.86,0,0.6,1,78.7,75.5,0.56,0.39,-0.6,1," R"," ."," M03OAT4.9_L03"
23,-0.59,2,645,382,0.1,0.86,-3.22,0.78,-2.59,0.06,0.61,1,80.8,75.4,0.55,0.38,-0.59,1," R"," ."," M03NOF1.1_M08"
24,1.01,1,645,208,0.1,1.08,1.9,0.97,-0.16,0,0.39,1,69.4,72.9,0.42,0.44,1.01,1," R"," ."," M03NOF1.3BL03"
25,-0.42,2,645,331,0.1,0.95,-1.18,0.81,-2.28,0.35,0.58,1,72.8,74.2,0.54,0.41,-0.42,1," R"," ."," M03OAT2.5_L04"
26,0.63,1,645,251,0.09,1.16,4.38,1.13,1.09,0,0.38,1,63.6,70.9,0.45,0.47,0.63,1," R"," ."," M03MED4.8_M08"
